,2,5,10,20,30,50,75,100,group
Glut-CACNA1H-1,0.2118248553257045,0.22605652316357408,0.22583063929453637,0.24082176546542006,0.2298466929591688,0.2071354984229104,0.21179892822984195,0.19329747715127799,non-song
Glut-CACNA1H-2,0.21487673892297907,0.23572767473093914,0.23166439724811996,0.23496544846364925,0.24235243236138582,0.2453613342559749,0.23717962756893926,0.22373960789394864,non-song
Glut-CACNA1H-3,0.0,0.01355174960857064,0.007207415356041382,0.014095730917741913,0.017177828744706945,0.02392793957241202,0.02483001279008344,0.027850589527212324,non-song
Glut-CACNA1H-4,0.41083742684686425,0.5612572220201046,0.5996727170370423,0.5988966614356618,0.5956108787652269,0.584340100471067,0.5768523390577743,0.5705346343948413,non-song
Glut-CACNA1H-RA,0.0,0.0015155009729461702,0.025723890503293028,0.05619047539184072,0.08705528138829724,0.13130987935154143,0.1472642194819248,0.15266799031922257,song
Glut-DACH2-1,0.399943452709991,0.4272945187265176,0.373435630453916,0.3334400284282832,0.311220449574968,0.28571055974867704,0.2733720567037053,0.26142688487175647,non-song
Glut-DACH2-2,0.08221049671169103,0.13688327439117481,0.19843332653231874,0.2624284471731315,0.2825648023613178,0.2728349683463651,0.25727551541908256,0.25838811569931336,non-song
Glut-DACH2-3,0.4598350426417166,0.47887466354103075,0.5218622523904234,0.5773587592880699,0.5771755045879687,0.5645133075464028,0.5625181404738756,0.5533600954808299,non-song
Glut-DACH2-4,0.016507264375561867,0.08059186391658649,0.09898692570876698,0.1258132819686095,0.12644630967672352,0.1315213347302751,0.12661285702127018,0.12623261692749452,non-song
Glut-DACH2-5,0.11755064797732495,0.26357144845177205,0.29017564436109006,0.2889652142751783,0.28211919178156175,0.2654255198427679,0.25837576342677954,0.25422940743879835,non-song
Glut-DACH2-6,0.4093748525430079,0.5866375825524173,0.6047430865276422,0.6224861441486417,0.6325334783064682,0.6365642843773643,0.6235786661568232,0.6188757381824482,non-song
Glut-DACH2-7,0.07065145460195223,0.07371610208203135,0.12496652212803235,0.12220325454804151,0.1293213049704498,0.1368561557942393,0.15475030819852592,0.15584165370080538,non-song
Glut-DACH2-8,0.3387981996503252,0.4544375411783758,0.4447935551005256,0.452539650822034,0.44650106306161186,0.4365589554583742,0.43836284885580246,0.4312906036036864,non-song
Glut-DACH2-HVCra,0.3241327084078775,0.36783713215523145,0.401287328271542,0.4939902933551392,0.5193621701351171,0.5208223007783075,0.5244399514013228,0.5119954656110877,song
Glut-DACH2-HVCx,0.0,0.05530213146572328,0.10893907081398435,0.11734948890592538,0.11629038007786921,0.11240588742115634,0.09874722558695471,0.09917006953106033,song
Glut-DACH2-LMANco,0.0,0.1104382425418293,0.27164985922524654,0.34985211970957936,0.34847082729303763,0.34779214640394085,0.3370092101618317,0.3284569282704966,song
Glut-DACH2-LMANsh,0.0,0.010000106097065193,0.04494193692912485,0.07014223620092003,0.07388021605282334,0.060336620341590506,0.056051450540498995,0.05607636697436344,song
