,2,5,10,20,30,50,75,100,group
Glut-DACH2-3,0.2966160562490772,0.5055875986275714,0.5682124104001631,0.5837183302094889,0.5919080617116651,0.5973375649468102,0.6036475855596648,0.5991928015795556,non-song
Glut-CACNA1H-1,0.25382051931640826,0.31395436171361135,0.3165500899307377,0.30166147545170857,0.2938611156453985,0.27913253017442896,0.2688855996258628,0.25980924120688825,non-song
Glut-CACNA1H-4,0.22643761940094,0.2915790491848386,0.376131493293175,0.4910219665515303,0.48189004257270845,0.49744214371336504,0.521668872875145,0.5236074564689417,non-song
Glut-CACNA1H-2,0.17201729826184295,0.4108644937128825,0.43176274413800936,0.3607686735155126,0.3690272863831043,0.33700820408016235,0.3151270666606331,0.3029174036681499,non-song
Glut-DACH2-1,0.13141306521119078,0.3045388189184578,0.3174145969600227,0.33836726252610416,0.3096175960821956,0.28218329208268006,0.2846541777811192,0.2811621476650229,non-song
Glut-DACH2-7,0.0005949311577518377,0.02525999661259686,0.011560683832436287,0.04466332648659917,0.06208675753919471,0.11168702064037174,0.10452532427530986,0.1128877879409921,non-song
Glut-DACH2-8,0.0,0.14571426455031844,0.38756171347324087,0.45379143051409787,0.4739916718469306,0.49034132795679386,0.4934523418307782,0.49093613430368865,non-song
Glut-DACH2-4,0.0,0.07359056574689171,0.07836844361365705,0.08995666018683929,0.10641750851738965,0.12486145046156231,0.1274178923312958,0.13620848973814864,non-song
Glut-DACH2-6,0.0,0.036271080780421294,0.1320575336986495,0.21476721434695242,0.2511845610484219,0.3370260083606064,0.37793308951831456,0.4035517432234682,non-song
Glut-DACH2-5,0.0,0.0,0.017020433631346178,0.04420062722142703,0.09203587453067447,0.10969600945198779,0.1277915276621732,0.14881770489777296,non-song
Glut-DACH2-2,0.0,0.0,0.0,0.0019136302911431657,0.009686163991612857,0.027160892703444642,0.026735331470825345,0.03258540129275603,non-song
Glut-CACNA1H-3,0.0,0.0,0.0,0.0,0.015941728640695645,0.018792279594241953,0.03182503032681226,0.03886158849388137,non-song
Glut-DACH2-HVCra,0.0,0.0004517777863510979,0.017622414584798553,0.01754277432185465,0.022932077637032613,0.030089664019104203,0.05795931131084361,0.09314005853855188,song
Glut-DACH2-HVCx,0.0,0.0,0.01850416924616749,0.004730593824986216,0.022730737281873532,0.06157528683563533,0.09326546463558391,0.12394619758894311,song
Glut-DACH2-LMANco,0.0,0.0,0.0,0.03483923135568786,0.03560900501927204,0.04330070817157179,0.04760986185530971,0.042118598643340534,song
Glut-DACH2-LMANsh,0.0,0.0,0.0,0.00783660815194688,0.007999041868558895,0.01477998898653825,0.026017159183157668,0.049948382373592136,song
Glut-CACNA1H-RA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,song
