section_id,x_centroid,y_centroid
OR69PU4_1_4,6582.509157826377,2422.5107838999684
OR69PU4_1_4,6580.977053121779,2402.793486475345
OR69PU4_1_4,6578.39004623031,2383.0761890507224
OR69PU4_1_4,6576.492715040044,2372.169484173975
OR69PU4_1_4,6575.000491094238,2363.358891626099
OR69PU4_1_4,6571.094286418897,2343.6415942014764
OR69PU4_1_4,6566.853107489323,2323.924296776853
OR69PU4_1_4,6562.434539104279,2304.20699935223
OR69PU4_1_4,6557.950112624864,2284.489701927607
OR69PU4_1_4,6553.4640854345735,2264.7724045029836
OR69PU4_1_4,6548.996824959412,2245.0551070783604
OR69PU4_1_4,6544.871785686243,2226.856522413285
OR69PU4_1_4,6544.54106397553,2225.337809653737
OR69PU4_1_4,6540.170576218991,2205.6205122291144
OR69PU4_1_4,6535.705251658337,2185.903214804491
OR69PU4_1_4,6531.044647768922,2166.185917379868
OR69PU4_1_4,6526.046343984566,2146.4686199552452
OR69PU4_1_4,6520.50835606595,2126.751322530622
OR69PU4_1_4,6514.15235975254,2107.034025105999
OR69PU4_1_4,6513.250856332444,2104.6567099592717
OR69PU4_1_4,6506.662051707055,2087.3167276813756
OR69PU4_1_4,6497.623153815676,2067.5994302567524
OR69PU4_1_4,6486.492921542953,2047.8821328321294
OR69PU4_1_4,6481.629926978643,2040.804796593288
OR69PU4_1_4,6472.3719934653,2028.1648354075062
OR69PU4_1_4,6454.68435602588,2008.4475379828832
OR69PU4_1_4,6450.008997624843,2004.049964288715
OR69PU4_1_4,6431.714545605965,1988.73024055826
OR69PU4_1_4,6418.388068271042,1979.1158248160184
OR69PU4_1_4,6402.155237471819,1969.012943133637
OR69PU4_1_4,6386.767138917242,1960.3224970376975
OR69PU4_1_4,6363.938743977731,1949.2956457090138
OR69PU4_1_4,6355.1462095634415,1945.2431094581411
OR69PU4_1_4,6323.525280209642,1932.5742307165938
OR69PU4_1_4,6314.98823508052,1929.5783482843908
OR69PU4_1_4,6291.904350855842,1921.423343821656
OR69PU4_1_4,6260.283421502041,1911.3899725491365
OR69PU4_1_4,6254.8169284004025,1909.8610508597676
OR69PU4_1_4,6228.662492148241,1902.3779556254785
OR69PU4_1_4,6197.04156279444,1894.552986863621
OR69PU4_1_4,6174.908961248695,1890.1437534351444
OR69PU4_1_4,6165.420633440641,1888.2310232923974
OR69PU4_1_4,6133.79970408684,1883.998617504338
OR69PU4_1_4,6102.17877473304,1882.1350412670176
OR69PU4_1_4,6070.55784537924,1882.9272644896475
OR69PU4_1_4,6038.936916025439,1886.46903752145
OR69PU4_1_4,6019.4255339204365,1890.1437534351444
OR69PU4_1_4,6007.31598667164,1892.6919181496824
OR69PU4_1_4,5975.695057317839,1901.0100568083071
OR69PU4_1_4,5944.349176520264,1909.8610508597676
OR69PU4_1_4,5944.074127964039,1909.9447544345696
OR69PU4_1_4,5912.453198610238,1918.4981056778618
OR69PU4_1_4,5880.832269256438,1925.2001479297517
OR69PU4_1_4,5852.625286866505,1929.5783482843908
OR69PU4_1_4,5849.211339902638,1930.108652264833
OR69PU4_1_4,5817.590410548838,1933.9875290161272
OR69PU4_1_4,5785.969481195038,1937.8195767811173
OR69PU4_1_4,5754.348551841237,1942.8028701652775
OR69PU4_1_4,5725.858338020288,1949.2956457090138
OR69PU4_1_4,5722.727622487437,1950.0416936658344
OR69PU4_1_4,5691.106693133636,1960.7933375453244
OR69PU4_1_4,5673.088601094882,1969.012943133637
OR69PU4_1_4,5659.485763779837,1975.7193049710581
OR69PU4_1_4,5638.327398897057,1988.73024055826
OR69PU4_1_4,5627.864834426036,1995.7932810446016
OR69PU4_1_4,5611.8343768456,2008.4475379828832
OR69PU4_1_4,5596.243905072236,2022.1995365108598
OR69PU4_1_4,5590.1911880617645,2028.1648354075062
OR69PU4_1_4,5572.732101147083,2047.8821328321294
OR69PU4_1_4,5564.622975718436,2058.6197522416596
OR69PU4_1_4,5558.410562493062,2067.5994302567524
OR69PU4_1_4,5546.977943648231,2087.3167276813756
OR69PU4_1_4,5537.211578384552,2107.034025105999
OR69PU4_1_4,5533.002046364635,2116.251516464294
OR69PU4_1_4,5528.520378766121,2126.751322530622
OR69PU4_1_4,5519.915932210041,2146.4686199552452
OR69PU4_1_4,5510.191706265048,2166.185917379868
OR69PU4_1_4,5501.381117010836,2181.1385250904577
OR69PU4_1_4,5498.639300500682,2185.903214804491
OR69PU4_1_4,5485.083388469687,2205.6205122291144
OR69PU4_1_4,5469.760187657035,2224.490757466405
OR69PU4_1_4,5469.064356142671,2225.337809653737
OR69PU4_1_4,5451.118809604598,2245.0551070783604
OR69PU4_1_4,5438.139258303235,2258.312014860656
OR69PU4_1_4,5431.697298453204,2264.7724045029836
OR69PU4_1_4,5411.926932671427,2284.489701927607
OR69PU4_1_4,5406.518328949434,2290.100548834938
OR69PU4_1_4,5393.063781257604,2304.20699935223
OR69PU4_1_4,5375.819822685411,2323.924296776853
OR69PU4_1_4,5374.897399595634,2325.133880036417
OR69PU4_1_4,5361.569154096629,2343.6415942014764
OR69PU4_1_4,5349.6475117489135,2363.358891626099
OR69PU4_1_4,5343.2764702418335,2376.2965793619337
OR69PU4_1_7,2282.5688993378685,5713.993989724011
OR69PU4_1_7,2306.123052395768,5710.414450769393
OR69PU4_1_7,2330.0198854992736,5707.226730161062
OR69PU4_1_7,2353.9167186027794,5705.135676473233
OR69PU4_1_7,2377.8135517062856,5704.9609067268975
OR69PU4_1_7,2401.7103848097913,5707.496912682128
OR69PU4_1_7,2425.607217913297,5713.413369059223
OR69PU4_1_7,2427.0057468696486,5713.993989724011
OR69PU4_1_7,2449.504051016803,5723.481642985602
OR69PU4_1_7,2473.4008841203085,5738.224025709256
OR69PU4_1_7,2485.9478710325066,5748.704108310106
OR69PU4_1_7,2497.2977172238143,5759.063100836445
OR69PU4_1_7,2517.7456604913395,5783.4142268962005
OR69PU4_1_7,2521.19455032732,5788.2428303165425
OR69PU4_1_7,2538.4583794232262,5818.124345482294
OR69PU4_1_7,2545.0913834308258,5832.94033127877
OR69PU4_1_7,2552.7530128080807,5852.834464068389
OR69PU4_1_7,2562.297411420571,5887.544582654484
OR69PU4_1_7,2568.3739438762086,5922.2547012405785
OR69PU4_1_7,2568.9882165343315,5928.691935088368
OR69PU4_1_7,2571.5206705230858,5956.964819826673
OR69PU4_1_7,2572.327908983067,5991.674938412767
OR69PU4_1_7,2571.1206374600106,6026.385056998862
OR69PU4_1_7,2568.9882165343315,6050.547157403179
OR69PU4_1_7,2568.0344127735166,6061.095175584956
OR69PU4_1_7,2563.047926354732,6095.805294171051
OR69PU4_1_7,2556.1370700525545,6130.515412757146
OR69PU4_1_7,2547.1054441483934,6165.22553134324
OR69PU4_1_7,2545.0913834308258,6171.546543317473
OR69PU4_1_7,2535.2798887096137,6199.935649929334
OR69PU4_1_7,2521.19455032732,6233.5349549667735
OR69PU4_1_7,2520.677154218214,6234.645768515429
OR69PU4_1_7,2502.2331453083266,6269.355887101524
OR69PU4_1_7,2497.2977172238143,6277.638830032474
OR69PU4_1_7,2479.8907089146774,6304.066005687619
OR69PU4_1_7,2473.4008841203085,6313.2076283138695
OR69PU4_1_7,2453.8214525943904,6338.776124273712
OR69PU4_1_7,2449.504051016803,6344.1806558263625
OR69PU4_1_7,2425.607217913297,6373.04727141395
OR69PU4_1_7,2425.2437205094407,6373.486242859807
OR69PU4_1_7,2401.7103848097913,6401.521171750165
OR69PU4_1_7,2396.252345886017,6408.196361445902
OR69PU4_1_7,2377.8135517062856,6430.64241843728
OR69PU4_1_7,2368.048333629703,6442.906480031997
OR69PU4_1_7,2353.9167186027794,6460.558683658183
OR69PU4_1_7,2340.427425187213,6477.616598618091
OR69PU4_1_7,2330.0198854992736,6490.60261059806
OR69PU4_1_7,2312.147863300127,6512.326717204185
OR69PU4_1_7,2306.123052395768,6519.479424796262
OR69PU4_1_7,2282.2262192922617,6545.692890250615
OR69PU4_1_7,2280.8336608315594,6547.03683579028
OR69PU4_1_7,2258.329386188756,6567.981147322925
OR69PU4_1_7,2240.0505742415394,6581.746954376375
OR69PU4_1_7,2234.43255308525,6585.860380225808
OR69PU4_1_7,2210.5357199817445,6598.977385496026
OR69PU4_1_7,2186.6388868782387,6607.633229518024
OR69PU4_1_7,2162.742053774733,6612.208429973493
OR69PU4_1_7,2138.8452206712273,6613.19200434973
OR69PU4_1_7,2114.9483875677215,6611.105205173082
OR69PU4_1_7,2091.0515544642158,6606.401867099244
OR69PU4_1_7,2067.15472136071,6599.367576401285
OR69PU4_1_7,2043.2578882572038,6590.03513080729
OR69PU4_1_7,2026.4402636302168,6581.746954376375
OR69PU4_1_7,2019.361055153698,6578.182468378567
OR69PU4_1_7,1995.4642220501923,6563.475992610322
OR69PU4_1_7,1974.0628063697507,6547.03683579028
OR69PU4_1_7,1971.5673889466866,6545.019366293266
OR69PU4_1_7,1947.6705558431806,6521.681640212741
OR69PU4_1_7,1939.7092761897356,6512.326717204185
OR69PU4_1_7,1923.773722739675,6491.355408523932
OR69PU4_1_7,1914.8582950236005,6477.616598618091
OR69PU4_1_7,1899.8768896361692,6449.859547830538
OR69PU4_1_7,1896.5357808028723,6442.906480031997
OR69PU4_1_7,1883.3698747251576,6408.196361445902
OR69PU4_1_7,1875.9800565326632,6380.566740920091
OR69PU4_1_7,1874.1882927432134,6373.486242859807
OR69PU4_1_7,1868.4103130649287,6338.776124273712
OR69PU4_1_7,1865.5491040663858,6304.066005687619
OR69PU4_1_7,1865.178165172869,6269.355887101524
OR69PU4_1_7,1866.9588116781235,6234.645768515429
OR69PU4_1_7,1870.6405933494927,6199.935649929334
OR69PU4_1_7,1875.9800565326632,6165.825976868077
OR69PU4_1_7,1876.0707880338553,6165.22553134324
OR69PU4_1_7,1882.8741723837297,6130.515412757146
OR69PU4_1_7,1891.2586765863832,6095.805294171051
OR69PU4_1_7,1899.8768896361692,6066.262033644133
OR69PU4_1_7,1901.4004538753363,6061.095175584956
OR69PU4_1_7,1913.3089021020862,6026.385056998862
OR69PU4_1_7,1923.773722739675,6000.474758323909
OR69PU4_1_7,1927.5181456274966,5991.674938412767
OR69PU4_1_7,1944.2845144630558,5956.964819826673
OR69PU4_1_7,1947.6705558431806,5950.651152467042
OR69PU4_1_7,1964.0999382751736,5922.2547012405785
OR69PU4_1_7,1971.5673889466866,5910.307867795967
OR69PU4_1_7,1987.0921548868725,5887.544582654484
OR69PU4_1_7,1995.4642220501923,5875.762020438264
OR69PU4_1_7,2013.3800279164261,5852.834464068389
OR69PU4_1_7,2019.361055153698,5845.299331253342
OR69PU4_1_7,2043.2578882572038,5818.369931995211
OR69PU4_1_7,2043.504227996196,5818.124345482294
OR69PU4_1_7,2067.15472136071,5794.759025219473
OR69PU4_1_7,2080.875995586042,5783.4142268962005
OR69PU4_1_7,2091.0515544642158,5775.063022467396
OR69PU4_1_7,2114.9483875677215,5759.247040842198
OR69PU4_1_7,2135.6427803400043,5748.704108310106
OR69PU4_1_7,2138.8452206712273,5747.07080179839
OR69PU4_1_7,2162.742053774733,5737.751430717325
OR69PU4_1_7,2186.6388868782387,5730.864605505834
OR69PU4_1_7,2210.5357199817445,5725.652182733904
OR69PU4_1_7,2234.43255308525,5721.443209873872
OR69PU4_1_7,2258.329386188756,5717.69103621083
OR69PU4_1_7,2282.2262192922617,5714.04485982585
OR69PU4_1_7,2282.5688993378685,5713.993989724011
OR52YW26_1_4,4812.651470855253,1984.1687523314042
OR52YW26_1_4,4801.20091382267,2003.6576387798368
OR52YW26_1_4,4792.273626985544,2023.7253528384108
OR52YW26_1_4,4786.224335814082,2043.793066896985
OR52YW26_1_4,4782.871854451418,2063.860780955559
OR52YW26_1_4,4781.857135103925,2083.928495014133
OR52YW26_1_4,4782.687543247338,2103.9962090727076
OR52YW26_1_4,4784.802018626493,2124.0639231312816
OR52YW26_1_4,4787.641948393723,2144.1316371898556
OR52YW26_1_4,4790.713577143027,2164.1993512484296
OR52YW26_1_4,4793.63229529517,2184.2670653070036
OR52YW26_1_4,4796.145127138728,2204.334779365578
OR52YW26_1_4,4798.133089479495,2224.4024934241525
OR52YW26_1_4,4799.598488051522,2244.4702074827264
OR52YW26_1_4,4800.643386983894,2264.5379215413004
OR52YW26_1_4,4801.4449453172,2284.6056355998744
OR52YW26_1_4,4802.231878481815,2304.6733496584484
OR52YW26_1_4,4803.264669845662,2324.741063717023
OR52YW26_1_4,4804.820734488128,2344.808777775597
OR52YW26_1_4,4807.184668042887,2364.8764918341712
OR52YW26_1_4,4810.6429970395775,2384.9442058927452
OR52YW26_1_4,4812.651470855253,2393.4222360338604
OR52YW26_1_4,4815.325722412572,2405.011919951319
OR52YW26_1_4,4821.394892453725,2425.079634009893
OR52YW26_1_4,4829.158120623472,2445.147348068467
OR52YW26_1_4,4838.823995655992,2465.2150621270416
OR52YW26_1_4,4848.134266608924,2481.2133847930536
OR52YW26_1_4,4850.511297517371,2485.2827761856156
OR52YW26_1_4,4863.953344143286,2505.35049024419
OR52YW26_1_4,4879.7368239706675,2525.418204302764
OR52YW26_1_4,4883.617062362595,2529.8048694747595
OR52YW26_1_4,4898.2216426684,2545.485918361338
OR52YW26_1_4,4919.099858116266,2564.9024960974366
OR52YW26_1_4,4919.889388493329,2565.553632419912
OR52YW26_1_4,4947.009251549438,2585.6213464784864
OR52YW26_1_4,4954.582653869936,2590.593497003298
OR52YW26_1_4,4983.069542375592,2605.6890605370604
OR52YW26_1_4,4990.065449623607,2609.051174974853
OR52YW26_1_4,5025.5482453772775,2621.499109619901
OR52YW26_1_4,5045.444675212499,2625.7567745956344
OR52YW26_1_4,5061.031041130948,2628.9396675116946
OR52YW26_1_4,5096.513836884619,2631.992165654788
OR52YW26_1_4,5131.996632638289,2631.3032143460705
OR52YW26_1_4,5167.47942839196,2627.534705173767
OR52YW26_1_4,5178.178216417998,2625.7567745956344
OR52YW26_1_4,5202.962224145631,2621.4831693344777
OR52YW26_1_4,5238.445019899302,2614.25584965406
OR52YW26_1_4,5273.927815652973,2607.0424345149468
OR52YW26_1_4,5281.931334631604,2605.6890605370604
OR52YW26_1_4,5309.410611406643,2600.9457148404376
OR52YW26_1_4,5344.8934071603135,2596.924256644013
OR52YW26_1_4,5380.376202913984,2595.4164815828635
OR52YW26_1_4,5415.858998667655,2596.346786719346
OR52YW26_1_4,5451.341794421326,2599.1099438226574
OR52YW26_1_4,5486.824590174996,2602.6393811274625
OR52YW26_1_4,5522.307385928667,2605.580595907398
OR52YW26_1_4,5526.385690004711,2605.6890605370604
OR52YW26_1_4,5557.790181682338,2606.543089260592
OR52YW26_1_4,5571.155418369164,2605.6890605370604
OR52YW26_1_4,5593.272977436009,2604.2782263606655
OR52YW26_1_4,5628.7557731896795,2597.966072576063
OR52YW26_1_4,5664.23856894335,2587.144720872783
OR52YW26_1_4,5667.83230686379,2585.6213464784864
OR52YW26_1_4,5699.72136469702,2571.5596139049508
OR52YW26_1_4,5710.545296279082,2565.553632419912
OR52YW26_1_4,5735.204160450691,2551.019473018741
OR52YW26_1_4,5743.212749402269,2545.485918361338
OR52YW26_1_4,5769.983801713946,2525.418204302764
OR52YW26_1_4,5770.686956204362,2524.840644472493
OR52YW26_1_4,5791.792107728296,2505.35049024419
OR52YW26_1_4,5806.169751958033,2490.2740946658505
OR52YW26_1_4,5810.50602211114,2485.2827761856156
OR52YW26_1_4,5825.71722183555,2465.2150621270416
OR52YW26_1_4,5838.5566657956215,2445.147348068467
OR52YW26_1_4,5841.652547711704,2439.3667087394847
OR52YW26_1_4,5848.790941405705,2425.079634009893
OR52YW26_1_4,5856.956648244216,2405.011919951319
OR52YW26_1_4,5863.4936523747965,2384.9442058927452
OR52YW26_1_4,5868.672625248311,2364.8764918341712
OR52YW26_1_4,5872.766563106988,2344.808777775597
OR52YW26_1_4,5876.046208308162,2324.741063717023
OR52YW26_1_4,5877.135343465374,2316.6718218100336
OR52YW26_1_4,5878.68920969181,2304.6733496584484
OR52YW26_1_4,5880.951401627393,2284.6056355998744
OR52YW26_1_4,5883.050426875716,2264.5379215413004
OR52YW26_1_4,5885.08578940687,2244.4702074827264
OR52YW26_1_4,5887.081752630929,2224.4024934241525
OR52YW26_1_4,5888.994797388639,2204.334779365578
OR52YW26_1_4,5890.733218467704,2184.2670653070036
OR52YW26_1_4,5892.182210160589,2164.1993512484296
OR52YW26_1_4,5893.2264653094935,2144.1316371898556
OR52YW26_1_4,5893.764736555303,2124.0639231312816
OR52YW26_1_4,5893.714805304381,2103.9962090727076
OR52YW26_1_4,5893.010527721946,2083.928495014133
OR52YW26_1_4,5891.5940641021625,2063.860780955559
OR52YW26_1_4,5889.4063271001,2043.793066896985
OR52YW26_1_4,5886.377880159433,2023.7253528384108
OR52YW26_1_4,5882.421621468604,2003.6576387798368
OR52YW26_1_4,5877.427911436424,1983.5899247212626
OR52YW26_1_4,5877.135343465374,1982.6218119532532
OR52YW26_1_4,5871.820379109582,1963.5222106626886
OR52YW26_1_4,5865.195285240313,1943.4544966041144
OR52YW26_1_4,5857.4205451112275,1923.3867825455402
OR52YW26_1_4,5848.385177571787,1903.3190684869662
OR52YW26_1_4,5841.652547711704,1890.153016793249
OR52YW26_1_4,5838.282140513756,1883.251354428392
OR52YW26_1_4,5827.562567634305,1863.183640369818
OR52YW26_1_4,5815.677695190332,1843.1159263112438
OR52YW26_1_4,5806.169751958033,1828.4098552255032
OR52YW26_1_4,5802.70666883474,1823.0482122526696
OR52YW26_1_4,5789.051020840358,1802.9804981940956
OR52YW26_1_4,5774.080363833496,1782.9127841355214
OR52YW26_1_4,5770.686956204362,1778.5902489872444
OR52YW26_1_4,5757.535024889714,1762.8450700769474
OR52YW26_1_4,5739.124575076225,1742.7773560183732
OR52YW26_1_4,5735.204160450691,1738.7525160460914
OR52YW26_1_4,5717.214230121516,1722.709641959799
OR52YW26_1_4,5699.72136469702,1708.4392639660282
OR52YW26_1_4,5690.789805560694,1702.641927901225
OR52YW26_1_4,5664.23856894335,1686.3413893965899
OR52YW26_1_4,5655.689190659954,1682.5742138426508
OR52YW26_1_4,5628.7557731896795,1670.9301650687032
OR52YW26_1_4,5597.910454605561,1662.5064997840768
OR52YW26_1_4,5593.272977436009,1661.2206209005894
OR52YW26_1_4,5557.790181682338,1655.6668850354142
OR52YW26_1_4,5522.307385928667,1653.1312527915804
OR52YW26_1_4,5486.824590174996,1651.9770825832193
OR52YW26_1_4,5451.341794421326,1650.7520572863775
OR52YW26_1_4,5415.858998667655,1648.5139443858777
OR52YW26_1_4,5380.376202913984,1645.0688564893474
OR52YW26_1_4,5358.1871024471375,1642.4387857255026
OR52YW26_1_4,5344.8934071603135,1640.8622323049983
OR52YW26_1_4,5309.410611406643,1636.8101348645919
OR52YW26_1_4,5273.927815652973,1634.091725658753
OR52YW26_1_4,5238.445019899302,1633.6558428831206
OR52YW26_1_4,5202.962224145631,1636.352793205465
OR52YW26_1_4,5170.628513468823,1642.4387857255026
OR52YW26_1_4,5167.47942839196,1643.0255152627788
OR52YW26_1_4,5131.996632638289,1654.3203824966283
OR52YW26_1_4,5114.42737648835,1662.5064997840768
OR52YW26_1_4,5096.513836884619,1671.398824018107
OR52YW26_1_4,5079.013577437502,1682.5742138426508
OR52YW26_1_4,5061.031041130948,1695.2624262390493
OR52YW26_1_4,5051.966327336194,1702.641927901225
OR52YW26_1_4,5029.839660481357,1722.709641959799
OR52YW26_1_4,5025.5482453772775,1727.047328249848
OR52YW26_1_4,5010.5863243064705,1742.7773560183732
OR52YW26_1_4,4993.4273966761075,1762.8450700769474
OR52YW26_1_4,4990.065449623607,1767.1372525817092
OR52YW26_1_4,4977.2361266059925,1782.9127841355214
OR52YW26_1_4,4961.940803483364,1802.9804981940956
OR52YW26_1_4,4954.582653869936,1813.0517097649408
OR52YW26_1_4,4946.670068726838,1823.0482122526696
OR52YW26_1_4,4931.14959449776,1843.1159263112438
OR52YW26_1_4,4919.099858116266,1858.5106912728684
OR52YW26_1_4,4915.114661486815,1863.183640369818
OR52YW26_1_4,4898.072641870201,1883.251354428392
OR52YW26_1_4,4883.617062362595,1899.8076157860896
OR52YW26_1_4,4880.366888653894,1903.3190684869662
OR52YW26_1_4,4862.176421297292,1923.3867825455402
OR52YW26_1_4,4848.134266608924,1939.1664319331535
OR52YW26_1_4,4844.276868454331,1943.4544966041144
OR52YW26_1_4,4827.69276858864,1963.5222106626886
OR52YW26_1_4,4813.007764261654,1983.5899247212626
OR52YW26_1_4,4812.651470855253,1984.1687523314042
OR52YW26_2_2,2166.504777170169,4795.281736440994
OR52YW26_2_2,2168.515033050997,4794.398991096995
OR52YW26_2_2,2191.6973110179806,4787.256863426443
OR52YW26_2_2,2214.879588984964,4783.520097831567
OR52YW26_2_2,2238.061866951947,4783.488528974313
OR52YW26_2_2,2261.2441449189305,4787.446760881892
OR52YW26_2_2,2283.38865477618,4795.281736440994
OR52YW26_2_2,2284.426422885914,4795.655731473256
OR52YW26_2_2,2307.6087008528975,4808.0503041672655
OR52YW26_2_2,2330.7909788198804,4824.975491313876
OR52YW26_2_2,2334.635162473859,4828.361296533939
OR52YW26_2_2,2353.973256786864,4846.336578047843
OR52YW26_2_2,2367.987704883711,4861.440856626885
OR52YW26_2_2,2377.155534753847,4872.040049749915
OR52YW26_2_2,2395.0774890181137,4894.52041671983
OR52YW26_2_2,2400.3378127208307,4901.64546764437
OR52YW26_2_2,2418.960273144948,4927.599976812775
OR52YW26_2_2,2423.520090687814,4934.441395883397
OR52YW26_2_2,2441.2082695191384,4960.67953690572
OR52YW26_2_2,2446.7023686547973,4969.387849737279
OR52YW26_2_2,2462.621767046042,4993.759096998665
OR52YW26_2_2,2469.8846466217806,5005.627295201347
OR52YW26_2_2,2483.345553882296,5026.83865709161
OR52YW26_2_2,2493.066924588764,5043.488459359865
OR52YW26_2_2,2502.7998241837686,5059.918217184555
OR52YW26_2_2,2516.2492025557476,5085.838623008863
OR52YW26_2_2,2519.8798997197814,5092.997777277501
OR52YW26_2_2,2533.691589955554,5126.077337370446
OR52YW26_2_2,2539.4314805227305,5144.797730056433
OR52YW26_2_2,2543.563695908926,5159.156897463391
OR52YW26_2_2,2549.476623363826,5192.236457556336
OR52YW26_2_2,2551.595554230465,5225.316017649281
OR52YW26_2_2,2550.187690562698,5258.395577742227
OR52YW26_2_2,2545.5075551353243,5291.475137835172
OR52YW26_2_2,2539.4314805227305,5317.252570985245
OR52YW26_2_2,2537.7642517002982,5324.554697928117
OR52YW26_2_2,2527.183409853242,5357.634258021062
OR52YW26_2_2,2516.2492025557476,5384.564806786414
OR52YW26_2_2,2513.7547634602543,5390.713818114007
OR52YW26_2_2,2497.4438565780033,5423.793378206952
OR52YW26_2_2,2493.066924588764,5431.398373971564
OR52YW26_2_2,2477.8853531009045,5456.872938299898
OR52YW26_2_2,2469.8846466217806,5468.667587330119
OR52YW26_2_2,2454.6070292419763,5489.952498392843
OR52YW26_2_2,2446.7023686547973,5499.915715816617
OR52YW26_2_2,2427.039664204601,5523.032058485788
OR52YW26_2_2,2423.520090687814,5526.891862410502
OR52YW26_2_2,2400.3378127208307,5550.718941855514
OR52YW26_2_2,2394.7728259581963,5556.111618578733
OR52YW26_2_2,2377.155534753847,5572.5435422963
OR52YW26_2_2,2358.3435500894166,5589.191178671678
OR52YW26_2_2,2353.973256786864,5592.994120118031
