cell,section_id,areax_index,areax_index_all
OR52YW26_1_4_proseg_26602,OR52YW26_1_4,0.19607758457583613,0.3071423494112544
OR52YW26_1_4_proseg_26761,OR52YW26_1_4,-0.6471517912041432,-0.469888796969949
OR52YW26_1_4_proseg_26765,OR52YW26_1_4,1.165621607388467,1.230145317341399
OR52YW26_1_4_proseg_28474,OR52YW26_1_4,-0.47808756277108555,-0.2011398528310261
OR52YW26_1_4_proseg_28685,OR52YW26_1_4,0.3563240347428587,0.3935173985301337
OR52YW26_1_4_proseg_29510,OR52YW26_1_4,-1.2673487498351597,-0.9245380558385734
OR52YW26_1_4_proseg_30281,OR52YW26_1_4,0.18466828606688546,0.294293477493582
OR52YW26_1_4_proseg_30320,OR52YW26_1_4,-0.47218692611912383,-0.29038338944366404
OR52YW26_1_4_proseg_30803,OR52YW26_1_4,-1.3924022855263998,-1.058741611730603
OR52YW26_1_4_proseg_30918,OR52YW26_1_4,0.7362796107801968,0.9248280837893337
OR52YW26_1_4_proseg_31004,OR52YW26_1_4,0.6213678096113857,0.6401012926399399
OR52YW26_1_4_proseg_31022,OR52YW26_1_4,-0.2420154295518147,-0.1152520215683715
OR52YW26_1_4_proseg_31507,OR52YW26_1_4,0.5359675417454586,0.6985325155148375
OR52YW26_1_4_proseg_31644,OR52YW26_1_4,-0.776938469076936,-0.7391326295779668
OR52YW26_1_4_proseg_31656,OR52YW26_1_4,-0.8938718721713648,-0.8582315689103626
OR52YW26_1_4_proseg_32363,OR52YW26_1_4,-0.5077966911063184,-0.2636810605867762
OR52YW26_1_4_proseg_32455,OR52YW26_1_4,-0.0917039374518473,0.15080395688091686
OR52YW26_1_4_proseg_32574,OR52YW26_1_4,0.30586479810713296,0.5345409619179149
OR52YW26_1_4_proseg_32688,OR52YW26_1_4,1.0263086923580245,1.021789386349433
OR52YW26_1_4_proseg_32961,OR52YW26_1_4,0.0944459579894652,0.40615781464214784
OR52YW26_1_4_proseg_33000,OR52YW26_1_4,-0.7869224168064508,-0.40768023607679854
OR52YW26_1_4_proseg_33115,OR52YW26_1_4,-0.3231237700780677,-0.04725678384924137
OR52YW26_1_4_proseg_33133,OR52YW26_1_4,-0.731115930102385,-0.6274877884100445
OR52YW26_1_4_proseg_33166,OR52YW26_1_4,-0.987746635660286,-0.9099512136179916
OR52YW26_1_4_proseg_33168,OR52YW26_1_4,0.3169359836880571,0.37374148304049176
OR52YW26_1_4_proseg_33258,OR52YW26_1_4,-0.7207622964323929,-0.6231658844288707
OR52YW26_1_4_proseg_33428,OR52YW26_1_4,-0.16791456646778058,-0.12336106099091428
OR52YW26_1_4_proseg_33459,OR52YW26_1_4,-0.6186655209867491,-0.4957181995054548
OR52YW26_1_4_proseg_33500,OR52YW26_1_4,0.4448421783303304,0.5156966856259689
OR52YW26_1_4_proseg_33501,OR52YW26_1_4,-1.378003053608132,-1.495952656723508
OR52YW26_1_4_proseg_33523,OR52YW26_1_4,-0.08937649882551375,0.05269651034503557
OR52YW26_1_4_proseg_33525,OR52YW26_1_4,-0.7190636484171606,-0.5889457423486126
OR52YW26_1_4_proseg_33529,OR52YW26_1_4,-0.6471510575244499,-0.6106396464999225
OR52YW26_1_4_proseg_33542,OR52YW26_1_4,-1.9313099561456584,-1.8982404674842996
OR52YW26_1_4_proseg_33550,OR52YW26_1_4,-0.5862253850318615,-0.498911538285351
OR52YW26_1_4_proseg_33552,OR52YW26_1_4,0.06966990476201523,0.1705659293258153
OR52YW26_1_4_proseg_33562,OR52YW26_1_4,-0.4495637232217349,-0.5896271475394325
OR52YW26_1_4_proseg_33565,OR52YW26_1_4,-0.25768394660747757,-0.21735238683935895
OR52YW26_1_4_proseg_33585,OR52YW26_1_4,0.5304581285952791,0.565832123022137
OR52YW26_1_4_proseg_33595,OR52YW26_1_4,-1.04633622958122,-0.9769447593878468
OR52YW26_1_4_proseg_33620,OR52YW26_1_4,0.6114692032279567,0.6671843315219124
OR52YW26_1_4_proseg_33632,OR52YW26_1_4,-0.1203000821286467,-0.019217550695524208
OR52YW26_1_4_proseg_33634,OR52YW26_1_4,-0.8611091994796976,-0.7166377912255228
OR52YW26_1_4_proseg_33635,OR52YW26_1_4,0.38329366915246105,0.46746773748632237
OR52YW26_1_4_proseg_33647,OR52YW26_1_4,-0.28157436698877203,-0.21827113011888716
OR52YW26_1_4_proseg_33658,OR52YW26_1_4,0.09303123312644629,0.11449865223320449
OR52YW26_1_4_proseg_33678,OR52YW26_1_4,-0.23148628120286002,-0.27889141985233623
OR52YW26_1_4_proseg_34420,OR52YW26_1_4,-0.2883068455870824,-0.0357889338613811
OR52YW26_1_4_proseg_34435,OR52YW26_1_4,0.5901731138052242,0.6912831517970695
OR52YW26_1_4_proseg_34446,OR52YW26_1_4,0.17729042558786767,0.17637823613938358
OR52YW26_1_4_proseg_34454,OR52YW26_1_4,0.5924711188906708,0.8799773056309607
OR52YW26_1_4_proseg_34457,OR52YW26_1_4,-0.15971868174781118,-0.2413553876423459
OR52YW26_1_4_proseg_34459,OR52YW26_1_4,0.5702706457809504,0.45016040439431326
OR52YW26_1_4_proseg_34476,OR52YW26_1_4,-0.5097129047222942,-0.37170061974871926
OR52YW26_1_4_proseg_34500,OR52YW26_1_4,0.7605749286563497,0.6595057168691485
OR52YW26_1_4_proseg_34513,OR52YW26_1_4,0.9549506477855715,0.9360482108433676
OR52YW26_1_4_proseg_34529,OR52YW26_1_4,0.11770587783315754,0.19252389825629657
OR52YW26_1_4_proseg_34539,OR52YW26_1_4,0.24153627773993322,0.23558489319885653
OR52YW26_1_4_proseg_34553,OR52YW26_1_4,-0.07544376311653123,-0.07421109359298828
OR52YW26_1_4_proseg_34588,OR52YW26_1_4,-0.8707776443758513,-0.8435427656852034
OR52YW26_1_4_proseg_34592,OR52YW26_1_4,-0.7937720815162495,-0.6650168683911779
OR52YW26_1_4_proseg_34598,OR52YW26_1_4,-1.093307556557221,-1.2869893548752966
OR52YW26_1_4_proseg_34604,OR52YW26_1_4,0.24005747529015023,0.3276083324375766
OR52YW26_1_4_proseg_34610,OR52YW26_1_4,0.28122032626461024,0.1827348131861831
OR52YW26_1_4_proseg_34623,OR52YW26_1_4,1.3698270946541675,1.3949461055340162
OR52YW26_1_4_proseg_34629,OR52YW26_1_4,-0.2043248577947825,-0.09472281739299168
OR52YW26_1_4_proseg_34634,OR52YW26_1_4,0.14222997427253647,0.21033954555950768
OR52YW26_1_4_proseg_34647,OR52YW26_1_4,0.279841469775602,0.21881901907559823
OR52YW26_1_4_proseg_34650,OR52YW26_1_4,0.5137575539862655,0.6824215296559382
OR52YW26_1_4_proseg_34661,OR52YW26_1_4,-0.39721858408408667,-0.544966491630552
OR52YW26_1_4_proseg_34664,OR52YW26_1_4,0.36770944290524743,0.3551898933197866
OR52YW26_1_4_proseg_34667,OR52YW26_1_4,-0.28333290412496687,-0.15136848331576647
OR52YW26_1_4_proseg_34672,OR52YW26_1_4,0.33461044667073486,0.3858468932618777
OR52YW26_1_4_proseg_34692,OR52YW26_1_4,-1.2345283521884083,-1.1255149169691825
OR52YW26_1_4_proseg_34699,OR52YW26_1_4,0.5794457271077788,0.4358117438389679
OR52YW26_1_4_proseg_34706,OR52YW26_1_4,-0.7360278512106728,-0.6639292053990344
OR52YW26_1_4_proseg_34710,OR52YW26_1_4,-0.45504641894495756,-0.287945494988246
OR52YW26_1_4_proseg_34712,OR52YW26_1_4,-0.5310140817641689,-0.45743342155833244
OR52YW26_1_4_proseg_34721,OR52YW26_1_4,0.19733325240385874,0.2544727854286321
OR52YW26_1_4_proseg_34801,OR52YW26_1_4,0.7913283265352513,0.7199528070584671
OR52YW26_1_4_proseg_34809,OR52YW26_1_4,1.533641349192319,1.395527658061459
OR52YW26_1_4_proseg_34811,OR52YW26_1_4,0.6893581074267774,0.8145698255796946
OR52YW26_1_4_proseg_34813,OR52YW26_1_4,-0.11348022391715144,8.434324486023131e-4
OR52YW26_1_4_proseg_34817,OR52YW26_1_4,0.6039686919519243,0.7773414397563039
OR52YW26_1_4_proseg_34851,OR52YW26_1_4,-0.2205175341601484,-0.18248707001517034
OR52YW26_1_4_proseg_34852,OR52YW26_1_4,0.29158960327671,0.3496135756409518
OR52YW26_1_4_proseg_34857,OR52YW26_1_4,0.9645257552360749,0.8184194212925321
OR52YW26_1_4_proseg_34872,OR52YW26_1_4,-0.1850446555462026,-0.088767049022756
OR52YW26_1_4_proseg_34902,OR52YW26_1_4,1.6067440041366627,1.533235942020032
OR52YW26_1_4_proseg_34933,OR52YW26_1_4,1.049956648026144,1.1822105866488402
OR52YW26_1_4_proseg_34945,OR52YW26_1_4,-0.023019117481818563,0.20090265656890122
OR52YW26_1_4_proseg_34959,OR52YW26_1_4,-0.7568666189161727,-0.7289052380715104
OR52YW26_1_4_proseg_34972,OR52YW26_1_4,0.27783453880251807,0.2853474813352952
OR52YW26_1_4_proseg_34980,OR52YW26_1_4,-0.2579459207018365,-0.32150158972247694
OR52YW26_1_4_proseg_34997,OR52YW26_1_4,-0.6660847456923858,-0.5103466766792757
OR52YW26_1_4_proseg_35004,OR52YW26_1_4,-0.4072488940538561,-0.265982719431563
OR52YW26_1_4_proseg_35011,OR52YW26_1_4,1.0737358107141728,0.9563595761635366
OR52YW26_1_4_proseg_35028,OR52YW26_1_4,0.5794433043840913,0.5593124390515853
OR52YW26_1_4_proseg_35035,OR52YW26_1_4,-0.7891471105293338,-0.8255059383914325
OR52YW26_1_4_proseg_35070,OR52YW26_1_4,-0.12066637601358399,0.005341063202806862
OR52YW26_1_4_proseg_35072,OR52YW26_1_4,0.5697293624347113,0.5366631740542596
OR52YW26_1_4_proseg_35086,OR52YW26_1_4,0.3250576748251308,0.30613023182993493
OR52YW26_1_4_proseg_35132,OR52YW26_1_4,0.4823780381248805,0.7726307162219133
OR52YW26_1_4_proseg_35179,OR52YW26_1_4,-0.47531667385741816,-0.265981579568893
OR52YW26_1_4_proseg_35217,OR52YW26_1_4,0.5724639798481794,0.6522044386151282
OR52YW26_1_4_proseg_35232,OR52YW26_1_4,-0.5950658122261511,-0.3738028794064451
OR52YW26_1_4_proseg_35234,OR52YW26_1_4,-0.5735995646051969,-0.3379621293015832
OR52YW26_1_4_proseg_35237,OR52YW26_1_4,0.23990441158195086,0.3941334298750025
OR52YW26_1_4_proseg_35244,OR52YW26_1_4,-0.19315511956117848,-0.16717421564038037
OR52YW26_1_4_proseg_35278,OR52YW26_1_4,-0.7483414980105046,-0.6092804593269604
OR52YW26_1_4_proseg_35283,OR52YW26_1_4,-0.5043260376716139,-0.4027863240262894
OR52YW26_1_4_proseg_35314,OR52YW26_1_4,-0.25454844815572986,0.01780275822431321
OR52YW26_1_4_proseg_35351,OR52YW26_1_4,0.1292371692418942,0.18349646399633107
OR52YW26_1_4_proseg_35430,OR52YW26_1_4,-0.5982413196498414,-0.3128866139870186
OR52YW26_1_4_proseg_35477,OR52YW26_1_4,-0.17642750951762215,-0.010736623919085753
OR52YW26_1_4_proseg_35486,OR52YW26_1_4,0.5227606811298228,0.4724727668469205
OR52YW26_1_4_proseg_35487,OR52YW26_1_4,1.030967373692055,1.066218466217494
OR52YW26_1_4_proseg_35493,OR52YW26_1_4,-0.06852443836651889,0.06277618199938018
OR52YW26_1_4_proseg_35494,OR52YW26_1_4,1.1609096045789324,1.1147472018618214
OR52YW26_1_4_proseg_35517,OR52YW26_1_4,0.2222682681631526,0.46823527209008947
OR52YW26_1_4_proseg_35520,OR52YW26_1_4,-0.31832762449161045,-0.19036126848230794
OR52YW26_1_4_proseg_35530,OR52YW26_1_4,0.06281968756674028,0.30238898609870074
OR52YW26_1_4_proseg_35540,OR52YW26_1_4,-0.27313790282362044,-0.13441344114849293
OR52YW26_1_4_proseg_35548,OR52YW26_1_4,1.0269684271113888,1.115935227275252
OR52YW26_1_4_proseg_35551,OR52YW26_1_4,-0.6486092004667972,-0.5749998485056583
OR52YW26_1_4_proseg_35562,OR52YW26_1_4,-0.34017976364747526,-0.1408911798197168
OR52YW26_1_4_proseg_35591,OR52YW26_1_4,-0.05870615727750089,0.06365506742873289
OR52YW26_1_4_proseg_35592,OR52YW26_1_4,0.12021607875483437,0.12174928931815165
OR52YW26_1_4_proseg_35625,OR52YW26_1_4,-0.42626515079903843,-0.28199776251246395
OR52YW26_1_4_proseg_35643,OR52YW26_1_4,0.2776511881227113,0.5227390425937288
OR52YW26_1_4_proseg_35655,OR52YW26_1_4,0.365070502808802,0.29417601112625286
OR52YW26_1_4_proseg_35700,OR52YW26_1_4,0.10896786367328046,0.4769054163066926
OR52YW26_1_4_proseg_35705,OR52YW26_1_4,0.26274555831209334,0.37545976223953836
OR52YW26_1_4_proseg_35706,OR52YW26_1_4,-0.8521885948238458,-0.7861782923761305
OR52YW26_1_4_proseg_35731,OR52YW26_1_4,0.26005562235107005,0.2614986838481187
OR52YW26_1_4_proseg_35764,OR52YW26_1_4,-1.118042535184386,-0.8933142145769625
OR52YW26_1_4_proseg_35765,OR52YW26_1_4,-0.27217974807006967,-0.3064020100635037
OR52YW26_1_4_proseg_35772,OR52YW26_1_4,0.024914950128486768,-0.029235321274678927
OR52YW26_1_4_proseg_35813,OR52YW26_1_4,-0.31565542157055515,-0.2450981384937855
OR52YW26_1_4_proseg_35821,OR52YW26_1_4,-0.1872718272210082,-0.0642548208976168
OR52YW26_1_4_proseg_35831,OR52YW26_1_4,-0.4911383792890996,-0.40118931436489513
OR52YW26_1_4_proseg_35851,OR52YW26_1_4,-0.06334807348980759,0.06963253820819043
OR52YW26_1_4_proseg_35898,OR52YW26_1_4,0.05245272653519659,0.16815699573136889
OR52YW26_1_4_proseg_35912,OR52YW26_1_4,-0.7051372848140658,-0.4378283921185273
OR52YW26_1_4_proseg_35920,OR52YW26_1_4,0.03221712143911709,0.12903736801947097
OR52YW26_1_4_proseg_35923,OR52YW26_1_4,0.7301133473438731,0.9379250883100495
OR52YW26_1_4_proseg_35926,OR52YW26_1_4,0.12246126693643444,0.29128220509178515
OR52YW26_1_4_proseg_35964,OR52YW26_1_4,-0.05134488412969221,0.04681232715087691
OR52YW26_1_4_proseg_35980,OR52YW26_1_4,-0.4217294689437247,-0.2784037873504574
OR52YW26_1_4_proseg_36033,OR52YW26_1_4,0.23941421580001998,0.2661789786602742
OR52YW26_1_4_proseg_36045,OR52YW26_1_4,0.514213654513977,0.4191818332762487
OR52YW26_1_4_proseg_36046,OR52YW26_1_4,-0.026710764120594588,0.03389131249040733
OR52YW26_1_4_proseg_36049,OR52YW26_1_4,-0.7285751876356537,-0.43294481654403943
OR52YW26_1_4_proseg_36090,OR52YW26_1_4,-0.06590425541423328,0.08338754295671197
OR52YW26_1_4_proseg_36099,OR52YW26_1_4,0.2514996437631035,0.4234940613470618
OR52YW26_1_4_proseg_36105,OR52YW26_1_4,0.49778018046567807,0.7572796696450355
OR52YW26_1_4_proseg_36115,OR52YW26_1_4,1.197149518548175,1.451613866958844
OR52YW26_1_4_proseg_36135,OR52YW26_1_4,-0.35741366620514975,-0.2877833558152556
OR52YW26_1_4_proseg_36234,OR52YW26_1_4,-0.26023284605962105,0.13078069275850612
OR52YW26_1_4_proseg_36251,OR52YW26_1_4,-0.5623630270087533,-0.5293433780158454
OR52YW26_1_4_proseg_36285,OR52YW26_1_4,-0.15103374800711633,0.0992487835895135
OR52YW26_1_4_proseg_36287,OR52YW26_1_4,-0.7774800818425854,-0.5417915682022346
OR52YW26_1_4_proseg_36289,OR52YW26_1_4,-0.5468849867903679,-0.23741824122290867
OR52YW26_1_4_proseg_36296,OR52YW26_1_4,0.35145533084901703,0.4241500387586534
OR52YW26_1_4_proseg_36324,OR52YW26_1_4,-0.8317122304870945,-0.7047114585420119
OR52YW26_1_4_proseg_36329,OR52YW26_1_4,0.9343876341237969,0.9978754024414479
OR52YW26_1_4_proseg_36331,OR52YW26_1_4,-0.21011176433828382,0.16428280096244297
OR52YW26_1_4_proseg_36360,OR52YW26_1_4,0.5621263021870584,0.7607992302183865
OR52YW26_1_4_proseg_36446,OR52YW26_1_4,1.2649867067512877,1.2627340579797668
OR52YW26_1_4_proseg_36456,OR52YW26_1_4,-0.4716711571504134,-0.1501051264404497
OR52YW26_1_4_proseg_36461,OR52YW26_1_4,-0.12090878121655024,-0.04809969724556107
OR52YW26_1_4_proseg_36463,OR52YW26_1_4,0.04191118908295044,-0.04608923189714237
OR52YW26_1_4_proseg_36468,OR52YW26_1_4,0.7721427173965589,0.7000428397518521
OR52YW26_1_4_proseg_36477,OR52YW26_1_4,-0.2721355796895427,-0.1408631601340102
OR52YW26_1_4_proseg_36514,OR52YW26_1_4,-0.02261842847049722,0.2101807730736156
OR52YW26_1_4_proseg_36517,OR52YW26_1_4,-0.1601369598199318,0.09566300563071628
OR52YW26_1_4_proseg_36569,OR52YW26_1_4,0.14600684776628048,0.37821600520896714
OR52YW26_1_4_proseg_36614,OR52YW26_1_4,0.9574022338691042,1.0307902154129187
OR52YW26_1_4_proseg_36630,OR52YW26_1_4,0.33910024411794815,0.3965133199698301
OR52YW26_1_4_proseg_36643,OR52YW26_1_4,-0.04146189672571367,0.08557832096404112
OR52YW26_1_4_proseg_36661,OR52YW26_1_4,-0.6776609107765501,-0.40184642453534947
OR52YW26_1_4_proseg_36664,OR52YW26_1_4,-0.6350137339291625,-0.6372137999545688
OR52YW26_1_4_proseg_36671,OR52YW26_1_4,-0.42274343279302967,-0.4430649807674913
OR52YW26_1_4_proseg_36708,OR52YW26_1_4,-0.21994737992983118,-0.16432859239716444
OR52YW26_1_4_proseg_36742,OR52YW26_1_4,1.1216982674773672,1.206142666279092
OR52YW26_1_4_proseg_36810,OR52YW26_1_4,-0.40092496914904274,-0.10891049713851908
OR52YW26_1_4_proseg_36900,OR52YW26_1_4,0.1781837380917103,0.2322818295623254
OR52YW26_1_4_proseg_36914,OR52YW26_1_4,1.293560674715056,1.3189466764360436
OR52YW26_1_4_proseg_36932,OR52YW26_1_4,0.1167784180444558,0.4478063524046437
OR52YW26_1_4_proseg_37014,OR52YW26_1_4,0.6388572979932066,0.47257449549562697
OR52YW26_1_4_proseg_37018,OR52YW26_1_4,-0.08471388148823045,0.0677418778765802
OR52YW26_1_4_proseg_37026,OR52YW26_1_4,-0.3399663292941773,-0.30994105748551704
OR52YW26_1_4_proseg_37042,OR52YW26_1_4,0.3473546251277945,0.4471663074520825
OR52YW26_1_4_proseg_37050,OR52YW26_1_4,-0.5657518682175061,-0.47824608632525484
OR52YW26_1_4_proseg_37053,OR52YW26_1_4,-0.1986344751161656,-0.009851303389264293
OR52YW26_1_4_proseg_37086,OR52YW26_1_4,0.40266432785584433,0.45426160372554936
OR52YW26_1_4_proseg_37088,OR52YW26_1_4,-0.05474955962906724,0.008895464019969098
OR52YW26_1_4_proseg_37107,OR52YW26_1_4,0.3232379027548094,0.2640657308622863
OR52YW26_1_4_proseg_37116,OR52YW26_1_4,-0.3847710773843632,-0.2924255254727497
OR52YW26_1_4_proseg_37123,OR52YW26_1_4,-0.23606247465471714,-0.32261576629421146
OR52YW26_1_4_proseg_37124,OR52YW26_1_4,-0.10213661375438918,-0.16890615735185013
OR52YW26_1_4_proseg_37128,OR52YW26_1_4,-0.4182909549003869,-0.3613070778195792
OR52YW26_1_4_proseg_37144,OR52YW26_1_4,0.48882850169153536,0.42213387000373187
OR52YW26_1_4_proseg_37152,OR52YW26_1_4,0.3591484202877749,0.26774690607567364
OR52YW26_1_4_proseg_37166,OR52YW26_1_4,0.7209339699777757,0.7211016802687783
OR52YW26_1_4_proseg_37172,OR52YW26_1_4,-0.622412556887775,-0.6769855575640594
OR52YW26_1_4_proseg_37246,OR52YW26_1_4,0.6604606288340906,0.5889086040564817
OR52YW26_1_4_proseg_37259,OR52YW26_1_4,0.09941928034353589,0.14707262619730457
OR52YW26_1_4_proseg_37261,OR52YW26_1_4,-0.9692543524250663,-0.8846476701324244
OR52YW26_1_4_proseg_37265,OR52YW26_1_4,0.4738024776946585,0.5066764574226713
OR52YW26_1_4_proseg_37268,OR52YW26_1_4,-0.032993050054234474,-0.1323559796901126
OR52YW26_1_4_proseg_37272,OR52YW26_1_4,-0.393953544883631,-0.27165396596786406
OR52YW26_1_4_proseg_37276,OR52YW26_1_4,0.13375106935476896,0.19826438131507862
OR52YW26_1_4_proseg_37281,OR52YW26_1_4,-0.5305290140258301,-0.4342071021017758
OR52YW26_1_4_proseg_37297,OR52YW26_1_4,0.9155095801496032,0.90311602561479
OR52YW26_1_4_proseg_37324,OR52YW26_1_4,-0.35930773103335245,-0.44193904404960377
OR52YW26_1_4_proseg_37329,OR52YW26_1_4,0.07961084336223309,0.09573479454295747
OR52YW26_1_4_proseg_37350,OR52YW26_1_4,-0.46285454687776817,-0.2575369182691957
OR52YW26_1_4_proseg_37371,OR52YW26_1_4,-0.13441969269603637,0.06000468929237024
OR52YW26_1_4_proseg_37388,OR52YW26_1_4,-0.6269750253969651,-0.5102908064481937
OR52YW26_1_4_proseg_37401,OR52YW26_1_4,0.8473625709478783,0.9198199495357641
OR52YW26_1_4_proseg_37404,OR52YW26_1_4,-0.10522070992416806,-0.009875727095730823
OR52YW26_1_4_proseg_37443,OR52YW26_1_4,-0.9428331166619244,-1.0224156450975848
OR52YW26_1_4_proseg_37450,OR52YW26_1_4,-0.008494076223109152,0.1431835977228508
OR52YW26_1_4_proseg_37477,OR52YW26_1_4,0.2240819460424412,0.23579270066268648
OR52YW26_1_4_proseg_37489,OR52YW26_1_4,0.12836926920863445,0.22185381764396947
OR52YW26_1_4_proseg_37493,OR52YW26_1_4,-0.27727369178568295,-0.11359448195926389
OR52YW26_1_4_proseg_37495,OR52YW26_1_4,-0.2263488815793285,-0.15624542040301467
OR52YW26_1_4_proseg_37496,OR52YW26_1_4,0.5564041351571756,0.6451812208636123
OR52YW26_1_4_proseg_37502,OR52YW26_1_4,-0.17312684911837373,-0.043390418948051804
OR52YW26_1_4_proseg_37518,OR52YW26_1_4,0.36279227892671995,0.3250461257513299
OR52YW26_1_4_proseg_37523,OR52YW26_1_4,-0.26268676227090815,-0.2975453934634728
OR52YW26_1_4_proseg_37536,OR52YW26_1_4,-0.9390305634617314,-0.9221807665446667
