soup_batch,soup_library,individual,celltype,n_cells,prop
batch2,lman_run1,bird6,Glut-NB,14,0.006727534839019702
batch2,lman_run1,bird6,Glut-NSC,0,0
batch2,lman_run1,bird6,Glut-SATB2-1,2,9.610764055742432e-4
batch2,lman_run1,bird6,Micro,2,9.610764055742432e-4
batch2,lman_run1,bird6,Oligo-1,136,0.06535319557904853
batch2,lman_run1,bird6,Oligo-2,13,0.006246996636232581
batch2,lman_run1,bird6,Oligo-3,5,0.002402691013935608
batch2,lman_run1,bird6,OPC,26,0.012493993272465162
batch2,nr_run1,bird4,Astro-1,1,0.001392757660167131
batch2,nr_run1,bird4,Astro-2,0,0
batch2,nr_run1,bird4,Astro-3,46,0.06406685236768803
batch2,nr_run1,bird4,Endo,2,0.002785515320334262
batch2,nr_run1,bird4,Epen,0,0
batch2,nr_run1,bird4,GABA-1-1,56,0.07799442896935933
batch2,nr_run1,bird4,GABA-1-2,13,0.018105849582172703
batch2,nr_run1,bird4,GABA-2-1,7,0.009749303621169917
batch2,nr_run1,bird4,GABA-2-2,13,0.018105849582172703
batch2,nr_run1,bird4,GABA-2-3,16,0.022284122562674095
batch2,nr_run1,bird4,GABA-3,31,0.04317548746518106
batch2,nr_run1,bird4,GABA-4-1,2,0.002785515320334262
batch2,nr_run1,bird4,GABA-4-2,0,0
batch2,nr_run1,bird4,GABA-5-1,4,0.005571030640668524
batch2,nr_run1,bird4,GABA-5-2,13,0.018105849582172703
batch2,nr_run1,bird4,GABA-6,7,0.009749303621169917
batch2,nr_run1,bird4,GABA-7,8,0.011142061281337047
batch2,nr_run1,bird4,GABA-8,7,0.009749303621169917
batch2,nr_run1,bird4,GABA-Im,11,0.01532033426183844
batch2,nr_run1,bird4,Glut-CACNA1H-1,0,0
batch2,nr_run1,bird4,Glut-CACNA1H-2,0,0
batch2,nr_run1,bird4,Glut-CACNA1H-3,0,0
batch2,nr_run1,bird4,Glut-CACNA1H-4,0,0
batch2,nr_run1,bird4,Glut-CACNA1H-RA,0,0
batch2,nr_run1,bird4,Glut-DACH2-1,25,0.034818941504178275
batch2,nr_run1,bird4,Glut-DACH2-2,1,0.001392757660167131
batch2,nr_run1,bird4,Glut-DACH2-3,0,0
batch2,nr_run1,bird4,Glut-DACH2-4,0,0
batch2,nr_run1,bird4,Glut-DACH2-5,85,0.11838440111420613
batch2,nr_run1,bird4,Glut-DACH2-6,190,0.2646239554317549
batch2,nr_run1,bird4,Glut-DACH2-7,62,0.08635097493036212
batch2,nr_run1,bird4,Glut-DACH2-8,29,0.0403899721448468
batch2,nr_run1,bird4,Glut-DACH2-HVCra,0,0
batch2,nr_run1,bird4,Glut-DACH2-HVCra-Pre,0,0
batch2,nr_run1,bird4,Glut-DACH2-HVCx,0,0
batch2,nr_run1,bird4,Glut-DACH2-LMANco,0,0
batch2,nr_run1,bird4,Glut-DACH2-LMANsh,7,0.009749303621169917
batch2,nr_run1,bird4,Glut-GABA,10,0.013927576601671309
batch2,nr_run1,bird4,Glut-Im,59,0.08217270194986072
batch2,nr_run1,bird4,Glut-NB,4,0.005571030640668524
batch2,nr_run1,bird4,Glut-NSC,0,0
batch2,nr_run1,bird4,Glut-SATB2-1,2,0.002785515320334262
batch2,nr_run1,bird4,Micro,1,0.001392757660167131
batch2,nr_run1,bird4,Oligo-1,0,0
batch2,nr_run1,bird4,Oligo-2,2,0.002785515320334262
batch2,nr_run1,bird4,Oligo-3,0,0
batch2,nr_run1,bird4,OPC,4,0.005571030640668524
batch2,nr_run1,bird5,Astro-1,1,4.4365572315882877e-4
batch2,nr_run1,bird5,Astro-2,5,0.0022182786157941437
batch2,nr_run1,bird5,Astro-3,132,0.05856255545696539
batch2,nr_run1,bird5,Endo,3,0.0013309671694764862
batch2,nr_run1,bird5,Epen,0,0
batch2,nr_run1,bird5,GABA-1-1,197,0.08740017746228926
batch2,nr_run1,bird5,GABA-1-2,52,0.023070097604259095
batch2,nr_run1,bird5,GABA-2-1,8,0.00354924578527063
batch2,nr_run1,bird5,GABA-2-2,46,0.02040816326530612
batch2,nr_run1,bird5,GABA-2-3,32,0.01419698314108252
batch2,nr_run1,bird5,GABA-3,84,0.037267080745341616
batch2,nr_run1,bird5,GABA-4-1,20,0.008873114463176575
batch2,nr_run1,bird5,GABA-4-2,2,8.873114463176575e-4
batch2,nr_run1,bird5,GABA-5-1,16,0.00709849157054126
batch2,nr_run1,bird5,GABA-5-2,19,0.008429458740017746
batch2,nr_run1,bird5,GABA-6,23,0.01020408163265306
batch2,nr_run1,bird5,GABA-7,16,0.00709849157054126
batch2,nr_run1,bird5,GABA-8,13,0.005767524401064774
batch2,nr_run1,bird5,GABA-Im,20,0.008873114463176575
batch2,nr_run1,bird5,Glut-CACNA1H-1,0,0
batch2,nr_run1,bird5,Glut-CACNA1H-2,0,0
batch2,nr_run1,bird5,Glut-CACNA1H-3,0,0
batch2,nr_run1,bird5,Glut-CACNA1H-4,0,0
batch2,nr_run1,bird5,Glut-CACNA1H-RA,0,0
batch2,nr_run1,bird5,Glut-DACH2-1,54,0.023957409050576754
batch2,nr_run1,bird5,Glut-DACH2-2,3,0.0013309671694764862
batch2,nr_run1,bird5,Glut-DACH2-3,1,4.4365572315882877e-4
batch2,nr_run1,bird5,Glut-DACH2-4,3,0.0013309671694764862
batch2,nr_run1,bird5,Glut-DACH2-5,385,0.17080745341614906
batch2,nr_run1,bird5,Glut-DACH2-6,205,0.09094942324755989
batch2,nr_run1,bird5,Glut-DACH2-7,324,0.14374445430346053
batch2,nr_run1,bird5,Glut-DACH2-8,57,0.025288376220053237
batch2,nr_run1,bird5,Glut-DACH2-HVCra,0,0
batch2,nr_run1,bird5,Glut-DACH2-HVCra-Pre,0,0
batch2,nr_run1,bird5,Glut-DACH2-HVCx,0,0
batch2,nr_run1,bird5,Glut-DACH2-LMANco,0,0
batch2,nr_run1,bird5,Glut-DACH2-LMANsh,5,0.0022182786157941437
batch2,nr_run1,bird5,Glut-GABA,33,0.014640638864241348
batch2,nr_run1,bird5,Glut-Im,182,0.08074534161490683
batch2,nr_run1,bird5,Glut-NB,18,0.007985803016858917
batch2,nr_run1,bird5,Glut-NSC,0,0
batch2,nr_run1,bird5,Glut-SATB2-1,248,0.11002661934338953
batch2,nr_run1,bird5,Micro,1,4.4365572315882877e-4
batch2,nr_run1,bird5,Oligo-1,0,0
batch2,nr_run1,bird5,Oligo-2,8,0.00354924578527063
batch2,nr_run1,bird5,Oligo-3,0,0
batch2,nr_run1,bird5,OPC,38,0.01685891748003549
batch2,nr_run1,bird6,Astro-1,6,0.001957585644371941
batch2,nr_run1,bird6,Astro-2,3,9.787928221859706e-4
batch2,nr_run1,bird6,Astro-3,163,0.05318107667210441
batch2,nr_run1,bird6,Endo,4,0.0013050570962479609
batch2,nr_run1,bird6,Epen,0,0
batch2,nr_run1,bird6,GABA-1-1,271,0.08841761827079934
batch2,nr_run1,bird6,GABA-1-2,58,0.01892332789559543
batch2,nr_run1,bird6,GABA-2-1,17,0.005546492659053833
batch2,nr_run1,bird6,GABA-2-2,66,0.021533442088091354
batch2,nr_run1,bird6,GABA-2-3,43,0.014029363784665579
batch2,nr_run1,bird6,GABA-3,146,0.04763458401305057
batch2,nr_run1,bird6,GABA-4-1,11,0.0035889070146818925
batch2,nr_run1,bird6,GABA-4-2,13,0.004241435562805873
batch2,nr_run1,bird6,GABA-5-1,26,0.008482871125611746
batch2,nr_run1,bird6,GABA-5-2,36,0.011745513866231648
batch2,nr_run1,bird6,GABA-6,20,0.0065252854812398045
batch2,nr_run1,bird6,GABA-7,28,0.009135399673735726
batch2,nr_run1,bird6,GABA-8,27,0.008809135399673736
batch2,nr_run1,bird6,GABA-Im,17,0.005546492659053833
batch2,nr_run1,bird6,Glut-CACNA1H-1,0,0
batch2,nr_run1,bird6,Glut-CACNA1H-2,0,0
batch2,nr_run1,bird6,Glut-CACNA1H-3,0,0
batch2,nr_run1,bird6,Glut-CACNA1H-4,0,0
batch2,nr_run1,bird6,Glut-CACNA1H-RA,0,0
batch2,nr_run1,bird6,Glut-DACH2-1,88,0.02871125611745514
batch2,nr_run1,bird6,Glut-DACH2-2,2,6.525285481239804e-4
batch2,nr_run1,bird6,Glut-DACH2-3,0,0
batch2,nr_run1,bird6,Glut-DACH2-4,0,0
batch2,nr_run1,bird6,Glut-DACH2-5,483,0.15758564437194128
batch2,nr_run1,bird6,Glut-DACH2-6,314,0.10244698205546493
batch2,nr_run1,bird6,Glut-DACH2-7,418,0.13637846655791191
batch2,nr_run1,bird6,Glut-DACH2-8,234,0.07634584013050572
batch2,nr_run1,bird6,Glut-DACH2-HVCra,0,0
batch2,nr_run1,bird6,Glut-DACH2-HVCra-Pre,0,0
batch2,nr_run1,bird6,Glut-DACH2-HVCx,0,0
batch2,nr_run1,bird6,Glut-DACH2-LMANco,5,0.0016313213703099511
batch2,nr_run1,bird6,Glut-DACH2-LMANsh,24,0.007830342577487765
batch2,nr_run1,bird6,Glut-GABA,58,0.01892332789559543
batch2,nr_run1,bird6,Glut-Im,279,0.09102773246329526
batch2,nr_run1,bird6,Glut-NB,12,0.003915171288743882
batch2,nr_run1,bird6,Glut-NSC,0,0
batch2,nr_run1,bird6,Glut-SATB2-1,125,0.040783034257748776
batch2,nr_run1,bird6,Micro,5,0.0016313213703099511
batch2,nr_run1,bird6,Oligo-1,0,0
batch2,nr_run1,bird6,Oligo-2,12,0.003915171288743882
batch2,nr_run1,bird6,Oligo-3,2,6.525285481239804e-4
batch2,nr_run1,bird6,OPC,49,0.01598694942903752
