soup_batch,soup_library,celltype,mean_prop,sd_prop,cv_prop,min_prop,max_prop,fold_range,n_individuals
batch1,hvc_run1,Glut-DACH2-3,0.0019917355970768434,0.0012915580843413127,0.6484586037608902,6.41025641025641e-4,0.003214638971315529,5.0085834051402065,3
batch1,hvc_run1,Glut-DACH2-4,0.007501367738756462,0.002861219944648975,0.38142643372437746,0.0042037586547972305,0.009325985587113183,2.218197607244824,3
batch1,hvc_run1,Glut-DACH2-5,0.0018739832538052124,0.0016203263958099398,0.864642943057143,6.41025641025641e-4,0.00370919881305638,5.778895072055546,3
batch1,hvc_run1,Glut-DACH2-6,1.4130281192595732e-4,2.447436495081076e-4,1.7320508075688774,0,4.23908435777872e-4,424.908435777872,3
batch1,hvc_run1,Glut-DACH2-7,9.96003666626812e-4,0.001374454511680693,1.3799693291648103,0,0.002564102564102564,2565.1025641025644,3
batch1,hvc_run1,Glut-DACH2-8,0,0,NA,0,0,1,3
batch1,hvc_run1,Glut-DACH2-HVCra,0.36979906015514324,0.05442471131766016,0.1471737415850304,0.3107248834251802,0.4179030662710188,1.3449284033386493,3
batch1,hvc_run1,Glut-DACH2-HVCra-Pre,0.08920999047111806,0.02117999640254428,0.2374173149295577,0.06528189910979229,0.10555320050869012,1.616873667500119,3
batch1,hvc_run1,Glut-DACH2-HVCx,0.044449607431803276,0.00648495143794472,0.1458944592006632,0.04030662710187933,0.051923076923076926,1.2881948320062726,3
batch1,hvc_run1,Glut-DACH2-LMANco,0,0,NA,0,0,1,3
batch1,hvc_run1,Glut-DACH2-LMANsh,0,0,NA,0,0,1,3
batch1,hvc_run1,Glut-GABA,0.008402897794589189,0.0013493119165956485,0.16057697589330436,0.007051282051282051,0.009749894022891056,1.38265797538804,3
batch1,hvc_run1,Glut-Im,0.008989938515161066,0.0036302309068322273,0.40381042659079713,0.00641025641025641,0.01314116150911403,2.049857417664633,3
batch1,hvc_run1,Glut-NB,0.056883077357854805,0.008484740842475174,0.14916107279318183,0.04723046488625124,0.06316235693090293,1.337315221601127,3
batch1,hvc_run1,Glut-NSC,0.03090754448321214,0.010520904811388442,0.34039924514556685,0.023491592482690407,0.04294871794871795,1.8282238531300348,3
batch1,hvc_run1,Glut-SATB2-1,1.6485328058028355e-4,2.8553425775945884e-4,1.7320508075688774,0,4.945598417408506e-4,495.5598417408507,3
batch1,hvc_run1,Micro,0.002858211686104861,7.677404638502633e-4,0.2686086784903365,0.0019782393669634025,0.003391267486222976,1.713924825286532,3
batch1,hvc_run1,OPC,0.01273301377158944,0.0030030102290025695,0.23584441852274138,0.010256410256410256,0.016073194856577645,1.567081208098531,3
batch1,hvc_run1,Oligo-1,3.8858273279638266e-4,3.7217937518908926e-4,0.9577867048047944,0,7.41839762611276e-4,742.839762611276,3
