region,reduction,soup_batch,celltype_hybrid,n_cells,n_birds,bird_var_ratio
nido,dims10nn50mindist0.5,batch2,Glut-DACH2-LMANsh,1172,3,0.009669815463620335
nido,dims10nn50mindist0.5,batch2,Glut-Im,668,3,0.009294278162450653
nido,dims10nn50mindist0.5,batch2,Glut-NB,67,3,0.03511535866116078
nido,dims20nn30mindist0.3,batch1,Glut-DACH2-1,2345,3,0.00814191762046812
nido,dims20nn30mindist0.3,batch1,Glut-DACH2-2,959,3,0.003447919053617521
nido,dims20nn30mindist0.3,batch1,Glut-DACH2-3,724,3,0.0024785315937690955
nido,dims20nn30mindist0.3,batch1,Glut-DACH2-4,260,3,0.02411037748046274
nido,dims20nn30mindist0.3,batch1,Glut-DACH2-5,149,3,0.02894358257020413
nido,dims20nn30mindist0.3,batch1,Glut-DACH2-HVCra,3017,3,0.039077419926708545
nido,dims20nn30mindist0.3,batch1,Glut-DACH2-HVCra-Int,692,3,0.025263345082893518
nido,dims20nn30mindist0.3,batch1,Glut-DACH2-HVCx,342,3,0.024322375977392174
nido,dims20nn30mindist0.3,batch1,Glut-Im,432,3,0.003506609105359826
nido,dims20nn30mindist0.3,batch1,Glut-NB,556,3,0.013698684157947838
nido,dims20nn30mindist0.3,batch2,Glut-DACH2-1,216,3,0.05138249878424961
nido,dims20nn30mindist0.3,batch2,Glut-DACH2-5,1032,3,0.07330632838633833
nido,dims20nn30mindist0.3,batch2,Glut-DACH2-6,903,3,0.09898616981486863
nido,dims20nn30mindist0.3,batch2,Glut-DACH2-7,829,3,8.096151168252019e-4
nido,dims20nn30mindist0.3,batch2,Glut-DACH2-8,670,3,0.07972345034645778
nido,dims20nn30mindist0.3,batch2,Glut-DACH2-LMANco,684,3,0.02967395716537724
nido,dims20nn30mindist0.3,batch2,Glut-DACH2-LMANsh,1172,3,0.010634047842484784
nido,dims20nn30mindist0.3,batch2,Glut-Im,668,3,0.005411118148408778
nido,dims20nn30mindist0.3,batch2,Glut-NB,67,3,0.02896881817867103
nido,dims20nn30mindist0.4,batch1,Glut-DACH2-1,2345,3,0.008461003319868099
nido,dims20nn30mindist0.4,batch1,Glut-DACH2-2,959,3,0.004103186958865801
nido,dims20nn30mindist0.4,batch1,Glut-DACH2-3,724,3,0.007132923396000246
nido,dims20nn30mindist0.4,batch1,Glut-DACH2-4,260,3,0.031287976485606106
nido,dims20nn30mindist0.4,batch1,Glut-DACH2-5,149,3,0.023122699960237525
nido,dims20nn30mindist0.4,batch1,Glut-DACH2-HVCra,3017,3,0.039795418877136335
nido,dims20nn30mindist0.4,batch1,Glut-DACH2-HVCra-Int,692,3,0.026127449994389873
nido,dims20nn30mindist0.4,batch1,Glut-DACH2-HVCx,342,3,0.02383062246543166
nido,dims20nn30mindist0.4,batch1,Glut-Im,432,3,0.004374431115059196
nido,dims20nn30mindist0.4,batch1,Glut-NB,556,3,0.012290691366395046
nido,dims20nn30mindist0.4,batch2,Glut-DACH2-1,216,3,0.03882441375384171
nido,dims20nn30mindist0.4,batch2,Glut-DACH2-5,1032,3,0.07290226925851251
nido,dims20nn30mindist0.4,batch2,Glut-DACH2-6,903,3,0.1024447596422089
nido,dims20nn30mindist0.4,batch2,Glut-DACH2-7,829,3,0.00208927909153811
nido,dims20nn30mindist0.4,batch2,Glut-DACH2-8,670,3,0.08878696630168492
nido,dims20nn30mindist0.4,batch2,Glut-DACH2-LMANco,684,3,0.029162720085073812
nido,dims20nn30mindist0.4,batch2,Glut-DACH2-LMANsh,1172,3,0.011441455047985438
nido,dims20nn30mindist0.4,batch2,Glut-Im,668,3,0.004334360705672169
nido,dims20nn30mindist0.4,batch2,Glut-NB,67,3,0.026458379394637355
nido,dims20nn30mindist0.5,batch1,Glut-DACH2-1,2345,3,0.0028178612402637304
nido,dims20nn30mindist0.5,batch1,Glut-DACH2-2,959,3,0.001906806620299184
nido,dims20nn30mindist0.5,batch1,Glut-DACH2-3,724,3,0.008445627139139655
nido,dims20nn30mindist0.5,batch1,Glut-DACH2-4,260,3,0.023648036943596185
nido,dims20nn30mindist0.5,batch1,Glut-DACH2-5,149,3,0.011343199171392149
nido,dims20nn30mindist0.5,batch1,Glut-DACH2-HVCra,3017,3,0.038980989873542815
nido,dims20nn30mindist0.5,batch1,Glut-DACH2-HVCra-Int,692,3,0.01949366381514972
nido,dims20nn30mindist0.5,batch1,Glut-DACH2-HVCx,342,3,0.02474429814129797
nido,dims20nn30mindist0.5,batch1,Glut-Im,432,3,0.005128424537556797
nido,dims20nn30mindist0.5,batch1,Glut-NB,556,3,0.014043562964665468
nido,dims20nn30mindist0.5,batch2,Glut-DACH2-1,216,3,0.044286153897407865
nido,dims20nn30mindist0.5,batch2,Glut-DACH2-5,1032,3,0.07042739051036684
nido,dims20nn30mindist0.5,batch2,Glut-DACH2-6,903,3,0.10298653426049176
nido,dims20nn30mindist0.5,batch2,Glut-DACH2-7,829,3,0.0016972972395966623
nido,dims20nn30mindist0.5,batch2,Glut-DACH2-8,670,3,0.0828098747370769
nido,dims20nn30mindist0.5,batch2,Glut-DACH2-LMANco,684,3,0.0308909562753934
nido,dims20nn30mindist0.5,batch2,Glut-DACH2-LMANsh,1172,3,0.012036120965215558
nido,dims20nn30mindist0.5,batch2,Glut-Im,668,3,0.0037867763757164496
nido,dims20nn30mindist0.5,batch2,Glut-NB,67,3,0.02721239945972853
nido,dims20nn40mindist0.3,batch1,Glut-DACH2-1,2345,3,0.00949879452475888
nido,dims20nn40mindist0.3,batch1,Glut-DACH2-2,959,3,0.00350955734871905
nido,dims20nn40mindist0.3,batch1,Glut-DACH2-3,724,3,0.009707820400598366
nido,dims20nn40mindist0.3,batch1,Glut-DACH2-4,260,3,0.02088071191523211
nido,dims20nn40mindist0.3,batch1,Glut-DACH2-5,149,3,0.03362911590234263
nido,dims20nn40mindist0.3,batch1,Glut-DACH2-HVCra,3017,3,0.036656217409007374
nido,dims20nn40mindist0.3,batch1,Glut-DACH2-HVCra-Int,692,3,0.02426787571597011
nido,dims20nn40mindist0.3,batch1,Glut-DACH2-HVCx,342,3,0.024908668551156032
nido,dims20nn40mindist0.3,batch1,Glut-Im,432,3,0.004848004780224957
nido,dims20nn40mindist0.3,batch1,Glut-NB,556,3,0.01150797168100226
nido,dims20nn40mindist0.3,batch2,Glut-DACH2-1,216,3,0.04804155671029131
nido,dims20nn40mindist0.3,batch2,Glut-DACH2-5,1032,3,0.07574603966543147
nido,dims20nn40mindist0.3,batch2,Glut-DACH2-6,903,3,0.0974578995214177
nido,dims20nn40mindist0.3,batch2,Glut-DACH2-7,829,3,0.0011558566846634477
nido,dims20nn40mindist0.3,batch2,Glut-DACH2-8,670,3,0.08525113291636188
nido,dims20nn40mindist0.3,batch2,Glut-DACH2-LMANco,684,3,0.03131920038409708
nido,dims20nn40mindist0.3,batch2,Glut-DACH2-LMANsh,1172,3,0.009957196538352808
nido,dims20nn40mindist0.3,batch2,Glut-Im,668,3,0.005140048236457639
nido,dims20nn40mindist0.3,batch2,Glut-NB,67,3,0.02093996973250234
nido,dims20nn40mindist0.4,batch1,Glut-DACH2-1,2345,3,0.008823163455974892
nido,dims20nn40mindist0.4,batch1,Glut-DACH2-2,959,3,0.003979587072890145
nido,dims20nn40mindist0.4,batch1,Glut-DACH2-3,724,3,0.0050685629652864606
nido,dims20nn40mindist0.4,batch1,Glut-DACH2-4,260,3,0.0290530690929367
nido,dims20nn40mindist0.4,batch1,Glut-DACH2-5,149,3,0.027919044411996774
nido,dims20nn40mindist0.4,batch1,Glut-DACH2-HVCra,3017,3,0.0377735670914463
nido,dims20nn40mindist0.4,batch1,Glut-DACH2-HVCra-Int,692,3,0.02570744739318409
nido,dims20nn40mindist0.4,batch1,Glut-DACH2-HVCx,342,3,0.025591482020423606
nido,dims20nn40mindist0.4,batch1,Glut-Im,432,3,0.004328626011992243
nido,dims20nn40mindist0.4,batch1,Glut-NB,556,3,0.01395282595541758
nido,dims20nn40mindist0.4,batch2,Glut-DACH2-1,216,3,0.04654598715426295
nido,dims20nn40mindist0.4,batch2,Glut-DACH2-5,1032,3,0.07436414164415361
nido,dims20nn40mindist0.4,batch2,Glut-DACH2-6,903,3,0.09675132029691813
nido,dims20nn40mindist0.4,batch2,Glut-DACH2-7,829,3,8.231369009343847e-4
nido,dims20nn40mindist0.4,batch2,Glut-DACH2-8,670,3,0.09411260422421996
nido,dims20nn40mindist0.4,batch2,Glut-DACH2-LMANco,684,3,0.027860073625271875
nido,dims20nn40mindist0.4,batch2,Glut-DACH2-LMANsh,1172,3,0.010355015251681698
nido,dims20nn40mindist0.4,batch2,Glut-Im,668,3,0.005606530746140592
nido,dims20nn40mindist0.4,batch2,Glut-NB,67,3,0.03079480748860597
nido,dims20nn40mindist0.5,batch1,Glut-DACH2-1,2345,3,0.008317027295314916
nido,dims20nn40mindist0.5,batch1,Glut-DACH2-2,959,3,0.0033487809043400985
nido,dims20nn40mindist0.5,batch1,Glut-DACH2-3,724,3,0.00694835699896712
nido,dims20nn40mindist0.5,batch1,Glut-DACH2-4,260,3,0.030959911546265872
nido,dims20nn40mindist0.5,batch1,Glut-DACH2-5,149,3,0.011274505892622688
nido,dims20nn40mindist0.5,batch1,Glut-DACH2-HVCra,3017,3,0.037148692756147295
nido,dims20nn40mindist0.5,batch1,Glut-DACH2-HVCra-Int,692,3,0.027713576049116062
nido,dims20nn40mindist0.5,batch1,Glut-DACH2-HVCx,342,3,0.02654658006864774
nido,dims20nn40mindist0.5,batch1,Glut-Im,432,3,0.0043841851573460655
nido,dims20nn40mindist0.5,batch1,Glut-NB,556,3,0.014436034442097734
nido,dims20nn40mindist0.5,batch2,Glut-DACH2-1,216,3,0.04574912532062336
nido,dims20nn40mindist0.5,batch2,Glut-DACH2-5,1032,3,0.06813438720947784
nido,dims20nn40mindist0.5,batch2,Glut-DACH2-6,903,3,0.10781869779403919
nido,dims20nn40mindist0.5,batch2,Glut-DACH2-7,829,3,9.195467978965199e-4
nido,dims20nn40mindist0.5,batch2,Glut-DACH2-8,670,3,0.08481826277711524
nido,dims20nn40mindist0.5,batch2,Glut-DACH2-LMANco,684,3,0.030955330916982438
nido,dims20nn40mindist0.5,batch2,Glut-DACH2-LMANsh,1172,3,0.010574225710693774
nido,dims20nn40mindist0.5,batch2,Glut-Im,668,3,0.0042953609483201705
nido,dims20nn40mindist0.5,batch2,Glut-NB,67,3,0.03324652631082081
nido,dims20nn50mindist0.3,batch1,Glut-DACH2-1,2345,3,0.0082192281350979
nido,dims20nn50mindist0.3,batch1,Glut-DACH2-2,959,3,0.003124212286789607
nido,dims20nn50mindist0.3,batch1,Glut-DACH2-3,724,3,0.013931372594383484
nido,dims20nn50mindist0.3,batch1,Glut-DACH2-4,260,3,0.02719973900254491
nido,dims20nn50mindist0.3,batch1,Glut-DACH2-5,149,3,0.019382986777765288
nido,dims20nn50mindist0.3,batch1,Glut-DACH2-HVCra,3017,3,0.03657071526158151
nido,dims20nn50mindist0.3,batch1,Glut-DACH2-HVCra-Int,692,3,0.023234125716461773
nido,dims20nn50mindist0.3,batch1,Glut-DACH2-HVCx,342,3,0.027430412169255902
nido,dims20nn50mindist0.3,batch1,Glut-Im,432,3,0.003735913773747712
nido,dims20nn50mindist0.3,batch1,Glut-NB,556,3,0.013839107258484917
nido,dims20nn50mindist0.3,batch2,Glut-DACH2-1,216,3,0.04210194654770205
nido,dims20nn50mindist0.3,batch2,Glut-DACH2-5,1032,3,0.07218305981020456
nido,dims20nn50mindist0.3,batch2,Glut-DACH2-6,903,3,0.09548910103030128
nido,dims20nn50mindist0.3,batch2,Glut-DACH2-7,829,3,0.0010348261459569574
nido,dims20nn50mindist0.3,batch2,Glut-DACH2-8,670,3,0.07698973446081514
nido,dims20nn50mindist0.3,batch2,Glut-DACH2-LMANco,684,3,0.029253506741661606
nido,dims20nn50mindist0.3,batch2,Glut-DACH2-LMANsh,1172,3,0.009771339003313062
nido,dims20nn50mindist0.3,batch2,Glut-Im,668,3,0.005231216253852589
nido,dims20nn50mindist0.3,batch2,Glut-NB,67,3,0.03215457755198081
nido,dims20nn50mindist0.4,batch1,Glut-DACH2-1,2345,3,0.008953219929700995
nido,dims20nn50mindist0.4,batch1,Glut-DACH2-2,959,3,0.0027674237295878257
nido,dims20nn50mindist0.4,batch1,Glut-DACH2-3,724,3,0.008436255275591997
nido,dims20nn50mindist0.4,batch1,Glut-DACH2-4,260,3,0.03263814118733621
nido,dims20nn50mindist0.4,batch1,Glut-DACH2-5,149,3,0.004139389720348996
nido,dims20nn50mindist0.4,batch1,Glut-DACH2-HVCra,3017,3,0.03728380711111878
nido,dims20nn50mindist0.4,batch1,Glut-DACH2-HVCra-Int,692,3,0.02529581514804269
nido,dims20nn50mindist0.4,batch1,Glut-DACH2-HVCx,342,3,0.02749489593590948
nido,dims20nn50mindist0.4,batch1,Glut-Im,432,3,0.003710832584896684
nido,dims20nn50mindist0.4,batch1,Glut-NB,556,3,0.014673759493700311
nido,dims20nn50mindist0.4,batch2,Glut-DACH2-1,216,3,0.05000848455256468
nido,dims20nn50mindist0.4,batch2,Glut-DACH2-5,1032,3,0.07124159302234057
nido,dims20nn50mindist0.4,batch2,Glut-DACH2-6,903,3,0.10061543512494509
nido,dims20nn50mindist0.4,batch2,Glut-DACH2-7,829,3,8.936017912626326e-4
nido,dims20nn50mindist0.4,batch2,Glut-DACH2-8,670,3,0.08042906076562184
nido,dims20nn50mindist0.4,batch2,Glut-DACH2-LMANco,684,3,0.027903184355279387
nido,dims20nn50mindist0.4,batch2,Glut-DACH2-LMANsh,1172,3,0.010288066293002274
nido,dims20nn50mindist0.4,batch2,Glut-Im,668,3,0.004806429585235916
nido,dims20nn50mindist0.4,batch2,Glut-NB,67,3,0.037608978565442874
nido,dims20nn50mindist0.5,batch1,Glut-DACH2-1,2345,3,0.008953635790943548
nido,dims20nn50mindist0.5,batch1,Glut-DACH2-2,959,3,0.003934156782241849
nido,dims20nn50mindist0.5,batch1,Glut-DACH2-3,724,3,0.008580464391226728
nido,dims20nn50mindist0.5,batch1,Glut-DACH2-4,260,3,0.03432940212816893
nido,dims20nn50mindist0.5,batch1,Glut-DACH2-5,149,3,0.01729117103913036
nido,dims20nn50mindist0.5,batch1,Glut-DACH2-HVCra,3017,3,0.03836224952532308
nido,dims20nn50mindist0.5,batch1,Glut-DACH2-HVCra-Int,692,3,0.0255958630140537
nido,dims20nn50mindist0.5,batch1,Glut-DACH2-HVCx,342,3,0.027233557779635653
nido,dims20nn50mindist0.5,batch1,Glut-Im,432,3,0.004109502417376509
nido,dims20nn50mindist0.5,batch1,Glut-NB,556,3,0.014533325812952302
nido,dims20nn50mindist0.5,batch2,Glut-DACH2-1,216,3,0.04750663249745102
nido,dims20nn50mindist0.5,batch2,Glut-DACH2-5,1032,3,0.07445274105901178
nido,dims20nn50mindist0.5,batch2,Glut-DACH2-6,903,3,0.10086387912379746
nido,dims20nn50mindist0.5,batch2,Glut-DACH2-7,829,3,0.0012007708758708935
nido,dims20nn50mindist0.5,batch2,Glut-DACH2-8,670,3,0.08847983571600238
nido,dims20nn50mindist0.5,batch2,Glut-DACH2-LMANco,684,3,0.017680467270329014
nido,dims20nn50mindist0.5,batch2,Glut-DACH2-LMANsh,1172,3,0.01022278291359413
nido,dims20nn50mindist0.5,batch2,Glut-Im,668,3,0.0052931369659211525
nido,dims20nn50mindist0.5,batch2,Glut-NB,67,3,0.039480414468992975
nido,dims30nn30mindist0.3,batch1,Glut-DACH2-1,2345,3,0.011659069156161661
nido,dims30nn30mindist0.3,batch1,Glut-DACH2-2,959,3,0.005863294525488505
nido,dims30nn30mindist0.3,batch1,Glut-DACH2-3,724,3,0.01339744077983207
nido,dims30nn30mindist0.3,batch1,Glut-DACH2-4,260,3,0.019895637038481073
nido,dims30nn30mindist0.3,batch1,Glut-DACH2-5,149,3,0.021042456826889544
nido,dims30nn30mindist0.3,batch1,Glut-DACH2-HVCra,3017,3,0.12820084117454178
nido,dims30nn30mindist0.3,batch1,Glut-DACH2-HVCra-Int,692,3,0.024182725011878015
nido,dims30nn30mindist0.3,batch1,Glut-DACH2-HVCx,342,3,0.02067520990281657
nido,dims30nn30mindist0.3,batch1,Glut-Im,432,3,0.005510221059474518
nido,dims30nn30mindist0.3,batch1,Glut-NB,556,3,0.014605565538361676
nido,dims30nn30mindist0.3,batch2,Glut-DACH2-1,216,3,0.024242239652910058
nido,dims30nn30mindist0.3,batch2,Glut-DACH2-5,1032,3,0.08069189966212231
nido,dims30nn30mindist0.3,batch2,Glut-DACH2-6,903,3,0.10819194242523344
nido,dims30nn30mindist0.3,batch2,Glut-DACH2-7,829,3,4.8164856190768823e-4
nido,dims30nn30mindist0.3,batch2,Glut-DACH2-8,670,3,0.07467856268436313
nido,dims30nn30mindist0.3,batch2,Glut-DACH2-LMANco,684,3,0.036139992889681505
nido,dims30nn30mindist0.3,batch2,Glut-DACH2-LMANsh,1172,3,0.012128456079606331
nido,dims30nn30mindist0.3,batch2,Glut-Im,668,3,0.013007724585409441
nido,dims30nn30mindist0.3,batch2,Glut-NB,67,3,0.028840664709326003
nido,dims30nn30mindist0.4,batch1,Glut-DACH2-1,2345,3,0.011035958173974625
nido,dims30nn30mindist0.4,batch1,Glut-DACH2-2,959,3,0.006910499235759482
nido,dims30nn30mindist0.4,batch1,Glut-DACH2-3,724,3,0.007804765001207636
nido,dims30nn30mindist0.4,batch1,Glut-DACH2-4,260,3,0.02237227731827529
nido,dims30nn30mindist0.4,batch1,Glut-DACH2-5,149,3,0.026150508182735233
nido,dims30nn30mindist0.4,batch1,Glut-DACH2-HVCra,3017,3,0.12918017605233578
nido,dims30nn30mindist0.4,batch1,Glut-DACH2-HVCra-Int,692,3,0.02556822543122983
nido,dims30nn30mindist0.4,batch1,Glut-DACH2-HVCx,342,3,0.02780584004859532
nido,dims30nn30mindist0.4,batch1,Glut-Im,432,3,0.0056456275754035445
nido,dims30nn30mindist0.4,batch1,Glut-NB,556,3,0.016254798577721274
nido,dims30nn30mindist0.4,batch2,Glut-DACH2-1,216,3,0.0216442817638689
nido,dims30nn30mindist0.4,batch2,Glut-DACH2-5,1032,3,0.08012926140262155
nido,dims30nn30mindist0.4,batch2,Glut-DACH2-6,903,3,0.11106021567210322
nido,dims30nn30mindist0.4,batch2,Glut-DACH2-7,829,3,4.7008638678824877e-4
nido,dims30nn30mindist0.4,batch2,Glut-DACH2-8,670,3,0.0781312458710346
nido,dims30nn30mindist0.4,batch2,Glut-DACH2-LMANco,684,3,0.03213713912889826
nido,dims30nn30mindist0.4,batch2,Glut-DACH2-LMANsh,1172,3,0.016141928556822727
nido,dims30nn30mindist0.4,batch2,Glut-Im,668,3,0.00941630860851006
nido,dims30nn30mindist0.4,batch2,Glut-NB,67,3,0.02884200888988442
nido,dims30nn30mindist0.5,batch1,Glut-DACH2-1,2345,3,0.011703880550238521
nido,dims30nn30mindist0.5,batch1,Glut-DACH2-2,959,3,0.007750388954600895
nido,dims30nn30mindist0.5,batch1,Glut-DACH2-3,724,3,0.008718748397467668
nido,dims30nn30mindist0.5,batch1,Glut-DACH2-4,260,3,0.02974618956893682
nido,dims30nn30mindist0.5,batch1,Glut-DACH2-5,149,3,0.02382977362731198
nido,dims30nn30mindist0.5,batch1,Glut-DACH2-HVCra,3017,3,0.1310835395556761
nido,dims30nn30mindist0.5,batch1,Glut-DACH2-HVCra-Int,692,3,0.027196220274851135
nido,dims30nn30mindist0.5,batch1,Glut-DACH2-HVCx,342,3,0.03132056886363699
nido,dims30nn30mindist0.5,batch1,Glut-Im,432,3,0.005557157894573672
nido,dims30nn30mindist0.5,batch1,Glut-NB,556,3,0.016666009605345478
nido,dims30nn30mindist0.5,batch2,Glut-DACH2-1,216,3,0.028481850161569233
nido,dims30nn30mindist0.5,batch2,Glut-DACH2-5,1032,3,0.08121001173664544
nido,dims30nn30mindist0.5,batch2,Glut-DACH2-6,903,3,0.11316569957001221
nido,dims30nn30mindist0.5,batch2,Glut-DACH2-7,829,3,5.235188812658942e-4
nido,dims30nn30mindist0.5,batch2,Glut-DACH2-8,670,3,0.0787527641734288
nido,dims30nn30mindist0.5,batch2,Glut-DACH2-LMANco,684,3,0.030641394927889753
nido,dims30nn30mindist0.5,batch2,Glut-DACH2-LMANsh,1172,3,0.01628460043008828
nido,dims30nn30mindist0.5,batch2,Glut-Im,668,3,0.009836446305706126
nido,dims30nn30mindist0.5,batch2,Glut-NB,67,3,0.03356193306858746
nido,dims30nn40mindist0.3,batch1,Glut-DACH2-1,2345,3,0.011614706625225568
nido,dims30nn40mindist0.3,batch1,Glut-DACH2-2,959,3,0.005921408747342927
nido,dims30nn40mindist0.3,batch1,Glut-DACH2-3,724,3,0.007101212208154073
nido,dims30nn40mindist0.3,batch1,Glut-DACH2-4,260,3,0.02041897778360402
nido,dims30nn40mindist0.3,batch1,Glut-DACH2-5,149,3,0.02004288443886204
nido,dims30nn40mindist0.3,batch1,Glut-DACH2-HVCra,3017,3,0.11201722607546594
nido,dims30nn40mindist0.3,batch1,Glut-DACH2-HVCra-Int,692,3,0.017754895780620172
nido,dims30nn40mindist0.3,batch1,Glut-DACH2-HVCx,342,3,0.02037496384013715
nido,dims30nn40mindist0.3,batch1,Glut-Im,432,3,0.004578598223837771
nido,dims30nn40mindist0.3,batch1,Glut-NB,556,3,0.01653999698447406
nido,dims30nn40mindist0.3,batch2,Glut-DACH2-1,216,3,0.031677693345182556
nido,dims30nn40mindist0.3,batch2,Glut-DACH2-5,1032,3,0.0750170061016795
nido,dims30nn40mindist0.3,batch2,Glut-DACH2-6,903,3,0.10106795220824005
nido,dims30nn40mindist0.3,batch2,Glut-DACH2-7,829,3,3.006265185232504e-4
nido,dims30nn40mindist0.3,batch2,Glut-DACH2-8,670,3,0.07271138121855836
nido,dims30nn40mindist0.3,batch2,Glut-DACH2-LMANco,684,3,0.03491160667311266
nido,dims30nn40mindist0.3,batch2,Glut-DACH2-LMANsh,1172,3,0.013171968331365469
nido,dims30nn40mindist0.3,batch2,Glut-Im,668,3,0.007760403722201992
nido,dims30nn40mindist0.3,batch2,Glut-NB,67,3,0.022648743448372533
nido,dims30nn40mindist0.4,batch1,Glut-DACH2-1,2345,3,0.0050933860914164075
nido,dims30nn40mindist0.4,batch1,Glut-DACH2-2,959,3,0.009373548827302458
nido,dims30nn40mindist0.4,batch1,Glut-DACH2-3,724,3,0.010407731924354846
nido,dims30nn40mindist0.4,batch1,Glut-DACH2-4,260,3,0.018747013587684158
nido,dims30nn40mindist0.4,batch1,Glut-DACH2-5,149,3,0.02023283055551528
nido,dims30nn40mindist0.4,batch1,Glut-DACH2-HVCra,3017,3,0.11363460652970847
nido,dims30nn40mindist0.4,batch1,Glut-DACH2-HVCra-Int,692,3,0.01850963333479283
nido,dims30nn40mindist0.4,batch1,Glut-DACH2-HVCx,342,3,0.02264416266609337
nido,dims30nn40mindist0.4,batch1,Glut-Im,432,3,0.006606591505516346
nido,dims30nn40mindist0.4,batch1,Glut-NB,556,3,0.015301481970212083
nido,dims30nn40mindist0.4,batch2,Glut-DACH2-1,216,3,0.048668776128014124
nido,dims30nn40mindist0.4,batch2,Glut-DACH2-5,1032,3,0.07289779216580927
nido,dims30nn40mindist0.4,batch2,Glut-DACH2-6,903,3,0.10290495239151676
nido,dims30nn40mindist0.4,batch2,Glut-DACH2-7,829,3,1.1799578911242392e-4
nido,dims30nn40mindist0.4,batch2,Glut-DACH2-8,670,3,0.0757258031122311
nido,dims30nn40mindist0.4,batch2,Glut-DACH2-LMANco,684,3,0.035025154473538156
nido,dims30nn40mindist0.4,batch2,Glut-DACH2-LMANsh,1172,3,0.013420871846056004
nido,dims30nn40mindist0.4,batch2,Glut-Im,668,3,0.008143582781481307
nido,dims30nn40mindist0.4,batch2,Glut-NB,67,3,0.024245155949949804
nido,dims30nn40mindist0.5,batch1,Glut-DACH2-1,2345,3,0.009989959569406737
nido,dims30nn40mindist0.5,batch1,Glut-DACH2-2,959,3,0.005988521847596129
nido,dims30nn40mindist0.5,batch1,Glut-DACH2-3,724,3,0.008651626451153582
nido,dims30nn40mindist0.5,batch1,Glut-DACH2-4,260,3,0.025864974695826937
nido,dims30nn40mindist0.5,batch1,Glut-DACH2-5,149,3,0.00633675103527942
nido,dims30nn40mindist0.5,batch1,Glut-DACH2-HVCra,3017,3,0.10851786270567265
nido,dims30nn40mindist0.5,batch1,Glut-DACH2-HVCra-Int,692,3,0.020498480396190955
nido,dims30nn40mindist0.5,batch1,Glut-DACH2-HVCx,342,3,0.024421348204995086
nido,dims30nn40mindist0.5,batch1,Glut-Im,432,3,0.0039969844398694
nido,dims30nn40mindist0.5,batch1,Glut-NB,556,3,0.017448869658034605
nido,dims30nn40mindist0.5,batch2,Glut-DACH2-1,216,3,0.04361558260580767
nido,dims30nn40mindist0.5,batch2,Glut-DACH2-5,1032,3,0.07193539087886913
nido,dims30nn40mindist0.5,batch2,Glut-DACH2-6,903,3,0.10815926208148097
nido,dims30nn40mindist0.5,batch2,Glut-DACH2-7,829,3,2.522337680447295e-4
nido,dims30nn40mindist0.5,batch2,Glut-DACH2-8,670,3,0.07848276248119745
nido,dims30nn40mindist0.5,batch2,Glut-DACH2-LMANco,684,3,0.03257846975014744
nido,dims30nn40mindist0.5,batch2,Glut-DACH2-LMANsh,1172,3,0.012959043571518336
nido,dims30nn40mindist0.5,batch2,Glut-Im,668,3,0.0059474659937456265
nido,dims30nn40mindist0.5,batch2,Glut-NB,67,3,0.024612613016103624
nido,dims30nn50mindist0.3,batch1,Glut-DACH2-1,2345,3,0.004551617694199761
nido,dims30nn50mindist0.3,batch1,Glut-DACH2-2,959,3,0.006468473571055178
nido,dims30nn50mindist0.3,batch1,Glut-DACH2-3,724,3,0.009724522613740905
nido,dims30nn50mindist0.3,batch1,Glut-DACH2-4,260,3,0.013936799797933386
nido,dims30nn50mindist0.3,batch1,Glut-DACH2-5,149,3,0.01181368775228464
nido,dims30nn50mindist0.3,batch1,Glut-DACH2-HVCra,3017,3,0.11396952507406066
nido,dims30nn50mindist0.3,batch1,Glut-DACH2-HVCra-Int,692,3,0.018044090977498595
nido,dims30nn50mindist0.3,batch1,Glut-DACH2-HVCx,342,3,0.023964315755096943
nido,dims30nn50mindist0.3,batch1,Glut-Im,432,3,0.005821675222906553
nido,dims30nn50mindist0.3,batch1,Glut-NB,556,3,0.016766737405954246
nido,dims30nn50mindist0.3,batch2,Glut-DACH2-1,216,3,0.03473974483253184
nido,dims30nn50mindist0.3,batch2,Glut-DACH2-5,1032,3,0.07379680060650262
nido,dims30nn50mindist0.3,batch2,Glut-DACH2-6,903,3,0.09996534105596921
nido,dims30nn50mindist0.3,batch2,Glut-DACH2-7,829,3,8.8968011790036e-5
nido,dims30nn50mindist0.3,batch2,Glut-DACH2-8,670,3,0.068347644553025
nido,dims30nn50mindist0.3,batch2,Glut-DACH2-LMANco,684,3,0.03886959283543234
nido,dims30nn50mindist0.3,batch2,Glut-DACH2-LMANsh,1172,3,0.0105956583579645
nido,dims30nn50mindist0.3,batch2,Glut-Im,668,3,0.005944512286587211
nido,dims30nn50mindist0.3,batch2,Glut-NB,67,3,0.01862637291253144
nido,dims30nn50mindist0.4,batch1,Glut-DACH2-1,2345,3,0.0053486083592798606
nido,dims30nn50mindist0.4,batch1,Glut-DACH2-2,959,3,0.006793161083971877
nido,dims30nn50mindist0.4,batch1,Glut-DACH2-3,724,3,0.01318851663015741
nido,dims30nn50mindist0.4,batch1,Glut-DACH2-4,260,3,0.01816024744219935
nido,dims30nn50mindist0.4,batch1,Glut-DACH2-5,149,3,0.005473329005027172
nido,dims30nn50mindist0.4,batch1,Glut-DACH2-HVCra,3017,3,0.12064633688528215
