file,roi_type,section_id,x,y
orpu_HVC_1.7_cells_stats.csv,HVC,OR69PU4_1_7,4312.080078125,1649.4217529296875
orpu_HVC_1.7_cells_stats.csv,HVC,OR69PU4_1_7,4356.85595703125,1690.3519287109375
orpu_HVC_1.7_cells_stats.csv,HVC,OR69PU4_1_7,4412.98828125,1736.8023681640625
orpu_HVC_1.7_cells_stats.csv,HVC,OR69PU4_1_7,4430.650390625,1743.00244140625
orpu_HVC_1.7_cells_stats.csv,HVC,OR69PU4_1_7,4472.44775390625,1756.05029296875
orpu_HVC_1.7_cells_stats.csv,HVC,OR69PU4_1_7,4498.48583984375,1756.4630126953125
orpu_HVC_1.7_cells_stats.csv,HVC,OR69PU4_1_7,4540.1787109375,1748.37451171875
orpu_HVC_1.7_cells_stats.csv,HVC,OR69PU4_1_7,4573.7119140625,1713.216796875
orpu_HVC_1.7_cells_stats.csv,HVC,OR69PU4_1_7,4585.51318359375,1642.6947021484375
orpu_HVC_1.7_cells_stats.csv,HVC,OR69PU4_1_7,4585.63525390625,1622.865234375
orpu_HVC_1.7_cells_stats.csv,HVC,OR69PU4_1_7,4579.87548828125,1536.9207763671875
orpu_HVC_1.7_cells_stats.csv,HVC,OR69PU4_1_7,4572.9462890625,1519.9783935546875
orpu_HVC_1.7_cells_stats.csv,HVC,OR69PU4_1_7,4522.85498046875,1423.5157470703125
orpu_HVC_1.7_cells_stats.csv,HVC,OR69PU4_1_7,4518.98193359375,1417.5118408203125
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4492.20654296875,7260.13818359375
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4494.43359375,7250.8212890625
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4502.4755859375,7211.5859375
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4506.404296875,7145.052734375
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4509.7373046875,7084.80322265625
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4505.99267578125,7033.4814453125
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4482.94677734375,7005.7666015625
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4476.1162109375,6998.9716796875
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4442.84375,6966.36279296875
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4414.78271484375,6972.734375
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4381.38623046875,6981.12744140625
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4360.46923828125,6989.33251953125
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4348.12890625,6994.7373046875
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4313.2431640625,7043.451171875
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4233.50390625,7170.46240234375
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4229.33349609375,7179.2705078125
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4221.8408203125,7196.779296875
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4212.21142578125,7223.01953125
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4171.34326171875,7371.86279296875
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4146.88134765625,7484.25537109375
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4145.69189453125,7492.94677734375
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4145.515625,7527.92578125
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4148.42822265625,7570.48291015625
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4159.84765625,7600.9443359375
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4167.3798828125,7609.3779296875
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4175.4765625,7615.08447265625
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4294.69970703125,7575.53369140625
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4324.97021484375,7551.64013671875
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4339.888671875,7538.1025390625
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4398.7431640625,7469.646484375
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4430.7470703125,7414.3369140625
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4479.29736328125,7302.64404296875
orpu_HVC_2.7_cells_stats.csv,HVC,OR69PU4_2_7,4486.49951171875,7280.06689453125
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3823.791015625,6947.22607421875
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3826.725830078125,6890.912109375
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3821.446044921875,6849.05908203125
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3797.7216796875,6778.1416015625
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3779.035888671875,6745.7880859375
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3729.7216796875,6674.61328125
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3700.7607421875,6655.36865234375
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3652.350830078125,6634.05322265625
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3563.444580078125,6632.763671875
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3489.6357421875,6676.24072265625
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3476.184814453125,6689.208984375
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3410.105224609375,6758.72265625
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3404.4345703125,6764.71826171875
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3390.048095703125,6786.3203125
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3382.780517578125,6810.8955078125
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3356.856689453125,6904.14111328125
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3337.43701171875,6992.27197265625
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3329.060302734375,7089.0400390625
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3328.798095703125,7095.27490234375
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3355.09814453125,7235.07568359375
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3358.1240234375,7242.52294921875
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3396.151123046875,7298.673828125
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3406.495361328125,7300.31884765625
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3430.28564453125,7302.75927734375
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3492.712890625,7307.81201171875
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3540.41162109375,7290.9931640625
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3614.823974609375,7245.5263671875
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3664.916748046875,7201.58056640625
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3733.63427734375,7128.66796875
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3763.911376953125,7082.06884765625
oryw_HVC_1.7_cells_stats.csv,HVC,OR52YW26_1_7,3804.308349609375,7010.39697265625
oryw_HVC_2.2_cells_stats.csv,HVC,OR52YW26_2_2,4101.0908203125,658.46575927734375
oryw_HVC_2.2_cells_stats.csv,HVC,OR52YW26_2_2,4085.8330078125,634.98779296875
oryw_HVC_2.2_cells_stats.csv,HVC,OR52YW26_2_2,4061.292236328125,610.65618896484375
oryw_HVC_2.2_cells_stats.csv,HVC,OR52YW26_2_2,3854.740478515625,447.621826171875
oryw_HVC_2.2_cells_stats.csv,HVC,OR52YW26_2_2,3828.178466796875,430.0088195800781
oryw_HVC_2.2_cells_stats.csv,HVC,OR52YW26_2_2,3734.67724609375,412.0513916015625
oryw_HVC_2.2_cells_stats.csv,HVC,OR52YW26_2_2,3625.271240234375,401.76611328125
