region,clade,n_tips,au_published,threshold_label,au_at_threshold,recovered
NIDO,Glut-HVC-1|Glut-HVC-2|Glut-LMAN-1|Glut-LMAN-2|Glut-NC-1|Glut-NC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-1|Glut-Nido-2|Glut-Nido-3|Glut-NR-1|Glut-NR-2|Glut-NR-3|Glut-NR-4|Glut-NR-5,16,1,0.5,1,TRUE
NIDO,Glut-HVC-1|Glut-HVC-2|Glut-LMAN-1|Glut-LMAN-2|Glut-NC-1|Glut-NC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-1|Glut-Nido-2|Glut-Nido-3|Glut-NR-1|Glut-NR-2|Glut-NR-3|Glut-NR-4|Glut-NR-5,16,1,0.25,1,TRUE
NIDO,Glut-HVC-1|Glut-HVC-2|Glut-LMAN-1|Glut-LMAN-2|Glut-NC-1|Glut-NC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-1|Glut-Nido-2|Glut-Nido-3|Glut-NR-1|Glut-NR-2|Glut-NR-3|Glut-NR-4|Glut-NR-5,16,1,0.1,1,TRUE
NIDO,Glut-HVC-1|Glut-HVC-2|Glut-LMAN-1|Glut-LMAN-2|Glut-NC-1|Glut-NC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-1|Glut-Nido-2|Glut-Nido-3|Glut-NR-1|Glut-NR-2|Glut-NR-3|Glut-NR-4|Glut-NR-5,16,1,0.05,1,TRUE
NIDO,Glut-HVC-1|Glut-HVC-2|Glut-LMAN-1|Glut-LMAN-2|Glut-NC-1|Glut-NC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-1|Glut-Nido-2|Glut-Nido-3|Glut-NR-1|Glut-NR-2|Glut-NR-3|Glut-NR-4|Glut-NR-5,16,1,0.01,1,TRUE
NIDO,Glut-HVC-1|Glut-HVC-2|Glut-LMAN-1|Glut-LMAN-2|Glut-NC-1|Glut-NC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-1|Glut-Nido-2|Glut-Nido-3|Glut-NR-1|Glut-NR-2|Glut-NR-3|Glut-NR-4|Glut-NR-5,16,1,0.001,1,TRUE
NIDO,Glut-HVC-1|Glut-LMAN-1|Glut-NC-1|Glut-NC-2|Glut-Nido-1|Glut-Nido-3|Glut-NR-1|Glut-NR-3,8,0.7614718769427863,none,NA,FALSE
NIDO,Glut-HVC-2|Glut-LMAN-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-2|Glut-NR-4|Glut-NR-5,8,0.7614718769427863,none,NA,FALSE
NIDO,Glut-HVC-1|Glut-LMAN-1|Glut-NC-1|Glut-NC-2|Glut-Nido-1|Glut-Nido-3|Glut-NR-1|Glut-NR-3,8,0.7614718769427863,0.5,NA,FALSE
NIDO,Glut-HVC-2|Glut-LMAN-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-2|Glut-NR-4|Glut-NR-5,8,0.7614718769427863,0.5,NA,FALSE
NIDO,Glut-HVC-1|Glut-LMAN-1|Glut-NC-1|Glut-NC-2|Glut-Nido-1|Glut-Nido-3|Glut-NR-1|Glut-NR-3,8,0.7614718769427863,0.25,0.6995663442570057,TRUE
NIDO,Glut-HVC-2|Glut-LMAN-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-2|Glut-NR-4|Glut-NR-5,8,0.7614718769427863,0.25,0.6986701384638204,TRUE
NIDO,Glut-HVC-1|Glut-LMAN-1|Glut-NC-1|Glut-NC-2|Glut-Nido-1|Glut-Nido-3|Glut-NR-1|Glut-NR-3,8,0.7614718769427863,0.1,0.7614718769427863,TRUE
NIDO,Glut-HVC-2|Glut-LMAN-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-2|Glut-NR-4|Glut-NR-5,8,0.7614718769427863,0.1,0.7614718769427863,TRUE
NIDO,Glut-HVC-1|Glut-LMAN-1|Glut-NC-1|Glut-NC-2|Glut-Nido-1|Glut-Nido-3|Glut-NR-1|Glut-NR-3,8,0.7614718769427863,0.05,NA,FALSE
NIDO,Glut-HVC-2|Glut-LMAN-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-2|Glut-NR-4|Glut-NR-5,8,0.7614718769427863,0.05,NA,FALSE
NIDO,Glut-HVC-1|Glut-LMAN-1|Glut-NC-1|Glut-NC-2|Glut-Nido-1|Glut-Nido-3|Glut-NR-1|Glut-NR-3,8,0.7614718769427863,0.01,NA,FALSE
NIDO,Glut-HVC-2|Glut-LMAN-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-2|Glut-NR-4|Glut-NR-5,8,0.7614718769427863,0.01,NA,FALSE
NIDO,Glut-HVC-1|Glut-LMAN-1|Glut-NC-1|Glut-NC-2|Glut-Nido-1|Glut-Nido-3|Glut-NR-1|Glut-NR-3,8,0.7614718769427863,0.001,NA,FALSE
NIDO,Glut-HVC-2|Glut-LMAN-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-2|Glut-NR-4|Glut-NR-5,8,0.7614718769427863,0.001,NA,FALSE
NIDO,Glut-HVC-1|Glut-LMAN-1|Glut-NC-1|Glut-NR-1|Glut-NR-3,5,0.8210097252209263,none,NA,FALSE
NIDO,Glut-HVC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-5,5,0.7439392846899304,none,NA,FALSE
NIDO,Glut-HVC-1|Glut-LMAN-1|Glut-NC-1|Glut-NR-1|Glut-NR-3,5,0.8210097252209263,0.5,NA,FALSE
NIDO,Glut-HVC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-5,5,0.7439392846899304,0.5,NA,FALSE
NIDO,Glut-HVC-1|Glut-LMAN-1|Glut-NC-1|Glut-NR-1|Glut-NR-3,5,0.8210097252209263,0.25,0.8143673817784747,TRUE
NIDO,Glut-HVC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-5,5,0.7439392846899304,0.25,0.7431797177344414,TRUE
NIDO,Glut-HVC-1|Glut-LMAN-1|Glut-NC-1|Glut-NR-1|Glut-NR-3,5,0.8210097252209263,0.1,0.8210097252209263,TRUE
NIDO,Glut-HVC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-5,5,0.7439392846899304,0.1,0.7439392846899304,TRUE
NIDO,Glut-HVC-1|Glut-LMAN-1|Glut-NC-1|Glut-NR-1|Glut-NR-3,5,0.8210097252209263,0.05,NA,FALSE
NIDO,Glut-HVC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-5,5,0.7439392846899304,0.05,NA,FALSE
NIDO,Glut-HVC-1|Glut-LMAN-1|Glut-NC-1|Glut-NR-1|Glut-NR-3,5,0.8210097252209263,0.01,NA,FALSE
NIDO,Glut-HVC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-5,5,0.7439392846899304,0.01,NA,FALSE
NIDO,Glut-HVC-1|Glut-LMAN-1|Glut-NC-1|Glut-NR-1|Glut-NR-3,5,0.8210097252209263,0.001,NA,FALSE
NIDO,Glut-HVC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-5,5,0.7439392846899304,0.001,NA,FALSE
NIDO,Glut-HVC-2|Glut-NC-3|Glut-NC-4,3,0.690838300337809,none,NA,FALSE
NIDO,Glut-LMAN-1|Glut-NR-1|Glut-NR-3,3,0.7486775453954329,none,0.8375286375277792,TRUE
NIDO,Glut-LMAN-2|Glut-NR-2|Glut-NR-4,3,0.656305955684835,none,0.9135559919213097,TRUE
NIDO,Glut-NC-2|Glut-Nido-1|Glut-Nido-3,3,0.8164002123169913,none,0.7950136840601699,TRUE
NIDO,Glut-HVC-2|Glut-NC-3|Glut-NC-4,3,0.690838300337809,0.5,NA,FALSE
NIDO,Glut-LMAN-1|Glut-NR-1|Glut-NR-3,3,0.7486775453954329,0.5,0.6556491966380366,TRUE
NIDO,Glut-LMAN-2|Glut-NR-2|Glut-NR-4,3,0.656305955684835,0.5,NA,FALSE
NIDO,Glut-NC-2|Glut-Nido-1|Glut-Nido-3,3,0.8164002123169913,0.5,NA,FALSE
NIDO,Glut-HVC-2|Glut-NC-3|Glut-NC-4,3,0.690838300337809,0.25,0.6014567712756677,TRUE
NIDO,Glut-LMAN-1|Glut-NR-1|Glut-NR-3,3,0.7486775453954329,0.25,0.7746534747799323,TRUE
NIDO,Glut-LMAN-2|Glut-NR-2|Glut-NR-4,3,0.656305955684835,0.25,0.5154092002314511,TRUE
NIDO,Glut-NC-2|Glut-Nido-1|Glut-Nido-3,3,0.8164002123169913,0.25,0.8386091509910161,TRUE
NIDO,Glut-HVC-2|Glut-NC-3|Glut-NC-4,3,0.690838300337809,0.1,0.690838300337809,TRUE
NIDO,Glut-LMAN-1|Glut-NR-1|Glut-NR-3,3,0.7486775453954329,0.1,0.7486775453954329,TRUE
NIDO,Glut-LMAN-2|Glut-NR-2|Glut-NR-4,3,0.656305955684835,0.1,0.656305955684835,TRUE
NIDO,Glut-NC-2|Glut-Nido-1|Glut-Nido-3,3,0.8164002123169913,0.1,0.8164002123169913,TRUE
NIDO,Glut-HVC-2|Glut-NC-3|Glut-NC-4,3,0.690838300337809,0.05,NA,FALSE
NIDO,Glut-LMAN-1|Glut-NR-1|Glut-NR-3,3,0.7486775453954329,0.05,0.902301306241216,TRUE
NIDO,Glut-LMAN-2|Glut-NR-2|Glut-NR-4,3,0.656305955684835,0.05,NA,FALSE
NIDO,Glut-NC-2|Glut-Nido-1|Glut-Nido-3,3,0.8164002123169913,0.05,0.9418169867137771,TRUE
NIDO,Glut-HVC-2|Glut-NC-3|Glut-NC-4,3,0.690838300337809,0.01,NA,FALSE
NIDO,Glut-LMAN-1|Glut-NR-1|Glut-NR-3,3,0.7486775453954329,0.01,0.9161630232182388,TRUE
NIDO,Glut-LMAN-2|Glut-NR-2|Glut-NR-4,3,0.656305955684835,0.01,0.5589974817878527,TRUE
NIDO,Glut-NC-2|Glut-Nido-1|Glut-Nido-3,3,0.8164002123169913,0.01,0.9337484218368826,TRUE
NIDO,Glut-HVC-2|Glut-NC-3|Glut-NC-4,3,0.690838300337809,0.001,NA,FALSE
NIDO,Glut-LMAN-1|Glut-NR-1|Glut-NR-3,3,0.7486775453954329,0.001,0.6886838494937324,TRUE
NIDO,Glut-LMAN-2|Glut-NR-2|Glut-NR-4,3,0.656305955684835,0.001,0.9179515388881154,TRUE
NIDO,Glut-NC-2|Glut-Nido-1|Glut-Nido-3,3,0.8164002123169913,0.001,0.8669922625774695,TRUE
NIDO,Glut-HVC-1|Glut-NC-1,2,0.8067400388371716,none,NA,FALSE
NIDO,Glut-HVC-2|Glut-NC-4,2,0.6222552309689126,none,NA,FALSE
NIDO,Glut-LMAN-1|Glut-NR-1,2,0.649712245874003,none,0.9813161080488841,TRUE
NIDO,Glut-Nido-1|Glut-Nido-3,2,0.5844202857050144,none,NA,FALSE
NIDO,Glut-Nido-2|Glut-NR-5,2,0.8605071662586975,none,0.7527041046822471,TRUE
NIDO,Glut-NR-2|Glut-NR-4,2,0.9726469999466714,none,1,TRUE
NIDO,Glut-HVC-1|Glut-NC-1,2,0.8067400388371716,0.5,0.7616833922009278,TRUE
NIDO,Glut-HVC-2|Glut-NC-4,2,0.6222552309689126,0.5,NA,FALSE
NIDO,Glut-LMAN-1|Glut-NR-1,2,0.649712245874003,0.5,0.5955330190457128,TRUE
NIDO,Glut-Nido-1|Glut-Nido-3,2,0.5844202857050144,0.5,NA,FALSE
NIDO,Glut-Nido-2|Glut-NR-5,2,0.8605071662586975,0.5,0.7949669794081238,TRUE
NIDO,Glut-NR-2|Glut-NR-4,2,0.9726469999466714,0.5,0.985426345384383,TRUE
NIDO,Glut-HVC-1|Glut-NC-1,2,0.8067400388371716,0.25,0.7829522093686819,TRUE
NIDO,Glut-HVC-2|Glut-NC-4,2,0.6222552309689126,0.25,0.5015597997499541,TRUE
NIDO,Glut-LMAN-1|Glut-NR-1,2,0.649712245874003,0.25,0.7179108561539949,TRUE
NIDO,Glut-Nido-1|Glut-Nido-3,2,0.5844202857050144,0.25,0.6267810356233696,TRUE
NIDO,Glut-Nido-2|Glut-NR-5,2,0.8605071662586975,0.25,0.8133765641262252,TRUE
NIDO,Glut-NR-2|Glut-NR-4,2,0.9726469999466714,0.25,0.964787507776816,TRUE
NIDO,Glut-HVC-1|Glut-NC-1,2,0.8067400388371716,0.1,0.8067400388371716,TRUE
NIDO,Glut-HVC-2|Glut-NC-4,2,0.6222552309689126,0.1,0.6222552309689126,TRUE
NIDO,Glut-LMAN-1|Glut-NR-1,2,0.649712245874003,0.1,0.649712245874003,TRUE
NIDO,Glut-Nido-1|Glut-Nido-3,2,0.5844202857050144,0.1,0.5844202857050144,TRUE
NIDO,Glut-Nido-2|Glut-NR-5,2,0.8605071662586975,0.1,0.8605071662586975,TRUE
NIDO,Glut-NR-2|Glut-NR-4,2,0.9726469999466714,0.1,0.9726469999466714,TRUE
NIDO,Glut-HVC-1|Glut-NC-1,2,0.8067400388371716,0.05,NA,FALSE
NIDO,Glut-HVC-2|Glut-NC-4,2,0.6222552309689126,0.05,0.5387298194763956,TRUE
NIDO,Glut-LMAN-1|Glut-NR-1,2,0.649712245874003,0.05,0.8809433854362788,TRUE
NIDO,Glut-Nido-1|Glut-Nido-3,2,0.5844202857050144,0.05,0.611459080104516,TRUE
NIDO,Glut-Nido-2|Glut-NR-5,2,0.8605071662586975,0.05,0.8972227012035261,TRUE
NIDO,Glut-NR-2|Glut-NR-4,2,0.9726469999466714,0.05,1,TRUE
NIDO,Glut-HVC-1|Glut-NC-1,2,0.8067400388371716,0.01,NA,FALSE
NIDO,Glut-HVC-2|Glut-NC-4,2,0.6222552309689126,0.01,0.6355891513458004,TRUE
NIDO,Glut-LMAN-1|Glut-NR-1,2,0.649712245874003,0.01,0.9776237850376047,TRUE
NIDO,Glut-Nido-1|Glut-Nido-3,2,0.5844202857050144,0.01,NA,FALSE
NIDO,Glut-Nido-2|Glut-NR-5,2,0.8605071662586975,0.01,0.8527368528468973,TRUE
NIDO,Glut-NR-2|Glut-NR-4,2,0.9726469999466714,0.01,1,TRUE
NIDO,Glut-HVC-1|Glut-NC-1,2,0.8067400388371716,0.001,NA,FALSE
NIDO,Glut-HVC-2|Glut-NC-4,2,0.6222552309689126,0.001,NA,FALSE
NIDO,Glut-LMAN-1|Glut-NR-1,2,0.649712245874003,0.001,0.9713793020408725,TRUE
NIDO,Glut-Nido-1|Glut-Nido-3,2,0.5844202857050144,0.001,NA,FALSE
NIDO,Glut-Nido-2|Glut-NR-5,2,0.8605071662586975,0.001,0.777827970419448,TRUE
NIDO,Glut-NR-2|Glut-NR-4,2,0.9726469999466714,0.001,1,TRUE
