region,threshold_label,clade,n_tips,au,bp
ALL,0.25,Glut-Arco-1|Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Arco-5|Glut-HVC-1|Glut-HVC-2|Glut-LMAN-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-Nido-3|Glut-NR-2|Glut-NR-4|Glut-NR-5|Glut-RA,16,0.9764284118404059,0.8002074322025752
ALL,0.25,Glut-Arco-1|Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Arco-5|Glut-HVC-1|Glut-HVC-2|Glut-LMAN-1|Glut-LMAN-2|Glut-NC-1|Glut-NC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-1|Glut-Nido-2|Glut-Nido-3|Glut-NR-1|Glut-NR-2|Glut-NR-3|Glut-NR-4|Glut-NR-5|Glut-RA,22,1,1
ALL,0.1,Glut-Arco-4|Glut-Nido-3,2,0.9933000894542762,0.9872898548050022
ALL,0.1,Glut-NR-2|Glut-NR-4,2,0.9994546372195029,0.998705562919751
ALL,0.1,Glut-NC-2|Glut-Nido-1,2,0.9014068369932464,0.8719787755199708
ALL,0.1,Glut-LMAN-1|Glut-NR-1,2,0.8729103229814517,0.7473474398430422
ALL,0.1,Glut-Arco-2|Glut-Arco-3,2,0.8017113235702584,0.6149615921804604
ALL,0.1,Glut-Arco-1|Glut-RA,2,0.8403295813021179,0.8555893328485176
ALL,0.1,Glut-LMAN-1|Glut-NR-1|Glut-NR-3,3,0.9220481280935524,0.7033547620236696
ALL,0.1,Glut-NC-3|Glut-NC-4,2,0.7951341593709544,0.7164482523969466
ALL,0.1,Glut-NC-1|Glut-NC-2|Glut-Nido-1,3,0.9131949813604635,0.6996479628199088
ALL,0.1,Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Nido-3,4,0.8621256910421989,0.5390830248162533
ALL,0.1,Glut-Arco-5|Glut-Nido-2,2,0.7135510640983203,0.4203140500601634
ALL,0.1,Glut-LMAN-2|Glut-NR-2|Glut-NR-4,3,0.8991180489384689,0.8879606424721023
ALL,0.1,Glut-Arco-1|Glut-HVC-1|Glut-RA,3,0.9255575078836861,0.7683780605820405
ALL,0.1,Glut-Arco-5|Glut-Nido-2|Glut-NR-5,3,0.6446818691550185,0.20665346332452258
ALL,0.1,Glut-HVC-2|Glut-NC-3|Glut-NC-4,3,0.5882512760740838,0.14380813750372154
ALL,0.1,Glut-LMAN-1|Glut-NC-1|Glut-NC-2|Glut-Nido-1|Glut-NR-1|Glut-NR-3,6,0.9542620752722161,0.8395514385165705
ALL,0.1,Glut-Arco-5|Glut-HVC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-5,6,0.9305469163154277,0.378126488208281
ALL,0.1,Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Arco-5|Glut-HVC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-Nido-3|Glut-NR-5,10,0.9422957618893258,0.44005648806401976
ALL,0.1,Glut-Arco-1|Glut-HVC-1|Glut-LMAN-2|Glut-NR-2|Glut-NR-4|Glut-RA,6,0.9381397788607857,0.435604251282766
ALL,0.1,Glut-Arco-1|Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Arco-5|Glut-HVC-1|Glut-HVC-2|Glut-LMAN-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-Nido-3|Glut-NR-2|Glut-NR-4|Glut-NR-5|Glut-RA,16,0.9605773779693755,0.8323808630711261
ALL,0.1,Glut-Arco-1|Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Arco-5|Glut-HVC-1|Glut-HVC-2|Glut-LMAN-1|Glut-LMAN-2|Glut-NC-1|Glut-NC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-1|Glut-Nido-2|Glut-Nido-3|Glut-NR-1|Glut-NR-2|Glut-NR-3|Glut-NR-4|Glut-NR-5|Glut-RA,22,1,1
ALL,0.05,Glut-Arco-4|Glut-Nido-3,2,0.997101077707635,0.9944967247360824
ALL,0.05,Glut-NC-2|Glut-Nido-1,2,0.922574499535508,0.9489139166525749
ALL,0.05,Glut-LMAN-1|Glut-NR-1,2,0.917869924610231,0.9067113479881229
ALL,0.05,Glut-NR-2|Glut-NR-4,2,1,1
ALL,0.05,Glut-Arco-1|Glut-RA,2,0.7716889315906285,0.8626267326040817
ALL,0.05,Glut-Arco-2|Glut-Arco-3,2,0.9066671628227536,0.804635600378558
ALL,0.05,Glut-NC-3|Glut-NC-4,2,0.9303986440994606,0.8565371053768913
ALL,0.05,Glut-NC-1|Glut-NC-2|Glut-Nido-1,3,0.9188618733571955,0.8093926409423041
ALL,0.05,Glut-LMAN-1|Glut-NR-1|Glut-NR-3,3,0.9091149158237718,0.8190888031415238
ALL,0.05,Glut-Nido-2|Glut-NR-5,2,0.5969553861273454,0.4616837053788555
ALL,0.05,Glut-LMAN-2|Glut-NR-2|Glut-NR-4,3,0.9337901426800477,0.9246140046907564
ALL,0.05,Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Nido-3,4,0.8258821526456253,0.536957534642981
ALL,0.05,Glut-Arco-5|Glut-HVC-2,2,0.6943388622486166,0.29328981220242967
ALL,0.05,Glut-Arco-1|Glut-HVC-1|Glut-RA,3,0.8856828785378736,0.7288105424797021
ALL,0.05,Glut-Arco-5|Glut-HVC-2|Glut-NC-3|Glut-NC-4,4,0.7110529054752837,0.31056858569732904
ALL,0.05,Glut-LMAN-1|Glut-NC-1|Glut-NC-2|Glut-Nido-1|Glut-NR-1|Glut-NR-3,6,0.9204834042259383,0.8654183982093964
ALL,0.05,Glut-Arco-5|Glut-HVC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-5,6,0.9337064785222737,0.5396994206898271
ALL,0.05,Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Arco-5|Glut-HVC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-Nido-3|Glut-NR-5,10,0.9636435703737763,0.6211123317874763
ALL,0.05,Glut-Arco-1|Glut-HVC-1|Glut-LMAN-2|Glut-NR-2|Glut-NR-4|Glut-RA,6,0.9550925254829549,0.5728668592782816
ALL,0.05,Glut-Arco-1|Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Arco-5|Glut-HVC-1|Glut-HVC-2|Glut-LMAN-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-Nido-3|Glut-NR-2|Glut-NR-4|Glut-NR-5|Glut-RA,16,0.924079267575065,0.8634249175916278
ALL,0.05,Glut-Arco-1|Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Arco-5|Glut-HVC-1|Glut-HVC-2|Glut-LMAN-1|Glut-LMAN-2|Glut-NC-1|Glut-NC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-1|Glut-Nido-2|Glut-Nido-3|Glut-NR-1|Glut-NR-2|Glut-NR-3|Glut-NR-4|Glut-NR-5|Glut-RA,22,1,1
ALL,0.01,Glut-Arco-4|Glut-Nido-3,2,0.9943048998662525,0.993787956042716
ALL,0.01,Glut-NC-2|Glut-Nido-1,2,0.9936352988764354,0.994215186632912
ALL,0.01,Glut-LMAN-1|Glut-NR-1,2,0.997907640438897,0.9895695846367689
ALL,0.01,Glut-NR-2|Glut-NR-4,2,1,1
ALL,0.01,Glut-Arco-2|Glut-Arco-3,2,0.6786435529494529,0.6666902248211457
ALL,0.01,Glut-Arco-1|Glut-RA,2,0.621070092219798,0.5803013832958792
ALL,0.01,Glut-LMAN-1|Glut-NR-1|Glut-NR-3,3,0.9234182512951928,0.889215101452996
ALL,0.01,Glut-NC-1|Glut-NC-2|Glut-Nido-1,3,0.8855274227445092,0.8139989888705785
ALL,0.01,Glut-NC-3|Glut-NC-4,2,0.7557759551687113,0.5733592827125417
ALL,0.01,Glut-Nido-2|Glut-NR-5,2,0.562378891077639,0.4217285319985991
ALL,0.01,Glut-LMAN-2|Glut-NR-2|Glut-NR-4,3,0.6881298726587601,0.7704992609889669
ALL,0.01,Glut-Arco-2|Glut-Arco-3|Glut-Arco-5,3,0.5944623832624627,0.2381812574896923
ALL,0.01,Glut-HVC-2|Glut-NC-3|Glut-NC-4,3,0.615525421197277,0.19789720641794484
ALL,0.01,Glut-LMAN-1|Glut-NC-1|Glut-NC-2|Glut-Nido-1|Glut-NR-1|Glut-NR-3,6,0.8605479466411053,0.8723984598921541
ALL,0.01,Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Arco-5|Glut-Nido-3,5,0.6846899875407539,0.1250044301591132
ALL,0.01,Glut-Arco-1|Glut-HVC-1|Glut-RA,3,0.7451460785363228,0.44073682225990185
ALL,0.01,Glut-HVC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-5,5,0.7239107897822586,0.10608243454989413
ALL,0.01,Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Arco-5|Glut-HVC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-Nido-3|Glut-NR-5,10,0.783919571804129,0.24526854607716175
ALL,0.01,Glut-Arco-1|Glut-HVC-1|Glut-LMAN-2|Glut-NR-2|Glut-NR-4|Glut-RA,6,0.7996057229972925,0.23105761073029135
ALL,0.01,Glut-Arco-1|Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Arco-5|Glut-HVC-1|Glut-HVC-2|Glut-LMAN-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-Nido-3|Glut-NR-2|Glut-NR-4|Glut-NR-5|Glut-RA,16,0.8656317641801582,0.8718552411168552
ALL,0.01,Glut-Arco-1|Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Arco-5|Glut-HVC-1|Glut-HVC-2|Glut-LMAN-1|Glut-LMAN-2|Glut-NC-1|Glut-NC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-1|Glut-Nido-2|Glut-Nido-3|Glut-NR-1|Glut-NR-2|Glut-NR-3|Glut-NR-4|Glut-NR-5|Glut-RA,22,1,1
ALL,0.001,Glut-Arco-4|Glut-Nido-3,2,0.9976636389504133,0.995323563040246
ALL,0.001,Glut-NC-2|Glut-Nido-1,2,0.8747069823710205,0.9939081581158594
ALL,0.001,Glut-LMAN-1|Glut-NR-1,2,0.9910969204616823,0.987822945546629
ALL,0.001,Glut-NR-2|Glut-NR-4,2,1,1
ALL,0.001,Glut-Arco-1|Glut-Arco-2,2,0.6051951593873568,0.5119193523396284
ALL,0.001,Glut-Arco-1|Glut-Arco-2|Glut-Arco-3,3,0.6796463645421316,0.7158210291019793
ALL,0.001,Glut-LMAN-1|Glut-NR-1|Glut-NR-3,3,0.94775188152186,0.9014789399411711
ALL,0.001,Glut-NC-1|Glut-NC-2|Glut-Nido-1,3,0.9258868214472519,0.8126040134665335
ALL,0.001,Glut-NC-3|Glut-NC-4,2,0.7665158671365624,0.6959830971974096
ALL,0.001,Glut-Nido-2|Glut-NR-5,2,0.7027367649422394,0.542213612869104
ALL,0.001,Glut-LMAN-2|Glut-NR-2|Glut-NR-4,3,0.8728406654677908,0.9066530295104203
ALL,0.001,Glut-Arco-1|Glut-Arco-2|Glut-Arco-3|Glut-Arco-5,4,0.6829491990778318,0.37392555368685887
ALL,0.001,Glut-HVC-1|Glut-RA,2,0.7823465654979633,0.6737854039586801
ALL,0.001,Glut-HVC-2|Glut-NC-3|Glut-NC-4,3,0.8117929435787969,0.332591351841203
ALL,0.001,Glut-LMAN-1|Glut-NC-1|Glut-NC-2|Glut-Nido-1|Glut-NR-1|Glut-NR-3,6,0.9552198955696206,0.9141995917425196
ALL,0.001,Glut-HVC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-5,5,0.8882837017915122,0.26541473524091286
ALL,0.001,Glut-Arco-1|Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Arco-5|Glut-Nido-3,6,0.7794253072322741,0.18143094866912562
ALL,0.001,Glut-HVC-1|Glut-LMAN-2|Glut-NR-2|Glut-NR-4|Glut-RA,5,0.919715114045955,0.46225531125370023
ALL,0.001,Glut-HVC-1|Glut-HVC-2|Glut-LMAN-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-NR-2|Glut-NR-4|Glut-NR-5|Glut-RA,10,0.8225711234416033,0.14885970264833176
ALL,0.001,Glut-Arco-1|Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Arco-5|Glut-HVC-1|Glut-HVC-2|Glut-LMAN-2|Glut-NC-3|Glut-NC-4|Glut-Nido-2|Glut-Nido-3|Glut-NR-2|Glut-NR-4|Glut-NR-5|Glut-RA,16,0.957405992137852,0.9133609628167174
ALL,0.001,Glut-Arco-1|Glut-Arco-2|Glut-Arco-3|Glut-Arco-4|Glut-Arco-5|Glut-HVC-1|Glut-HVC-2|Glut-LMAN-1|Glut-LMAN-2|Glut-NC-1|Glut-NC-2|Glut-NC-3|Glut-NC-4|Glut-Nido-1|Glut-Nido-2|Glut-Nido-3|Glut-NR-1|Glut-NR-2|Glut-NR-3|Glut-NR-4|Glut-NR-5|Glut-RA,22,1,1
