,2,5,10,20,30,50,group
Glut-Arco-2,0.39244146121835966,0.3947825889665338,0.3500607418939911,0.30669186291599365,0.2882910814251021,0.25948736908875036,non-song
Glut-NR-5,0.3745648552448983,0.5415769630429149,0.637817611099453,0.6699160976706773,0.6816090332251556,0.6848930720559021,non-song
Glut-NC-1,0.30065275236765726,0.34818841803674144,0.37596100675342425,0.3447092566732989,0.3306263813277052,0.31511840914106826,non-song
Glut-NR-2,0.17758932877740363,0.1065600998559988,0.1858468737329806,0.32917910271922207,0.36860412170973444,0.4372847305768524,non-song
Glut-NC-3,0.1606768655170666,0.48019661866366964,0.5202617776371564,0.5421529293304949,0.5485153694372374,0.543300798567174,non-song
Glut-Arco-1,0.1483768700649899,0.2573718923649567,0.24523863898065568,0.2717352725555477,0.2487064051776499,0.23284474782913941,non-song
Glut-Arco-5,0.07614499472782851,0.30317358482152174,0.39794021329171536,0.46990907855621095,0.49891232295285576,0.5000570856562493,non-song
Glut-NR-4,0.049193604015678155,0.3042577470399513,0.4236721556748868,0.4124615786066053,0.4203390349072948,0.4275226654461203,non-song
Glut-NC-4,0.011044046060337218,0.0348178644593864,0.07146933101216182,0.08919562171277773,0.10674729653384261,0.13084148939954424,non-song
Glut-NR-3,0.0003371599356891441,0.022804399344041413,0.05394567626183754,0.07687919359413928,0.09351386348644487,0.10051011562787938,non-song
Glut-NC-2,0.0,0.07106179397880083,0.08205053406395618,0.09515206910491505,0.10719773623196348,0.13156652452192208,non-song
Glut-NR-1,0.0,0.01557697873540618,0.05872175027763678,0.12998236403820754,0.16143272123092747,0.17733707734485707,non-song
Glut-Arco-4,0.0,0.01408733519410138,0.02910921598954129,0.043429609779833955,0.04352187135015093,0.03997315674380787,non-song
Glut-Arco-3,0.0,0.010423673798037207,0.030337257650297458,0.045035723352376836,0.05399513565044602,0.06224292940775868,non-song
Glut-LMAN-1,0.0,0.0016723321657137239,0.0383178864199363,0.0781139997742935,0.10096570025640021,0.11576830735774192,non-song
Glut-HVC-2,0.0,0.01053381044794297,0.07144202665197746,0.17824109959239562,0.22210728497998922,0.27969939140786554,song
Glut-LMAN-2,0.0,0.0,0.010297763826025458,0.013614531867794027,0.019972119911815623,0.05279849134284162,song
Glut-HVC-1,0.0,0.0,0.003813243264935688,0.0059303023741919415,0.009027965398881982,0.014302090438057097,song
Glut-RA,0.0,0.0,0.0,0.0,0.0,0.0,song
