k_anchor,non-song,song
2,0.3401635622588604,0.26927660422829774
5,0.41460770115365647,0.3844594652545642
10,0.4022457956064577,0.44548966639285437
20,0.40405467293871067,0.4293771636627534
30,0.39942712566205346,0.3985496938341212
50,0.38197596317852445,0.3585722182195246
