mouse_label,n_cells,Class,Subclass,neurotransmitter,region,roi,region_spread,roi_spread,description
0007 L5/6 IT TPE-ENT Glut_1,220,01 IT-ET Glut,003 L5/6 IT TPE-ENT Glut,Glut,HPF,ENT,HPF 52%; Isocortex-1 42%; OLF 4%,ENT 52%; AI 26%; AUD-TEa-PERI-ECT 13%,01 IT-ET Glut / 003 L5/6 IT TPE-ENT Glut; NT Glut; ENT
0051 L2 IT ENT-po Glut_1,220,01 IT-ET Glut,011 L2 IT ENT-po Glut,Glut,HPF,ENT,HPF 100%; Isocortex-1 0%,ENT 100%; AUD-TEa-PERI-ECT 0%,01 IT-ET Glut / 011 L2 IT ENT-po Glut; NT Glut; ENT
0099 L5 PPP Glut_1,215,01 IT-ET Glut,024 L5 PPP Glut,Glut,HPF,RHP,HPF 100%; Isocortex-1 0%,RHP 97%; ENT 2%; RSP 0%,01 IT-ET Glut / 024 L5 PPP Glut; NT Glut; RHP
0006 IT EP-CLA Glut_4,210,01 IT-ET Glut,002 IT EP-CLA Glut,Glut,CTXsp,CTXsp,CTXsp 77%; OLF 18%; STR 3%,CTXsp 77%; OLF 18%; STRv 2%,01 IT-ET Glut / 002 IT EP-CLA Glut; NT Glut; CTXsp
0292 IA Mgp Gaba_3,206,09 CNU-LGE GABA,065 IA Mgp Gaba,GABA,CTXsp,CTXsp,CTXsp 81%; STR 15%; Isocortex-1 2%,CTXsp 81%; sAMY 15%; AI 2%,09 CNU-LGE GABA / 065 IA Mgp Gaba; NT GABA; CTXsp
0642 AV Col27a1 Glut_1,206,18 TH Glut,148 AV Col27a1 Glut,Glut,PAL,PAL,PAL 91%; STR 9%,PAL 91%; LSX 9%,18 TH Glut / 148 AV Col27a1 Glut; NT Glut; PAL
0356 MEA-BST Lhx6 Nr2e1 Gaba_3,198,11 CNU-HYa GABA,075 MEA-BST Lhx6 Nr2e1 Gaba,GABA,STR,sAMY,STR 69%; CTXsp 17%; PAL 8%,sAMY 69%; CTXsp 17%; PAL 8%,11 CNU-HYa GABA / 075 MEA-BST Lhx6 Nr2e1 Gaba; NT GABA; sAMY
0194 RHP-COA Ndnf Gaba_2,197,06 CTX-CGE GABA,048 RHP-COA Ndnf Gaba,GABA,STR,sAMY,STR 53%; OLF 22%; CTXsp 14%,sAMY 52%; OLF 22%; CTXsp 14%,06 CTX-CGE GABA / 048 RHP-COA Ndnf Gaba; NT GABA; sAMY
0361 MEA-BST Lhx6 Nfib Gaba_5,191,11 CNU-HYa GABA,076 MEA-BST Lhx6 Nfib Gaba,GABA,PAL,PAL,PAL 97%; STR 3%,PAL 97%; sAMY 2%; LSX 1%,11 CNU-HYa GABA / 076 MEA-BST Lhx6 Nfib Gaba; NT GABA; PAL
0411 PVR Six3 Sox3 Gaba_1,189,11 CNU-HYa GABA,089 PVR Six3 Sox3 Gaba,GABA,PAL,PAL,PAL 93%; STR 7%,PAL 93%; LSX 7%,11 CNU-HYa GABA / 089 PVR Six3 Sox3 Gaba; NT GABA; PAL
0510 COAa-PAA-MEA Barhl2 Glut_2,184,13 CNU-HYa Glut,114 COAa-PAA-MEA Barhl2 Glut,Glut,CTXsp,CTXsp,STR 43%; CTXsp 43%; OLF 14%,sAMY 43%; CTXsp 43%; OLF 14%,13 CNU-HYa Glut / 114 COAa-PAA-MEA Barhl2 Glut; NT Glut; CTXsp
0101 CA2-FC-IG Glut_2,184,01 IT-ET Glut,025 CA2-FC-IG Glut,Glut,STR,LSX,STR 52%; HPF 33%; Isocortex-1 10%,LSX 52%; HIP 33%; ACA 9%,01 IT-ET Glut / 025 CA2-FC-IG Glut; NT Glut; LSX
0049 IT AON-TT-DP Glut_4,183,01 IT-ET Glut,010 IT AON-TT-DP Glut,Glut,OLF,OLF,OLF 63%; STR 15%; CTXsp 13%,OLF 63%; STRv 15%; CTXsp 13%,01 IT-ET Glut / 010 IT AON-TT-DP Glut; NT Glut; OLF
0402 MPO-ADP Lhx8 Gaba_1,183,11 CNU-HYa GABA,086 MPO-ADP Lhx8 Gaba,GABA,PAL,PAL,PAL 86%; STR 14%; CTXsp 1%,PAL 86%; sAMY 14%; CTXsp 1%,11 CNU-HYa GABA / 086 MPO-ADP Lhx8 Gaba; NT GABA; PAL
0335 LSX Sall3 Lmo1 Gaba_5,180,10 LSX GABA,072 LSX Sall3 Lmo1 Gaba,GABA,STR,LSX,STR 98%; PAL 2%,LSX 98%; PAL 2%,10 LSX GABA / 072 LSX Sall3 Lmo1 Gaba; NT GABA; LSX
0543 LHA-MEA Otp Glut_2,177,13 CNU-HYa Glut,122 LHA-MEA Otp Glut,Glut,STR,sAMY,STR 93%; PAL 6%; CTXsp 2%,sAMY 93%; PAL 6%; CTXsp 2%,13 CNU-HYa Glut / 122 LHA-MEA Otp Glut; NT Glut; sAMY
0044 L2/3 IT PIR-ENTl Glut_6,176,01 IT-ET Glut,009 L2/3 IT PIR-ENTl Glut,Glut,OLF,OLF,OLF 52%; HPF 38%; CTXsp 10%,OLF 52%; ENT 38%; CTXsp 10%,01 IT-ET Glut / 009 L2/3 IT PIR-ENTl Glut; NT Glut; OLF
0271 STR D1 Gaba_7,176,09 CNU-LGE GABA,061 STR D1 Gaba,GABA,STR,STRd,STR 93%; PAL 7%,STRd 82%; sAMY 11%; PAL 7%,09 CNU-LGE GABA / 061 STR D1 Gaba; NT GABA; STRd
0524 LHA Barhl2 Glut_1,171,13 CNU-HYa Glut,117 LHA Barhl2 Glut,Glut,PAL,PAL,PAL 78%; STR 21%; Isocortex-1 1%,PAL 78%; sAMY 20%; AI 1%,13 CNU-HYa Glut / 117 LHA Barhl2 Glut; NT Glut; PAL
0506 MEA-COA-BMA Ccdc42 Glut_2,171,13 CNU-HYa Glut,113 MEA-COA-BMA Ccdc42 Glut,Glut,STR,sAMY,STR 86%; CTXsp 9%; OLF 5%,sAMY 86%; CTXsp 9%; OLF 5%,13 CNU-HYa Glut / 113 MEA-COA-BMA Ccdc42 Glut; NT Glut; sAMY
1197 DC NN_1,171,34 Immune,337 DC NN,nan,Isocortex-1,ENT,Isocortex-1 47%; HPF 19%; STR 12%,ENT 12%; PAL 9%; MO-FRP 9%,34 Immune / 337 DC NN; NT none; ENT
0512 COAa-PAA-MEA Barhl2 Glut_4,170,13 CNU-HYa Glut,114 COAa-PAA-MEA Barhl2 Glut,Glut,STR,sAMY,STR 51%; CTXsp 38%; OLF 11%,sAMY 51%; CTXsp 38%; OLF 11%,13 CNU-HYa Glut / 114 COAa-PAA-MEA Barhl2 Glut; NT Glut; sAMY
0379 CEA-AAA-BST Six3 Sp9 Gaba_7,166,11 CNU-HYa GABA,080 CEA-AAA-BST Six3 Sp9 Gaba,GABA,PAL,PAL,PAL 51%; STR 40%; CTXsp 8%,PAL 51%; sAMY 39%; CTXsp 8%,11 CNU-HYa GABA / 080 CEA-AAA-BST Six3 Sp9 Gaba; NT GABA; PAL
0068 ENTmv-PA-COAp Glut_3,161,01 IT-ET Glut,015 ENTmv-PA-COAp Glut,Glut,HPF,ENT,HPF 95%; OLF 4%; CTXsp 1%,ENT 93%; OLF 4%; RHP 1%,01 IT-ET Glut / 015 ENTmv-PA-COAp Glut; NT Glut; ENT
0232 Sst Gaba_19,160,07 CTX-MGE GABA,053 Sst Gaba,GABA,HPF,ENT,HPF 88%; CTXsp 6%; OLF 3%,ENT 72%; HIP 8%; RHP 8%,07 CTX-MGE GABA / 053 Sst Gaba; NT GABA; ENT
1178 CHOR NN_1,160,30 Astro-Epen,325 CHOR NN,Glut,HPF,HIP,HPF 78%; PAL 22%,HIP 78%; PAL 22%,30 Astro-Epen / 325 CHOR NN; NT Glut; HIP
0147 OB Meis2 Thsd7b Gaba_5,159,05 OB-IMN GABA,039 OB Meis2 Thsd7b Gaba,GABA,OLF,OLF,OLF 79%; CTXsp 6%; PAL 6%,OLF 79%; CTXsp 6%; PAL 6%,05 OB-IMN GABA / 039 OB Meis2 Thsd7b Gaba; NT GABA; OLF
0516 COAa-PAA-MEA Barhl2 Glut_8,155,13 CNU-HYa Glut,114 COAa-PAA-MEA Barhl2 Glut,Glut,STR,sAMY,STR 77%; PAL 15%; OLF 6%,sAMY 77%; PAL 15%; OLF 6%,13 CNU-HYa Glut / 114 COAa-PAA-MEA Barhl2 Glut; NT Glut; sAMY
0588 PVH-SO-PVa Otp Glut_4,153,14 HY Glut,133 PVH-SO-PVa Otp Glut,Glut,STR,sAMY,STR 82%; PAL 16%; Isocortex-1 1%,sAMY 82%; PAL 16%; AI 1%,14 HY Glut / 133 PVH-SO-PVa Otp Glut; NT Glut; sAMY
0256 NDB-SI-MA-STRv Lhx8 Gaba_13,153,08 CNU-MGE GABA,057 NDB-SI-MA-STRv Lhx8 Gaba,GABA,PAL,PAL,PAL 73%; STR 27%,PAL 73%; sAMY 26%; STRv 1%,08 CNU-MGE GABA / 057 NDB-SI-MA-STRv Lhx8 Gaba; NT GABA; PAL
0313 LSX Nkx2-1 Gaba_8,152,10 LSX GABA,069 LSX Nkx2-1 Gaba,GABA,STR,LSX,STR 96%; PAL 4%,LSX 96%; PAL 4%,10 LSX GABA / 069 LSX Nkx2-1 Gaba; NT GABA; LSX
1159 Astro-NT NN_1,152,30 Astro-Epen,318 Astro-NT NN,nan,STR,sAMY,STR 70%; PAL 12%; HPF 9%,sAMY 61%; PAL 12%; HIP 9%,30 Astro-Epen / 318 Astro-NT NN; NT none; sAMY
0414 PVR Six3 Sox3 Gaba_4,151,11 CNU-HYa GABA,089 PVR Six3 Sox3 Gaba,GABA,STR,LSX,STR 56%; PAL 44%,LSX 56%; PAL 44%,11 CNU-HYa GABA / 089 PVR Six3 Sox3 Gaba; NT GABA; LSX
0132 OB Eomes Ms4a15 Glut_3,149,03 OB-CR Glut,035 OB Eomes Ms4a15 Glut,Glut,OLF,OLF,OLF 55%; STR 34%; HPF 4%,OLF 55%; sAMY 29%; STRv 4%,03 OB-CR Glut / 035 OB Eomes Ms4a15 Glut; NT Glut; OLF
0197 RHP-COA Ndnf Gaba_5,143,06 CTX-CGE GABA,048 RHP-COA Ndnf Gaba,GABA,HPF,HIP,HPF 98%; CTXsp 1%; STR 1%,HIP 87%; RHP 8%; ENT 2%,06 CTX-CGE GABA / 048 RHP-COA Ndnf Gaba; NT GABA; HIP
0211 Pvalb Gaba_7,142,07 CTX-MGE GABA,052 Pvalb Gaba,GABA,CTXsp,CTXsp,CTXsp 64%; HPF 18%; Isocortex-1 14%,CTXsp 64%; ENT 15%; AI 8%,07 CTX-MGE GABA / 052 Pvalb Gaba; NT GABA; CTXsp
0160 OB-out Frmd7 Gaba_3,142,05 OB-IMN GABA,042 OB-out Frmd7 Gaba,GABA,OLF,OLF,OLF 99%; STR 1%,OLF 99%; STRv 1%,05 OB-IMN GABA / 042 OB-out Frmd7 Gaba; NT GABA; OLF
0297 NDB-SI-ant Prdm12 Gaba_3,140,11 CNU-HYa GABA,066 NDB-SI-ant Prdm12 Gaba,GABA,PAL,PAL,PAL 49%; STR 33%; OLF 16%,PAL 49%; sAMY 18%; OLF 16%,11 CNU-HYa GABA / 066 NDB-SI-ant Prdm12 Gaba; NT GABA; PAL
0404 MPO-ADP Lhx8 Gaba_3,139,11 CNU-HYa GABA,086 MPO-ADP Lhx8 Gaba,GABA,PAL,PAL,PAL 100%,PAL 100%,11 CNU-HYa GABA / 086 MPO-ADP Lhx8 Gaba; NT GABA; PAL
0100 CA2-FC-IG Glut_1,139,01 IT-ET Glut,025 CA2-FC-IG Glut,Glut,HPF,HIP,HPF 100%,HIP 100%,01 IT-ET Glut / 025 CA2-FC-IG Glut; NT Glut; HIP
0210 Pvalb Gaba_6,137,07 CTX-MGE GABA,052 Pvalb Gaba,GABA,Isocortex-1,ENT,Isocortex-1 70%; HPF 21%; CTXsp 5%,ENT 15%; VIS-PTLp 12%; PL-ILA-ORB 12%,07 CTX-MGE GABA / 052 Pvalb Gaba; NT GABA; ENT
0157 OB-in Frmd7 Gaba_8,136,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,GABA,OLF,OLF,OLF 92%; STR 8%,OLF 92%; STRv 7%; LSX 1%,05 OB-IMN GABA / 041 OB-in Frmd7 Gaba; NT GABA; OLF
0435 RT-ZI Gnb3 Gaba_5,133,12 HY GABA,093 RT-ZI Gnb3 Gaba,GABA,PAL,PAL,PAL 96%; STR 4%,PAL 96%; sAMY 3%; LSX 1%,12 HY GABA / 093 RT-ZI Gnb3 Gaba; NT GABA; PAL
0067 ENTmv-PA-COAp Glut_2,131,01 IT-ET Glut,015 ENTmv-PA-COAp Glut,Glut,HPF,RHP,HPF 92%; OLF 8%; CTXsp 1%,RHP 46%; ENT 45%; OLF 8%,01 IT-ET Glut / 015 ENTmv-PA-COAp Glut; NT Glut; RHP
0126 L5 NP CTX Glut_5,129,02 NP-CT-L6b Glut,032 L5 NP CTX Glut,Glut,Isocortex-1,RSP,Isocortex-1 95%; HPF 5%,RSP 70%; ACA 25%; RHP 5%,02 NP-CT-L6b Glut / 032 L5 NP CTX Glut; NT Glut; RSP
0058 COAp Grxcr2 Glut_1,128,01 IT-ET Glut,013 COAp Grxcr2 Glut,Glut,OLF,OLF,OLF 91%; CTXsp 7%; STR 1%,OLF 91%; CTXsp 7%; sAMY 1%,01 IT-ET Glut / 013 COAp Grxcr2 Glut; NT Glut; OLF
0503 TRS-BAC Sln Glut_2,125,13 CNU-HYa Glut,111 TRS-BAC Sln Glut,Glut,PAL,PAL,PAL 98%; STR 2%,PAL 98%; LSX 2%,13 CNU-HYa Glut / 111 TRS-BAC Sln Glut; NT Glut; PAL
0391 CEA-BST Ebf1 Pdyn Gaba_8,118,11 CNU-HYa GABA,082 CEA-BST Ebf1 Pdyn Gaba,GABA,STR,sAMY,STR 87%; PAL 13%,sAMY 87%; PAL 13%,11 CNU-HYa GABA / 082 CEA-BST Ebf1 Pdyn Gaba; NT GABA; sAMY
0423 BST-MPN Six3 Nrgn Gaba_4,117,11 CNU-HYa GABA,090 BST-MPN Six3 Nrgn Gaba,GABA,PAL,PAL,PAL 54%; STR 46%,PAL 54%; sAMY 46%,11 CNU-HYa GABA / 090 BST-MPN Six3 Nrgn Gaba; NT GABA; PAL
0399 SI-MPO-LPO Lhx8 Gaba_4,115,11 CNU-HYa GABA,085 SI-MPO-LPO Lhx8 Gaba,GABA,PAL,PAL,PAL 90%; STR 10%,PAL 90%; LSX 10%,11 CNU-HYa GABA / 085 SI-MPO-LPO Lhx8 Gaba; NT GABA; PAL
0406 MPO-ADP Lhx8 Gaba_5,114,11 CNU-HYa GABA,086 MPO-ADP Lhx8 Gaba,GABA,PAL,PAL,PAL 95%; STR 5%,PAL 95%; LSX 5%,11 CNU-HYa GABA / 086 MPO-ADP Lhx8 Gaba; NT GABA; PAL
0130 OB Eomes Ms4a15 Glut_1,114,03 OB-CR Glut,035 OB Eomes Ms4a15 Glut,Glut,OLF,OLF,OLF 96%; STR 4%; PAL 1%,OLF 96%; LSX 4%; PAL 1%,03 OB-CR Glut / 035 OB Eomes Ms4a15 Glut; NT Glut; OLF
0198 RHP-COA Ndnf Gaba_6,111,06 CTX-CGE GABA,048 RHP-COA Ndnf Gaba,GABA,HPF,HIP,HPF 87%; CTXsp 5%; STR 5%,HIP 54%; RHP 30%; CTXsp 5%,06 CTX-CGE GABA / 048 RHP-COA Ndnf Gaba; NT GABA; HIP
0079 CA3 Glut_5,111,01 IT-ET Glut,017 CA3 Glut,Glut,HPF,HIP,HPF 100%,HIP 90%; RHP 10%,01 IT-ET Glut / 017 CA3 Glut; NT Glut; HIP
0145 OB Meis2 Thsd7b Gaba_3,110,05 OB-IMN GABA,039 OB Meis2 Thsd7b Gaba,GABA,OLF,OLF,OLF 93%; Isocortex-1 5%; STR 1%,OLF 93%; MO-FRP 5%; PL-ILA-ORB 1%,05 OB-IMN GABA / 039 OB Meis2 Thsd7b Gaba; NT GABA; OLF
0155 OB-in Frmd7 Gaba_6,109,05 OB-IMN GABA,041 OB-in Frmd7 Gaba,GABA,OLF,OLF,OLF 100%,OLF 100%,05 OB-IMN GABA / 041 OB-in Frmd7 Gaba; NT GABA; OLF
0408 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2,109,11 CNU-HYa GABA,087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,GABA,PAL,PAL,PAL 87%; STR 13%,PAL 87%; sAMY 13%,11 CNU-HYa GABA / 087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba; NT GABA; PAL
0431 RT-ZI Gnb3 Gaba_1,108,12 HY GABA,093 RT-ZI Gnb3 Gaba,GABA,PAL,PAL,PAL 89%; STR 10%; CTXsp 1%,PAL 89%; sAMY 10%; CTXsp 1%,12 HY GABA / 093 RT-ZI Gnb3 Gaba; NT GABA; PAL
0434 RT-ZI Gnb3 Gaba_4,105,12 HY GABA,093 RT-ZI Gnb3 Gaba,GABA,PAL,PAL,PAL 89%; STR 11%,PAL 89%; sAMY 11%,12 HY GABA / 093 RT-ZI Gnb3 Gaba; NT GABA; PAL
0325 LSX Prdm12 Slit2 Gaba_9,104,10 LSX GABA,070 LSX Prdm12 Slit2 Gaba,GABA,STR,LSX,STR 99%; PAL 1%,LSX 99%; PAL 1%,10 LSX GABA / 070 LSX Prdm12 Slit2 Gaba; NT GABA; LSX
0403 MPO-ADP Lhx8 Gaba_2,103,11 CNU-HYa GABA,086 MPO-ADP Lhx8 Gaba,GABA,PAL,PAL,PAL 91%; STR 7%; Isocortex-1 2%,PAL 91%; LSX 7%; AI 2%,11 CNU-HYa GABA / 086 MPO-ADP Lhx8 Gaba; NT GABA; PAL
0235 STR Prox1 Lhx6 Gaba_3,102,08 CNU-MGE GABA,054 STR Prox1 Lhx6 Gaba,GABA,CTXsp,CTXsp,CTXsp 32%; PAL 31%; STR 31%,CTXsp 32%; PAL 31%; sAMY 24%,08 CNU-MGE GABA / 054 STR Prox1 Lhx6 Gaba; NT GABA; CTXsp
0254 NDB-SI-MA-STRv Lhx8 Gaba_11,100,08 CNU-MGE GABA,057 NDB-SI-MA-STRv Lhx8 Gaba,GABA,PAL,PAL,PAL 88%; STR 12%,PAL 88%; sAMY 11%; STRv 1%,08 CNU-MGE GABA / 057 NDB-SI-MA-STRv Lhx8 Gaba; NT GABA; PAL
0127 NP SUB Glut_1,100,02 NP-CT-L6b Glut,033 NP SUB Glut,Glut,HPF,RHP,HPF 99%; CTXsp 1%,RHP 60%; HIP 35%; ENT 4%,02 NP-CT-L6b Glut / 033 NP SUB Glut; NT Glut; RHP
0252 NDB-SI-MA-STRv Lhx8 Gaba_9,98,08 CNU-MGE GABA,057 NDB-SI-MA-STRv Lhx8 Gaba,GABA,STR,sAMY,STR 71%; PAL 29%,sAMY 71%; PAL 29%,08 CNU-MGE GABA / 057 NDB-SI-MA-STRv Lhx8 Gaba; NT GABA; sAMY
0521 AVPV-MEPO-SFO Tbr1 Glut_3,98,13 CNU-HYa Glut,116 AVPV-MEPO-SFO Tbr1 Glut,Glut,PAL,PAL,PAL 98%; STR 2%,PAL 98%; sAMY 1%; LSX 1%,13 CNU-HYa Glut / 116 AVPV-MEPO-SFO Tbr1 Glut; NT Glut; PAL
1172 Tanycyte NN_1,97,30 Astro-Epen,322 Tanycyte NN,nan,PAL,PAL,PAL 95%; HPF 3%; STR 2%,PAL 95%; HIP 3%; sAMY 1%,30 Astro-Epen / 322 Tanycyte NN; NT none; PAL
0390 CEA-BST Ebf1 Pdyn Gaba_7,96,11 CNU-HYa GABA,082 CEA-BST Ebf1 Pdyn Gaba,GABA,STR,sAMY,STR 68%; PAL 30%; CTXsp 2%,sAMY 67%; PAL 30%; CTXsp 2%,11 CNU-HYa GABA / 082 CEA-BST Ebf1 Pdyn Gaba; NT GABA; sAMY
1201 T cells NN_4,95,34 Immune,338 Lymphoid NN,nan,HPF,OLF,HPF 27%; Isocortex-1 26%; OLF 21%,OLF 21%; ENT 13%; RHP 11%,34 Immune / 338 Lymphoid NN; NT none; OLF
0140 DG-PIR Ex IMN_1,92,04 DG-IMN Glut,038 DG-PIR Ex IMN,Glut,CTXsp,CTXsp,CTXsp 41%; HPF 25%; STR 25%,CTXsp 41%; HIP 16%; STRd 15%,04 DG-IMN Glut / 038 DG-PIR Ex IMN; NT Glut; CTXsp
0165 OB Dopa-Gaba_4,91,05 OB-IMN GABA,044 OB Dopa-Gaba,GABA,OLF,OLF,OLF 98%; STR 2%,OLF 98%; STRv 2%,05 OB-IMN GABA / 044 OB Dopa-Gaba; NT GABA; OLF
0378 CEA-AAA-BST Six3 Sp9 Gaba_6,89,11 CNU-HYa GABA,080 CEA-AAA-BST Six3 Sp9 Gaba,GABA,STR,sAMY,STR 58%; PAL 33%; CTXsp 8%,sAMY 51%; PAL 33%; STRv 8%,11 CNU-HYa GABA / 080 CEA-AAA-BST Six3 Sp9 Gaba; NT GABA; sAMY
0482 PVpo-VMPO-MPN Hmx2 Gaba_1,84,12 HY GABA,106 PVpo-VMPO-MPN Hmx2 Gaba,GABA,PAL,PAL,PAL 90%; STR 7%; Isocortex-1 2%,PAL 90%; sAMY 7%; AI 2%,12 HY GABA / 106 PVpo-VMPO-MPN Hmx2 Gaba; NT GABA; PAL
0517 COAa-PAA-MEA Barhl2 Glut_9,84,13 CNU-HYa Glut,114 COAa-PAA-MEA Barhl2 Glut,Glut,STR,sAMY,STR 81%; CTXsp 15%; OLF 2%,sAMY 81%; CTXsp 15%; OLF 2%,13 CNU-HYa Glut / 114 COAa-PAA-MEA Barhl2 Glut; NT Glut; sAMY
0483 PVpo-VMPO-MPN Hmx2 Gaba_2,83,12 HY GABA,106 PVpo-VMPO-MPN Hmx2 Gaba,GABA,PAL,PAL,PAL 98%; Isocortex-1 1%; STR 1%,PAL 98%; AI 1%; sAMY 1%,12 HY GABA / 106 PVpo-VMPO-MPN Hmx2 Gaba; NT GABA; PAL
0360 MEA-BST Lhx6 Nfib Gaba_4,82,11 CNU-HYa GABA,076 MEA-BST Lhx6 Nfib Gaba,GABA,PAL,PAL,PAL 82%; STR 18%,PAL 82%; sAMY 17%; LSX 1%,11 CNU-HYa GABA / 076 MEA-BST Lhx6 Nfib Gaba; NT GABA; PAL
0628 HY Gnrh1 Glut_1,79,15 HY Gnrh1 Glut,142 HY Gnrh1 Glut,Glut,PAL,PAL,PAL 96%; Isocortex-1 1%; STR 1%,PAL 96%; PL-ILA-ORB 1%; LSX 1%,15 HY Gnrh1 Glut / 142 HY Gnrh1 Glut; NT Glut; PAL
0296 NDB-SI-ant Prdm12 Gaba_2,78,11 CNU-HYa GABA,066 NDB-SI-ant Prdm12 Gaba,GABA,PAL,PAL,PAL 71%; STR 29%,PAL 71%; LSX 29%,11 CNU-HYa GABA / 066 NDB-SI-ant Prdm12 Gaba; NT GABA; PAL
0501 BST-po Iigp1 Glut_1,78,13 CNU-HYa Glut,110 BST-po Iigp1 Glut,Glut,PAL,PAL,PAL 94%; STR 6%,PAL 94%; LSX 6%,13 CNU-HYa Glut / 110 BST-po Iigp1 Glut; NT Glut; PAL
0383 ACB-BST-FS D1 Gaba_3,78,11 CNU-HYa GABA,081 ACB-BST-FS D1 Gaba,GABA,PAL,PAL,PAL 85%; STR 15%,PAL 85%; STRv 12%; sAMY 4%,11 CNU-HYa GABA / 081 ACB-BST-FS D1 Gaba; NT GABA; PAL
0134 OB Eomes Ms4a15 Glut_5,77,03 OB-CR Glut,035 OB Eomes Ms4a15 Glut,Glut,OLF,OLF,OLF 95%; STR 4%; Isocortex-1 1%,OLF 95%; LSX 4%; MO-FRP 1%,03 OB-CR Glut / 035 OB Eomes Ms4a15 Glut; NT Glut; OLF
0280 STR D2 Gaba_7,77,09 CNU-LGE GABA,062 STR D2 Gaba,GABA,STR,sAMY,STR 96%; CTXsp 3%; PAL 1%,sAMY 96%; CTXsp 3%; PAL 1%,09 CNU-LGE GABA / 062 STR D2 Gaba; NT GABA; sAMY
0523 AVPV-MEPO-SFO Tbr1 Glut_5,75,13 CNU-HYa Glut,116 AVPV-MEPO-SFO Tbr1 Glut,Glut,PAL,PAL,PAL 71%; STR 29%,PAL 71%; LSX 23%; STRv 4%,13 CNU-HYa Glut / 116 AVPV-MEPO-SFO Tbr1 Glut; NT Glut; PAL
Other (rare),74,12 HY GABA,144 MM Foxb1 Glut,GABA,STR,PAL,STR 49%; PAL 32%; Isocortex-1 8%,PAL 32%; sAMY 28%; LSX 19%,12 HY GABA / 144 MM Foxb1 Glut; NT GABA; PAL
0377 CEA-AAA-BST Six3 Sp9 Gaba_5,73,11 CNU-HYa GABA,080 CEA-AAA-BST Six3 Sp9 Gaba,GABA,STR,sAMY,STR 82%; CTXsp 15%; OLF 3%,sAMY 82%; CTXsp 15%; OLF 3%,11 CNU-HYa GABA / 080 CEA-AAA-BST Six3 Sp9 Gaba; NT GABA; sAMY
0322 LSX Prdm12 Slit2 Gaba_6,72,10 LSX GABA,070 LSX Prdm12 Slit2 Gaba,GABA,STR,LSX,STR 78%; PAL 22%,LSX 78%; PAL 22%,10 LSX GABA / 070 LSX Prdm12 Slit2 Gaba; NT GABA; LSX
0182 Vip Gaba_10,72,06 CTX-CGE GABA,046 Vip Gaba,GABA,HPF,HIP,HPF 49%; STR 33%; CTXsp 12%,HIP 49%; sAMY 33%; CTXsp 12%,06 CTX-CGE GABA / 046 Vip Gaba; NT GABA; HIP
0433 RT-ZI Gnb3 Gaba_3,71,12 HY GABA,093 RT-ZI Gnb3 Gaba,GABA,PAL,PAL,PAL 94%; STR 4%; CTXsp 1%,PAL 94%; sAMY 3%; LSX 1%,12 HY GABA / 093 RT-ZI Gnb3 Gaba; NT GABA; PAL
1200 NK cells NN_3,69,34 Immune,338 Lymphoid NN,nan,Isocortex-1,ENT,Isocortex-1 39%; HPF 29%; STR 17%,ENT 16%; MO-FRP 12%; SS-GU-VISC 10%,34 Immune / 338 Lymphoid NN; NT none; ENT
0138 DG Glut_3,67,04 DG-IMN Glut,037 DG Glut,Glut,HPF,HIP,HPF 100%,HIP 100%,04 DG-IMN Glut / 037 DG Glut; NT Glut; HIP
0113 L6b CTX Glut_4,66,02 NP-CT-L6b Glut,029 L6b CTX Glut,Glut,Isocortex-1,PL-ILA-ORB,Isocortex-1 83%; HPF 17%,PL-ILA-ORB 18%; MOp 15%; AI 15%,02 NP-CT-L6b Glut / 029 L6b CTX Glut; NT Glut; PL-ILA-ORB
0527 ADP-MPO Trp73 Glut_1,65,13 CNU-HYa Glut,118 ADP-MPO Trp73 Glut,Glut,PAL,PAL,PAL 66%; STR 34%,PAL 66%; LSX 34%,13 CNU-HYa Glut / 118 ADP-MPO Trp73 Glut; NT Glut; PAL
0575 LHA-AHN-PVH Otp Trh Glut_2,64,14 HY Glut,131 LHA-AHN-PVH Otp Trh Glut,Glut,STR,sAMY,STR 52%; PAL 47%; CTXsp 2%,sAMY 52%; PAL 47%; CTXsp 2%,14 HY Glut / 131 LHA-AHN-PVH Otp Trh Glut; NT Glut; sAMY
0334 LSX Sall3 Lmo1 Gaba_4,62,10 LSX GABA,072 LSX Sall3 Lmo1 Gaba,GABA,STR,LSX,STR 100%,LSX 100%,10 LSX GABA / 072 LSX Sall3 Lmo1 Gaba; NT GABA; LSX
0419 PVR Six3 Sox3 Gaba_9,61,11 CNU-HYa GABA,089 PVR Six3 Sox3 Gaba,GABA,PAL,PAL,PAL 95%; STR 5%,PAL 95%; LSX 5%,11 CNU-HYa GABA / 089 PVR Six3 Sox3 Gaba; NT GABA; PAL
0243 Sst Chodl Gaba_6,60,08 CNU-MGE GABA,056 Sst Chodl Gaba,GABA,STR,sAMY,STR 88%; PAL 12%,sAMY 88%; PAL 12%,08 CNU-MGE GABA / 056 Sst Chodl Gaba; NT GABA; sAMY
