region,threshold_label,clade,n_tips,au,bp
ALL,0.05,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA,5,0.7537529938882243,0.5128665608159054
ALL,0.05,Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-HVCx,3,0.7933590324551113,0.5279190290668716
ALL,0.05,Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,6,0.7619695247044868,0.5074471854483783
ALL,0.05,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-HVCra|Glut-DACH2-LMANsh,6,0.9811359502130061,0.9969616496897976
ALL,0.05,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,11,0.9811359502130061,0.9969616496897976
ALL,0.05,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA|Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-5|Glut-DACH2-6|Glut-DACH2-7|Glut-DACH2-8|Glut-DACH2-HVCra|Glut-DACH2-HVCx|Glut-DACH2-LMANco|Glut-DACH2-LMANsh,17,1,1
ALL,0.01,Glut-DACH2-5|Glut-DACH2-LMANsh,2,0.7068991965043245,0.701672289862801
ALL,0.01,Glut-CACNA1H-1|Glut-CACNA1H-2,2,1,1
ALL,0.01,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-LMANsh,3,1,1
ALL,0.01,Glut-DACH2-6|Glut-DACH2-8,2,1,1
ALL,0.01,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3,3,0.9650460333343711,0.9471297111173781
ALL,0.01,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-LMANsh,4,1,1
ALL,0.01,Glut-DACH2-1|Glut-DACH2-HVCra,2,0.9998680827790047,0.9994207492755789
ALL,0.01,Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-LMANco,3,0.939586357593696,0.9230566936907646
ALL,0.01,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4,4,0.732766548281468,0.4329636068465875
ALL,0.01,Glut-DACH2-3|Glut-DACH2-4,2,0.6990896030045476,0.5460026790455618
ALL,0.01,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA,5,0.7382909222282013,0.43173337575560994
ALL,0.01,Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-HVCx,3,0.8160529308896647,0.4038645289408653
ALL,0.01,Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,6,0.755822942116542,0.4216899232371385
ALL,0.01,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-HVCra|Glut-DACH2-LMANsh,6,0.992294610270028,0.9985639121528556
ALL,0.01,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,11,0.992294610270028,0.9985639121528556
ALL,0.01,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA|Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-5|Glut-DACH2-6|Glut-DACH2-7|Glut-DACH2-8|Glut-DACH2-HVCra|Glut-DACH2-HVCx|Glut-DACH2-LMANco|Glut-DACH2-LMANsh,17,1,1
ALL,0.001,Glut-DACH2-5|Glut-DACH2-LMANsh,2,0.6546173788124792,0.7288430924274454
ALL,0.001,Glut-CACNA1H-1|Glut-CACNA1H-2,2,1,1
ALL,0.001,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-LMANsh,3,0.9906323906962035,0.9972246531967789
ALL,0.001,Glut-DACH2-6|Glut-DACH2-8,2,1,1
ALL,0.001,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3,3,0.9331472342829863,0.9115201760403867
ALL,0.001,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-LMANsh,4,0.9921487613989983,0.9969766718013958
ALL,0.001,Glut-DACH2-1|Glut-DACH2-HVCra,2,0.9977487088947907,0.9966877049854833
ALL,0.001,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4,4,0.960291413762594,0.788169418274959
ALL,0.001,Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-LMANco,3,0.9535076082245809,0.9490309324133483
ALL,0.001,Glut-DACH2-3|Glut-DACH2-4,2,0.8755644279682089,0.7066276598095118
ALL,0.001,Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-HVCx,3,0.972509593682308,0.7611734051877168
ALL,0.001,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA,5,0.9701271014641345,0.78061047301895925
ALL,0.001,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-HVCra|Glut-DACH2-LMANsh,6,0.99832225240545,0.997485352246425
ALL,0.001,Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,6,0.9707081348864692,0.7626211572559412
ALL,0.001,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,11,0.99832225240545,0.997485352246425
ALL,0.001,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA|Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-5|Glut-DACH2-6|Glut-DACH2-7|Glut-DACH2-8|Glut-DACH2-HVCra|Glut-DACH2-HVCx|Glut-DACH2-LMANco|Glut-DACH2-LMANsh,17,1,1
