region,clade,n_tips,au_published,threshold_label,au_at_threshold,recovered
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,11,0.9809756412213136,0.05,0.9811359502130061,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,11,0.9809756412213136,0.01,0.992294610270028,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,11,0.9809756412213136,0.001,0.99832225240545,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,11,0.9809756412213136,none,0.6093865620725406,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,7,0.7140301850187609,0.5,NA,FALSE
ALL,Glut-CACNA1H-4|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,7,0.7140301850187609,0.25,0.7757496717466863,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,7,0.7140301850187609,0.1,0.7140301850187609,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,7,0.7140301850187609,0.05,NA,FALSE
ALL,Glut-CACNA1H-4|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,7,0.7140301850187609,0.01,NA,FALSE
ALL,Glut-CACNA1H-4|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,7,0.7140301850187609,0.001,NA,FALSE
ALL,Glut-CACNA1H-4|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,7,0.7140301850187609,none,NA,FALSE
ALL,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-HVCra|Glut-DACH2-LMANsh,6,0.9809756412213136,0.5,0.9885526475528587,TRUE
ALL,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-HVCra|Glut-DACH2-LMANsh,6,0.9809756412213136,0.25,0.9934267592254499,TRUE
ALL,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-HVCra|Glut-DACH2-LMANsh,6,0.9809756412213136,0.1,0.9809756412213136,TRUE
ALL,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-HVCra|Glut-DACH2-LMANsh,6,0.9809756412213136,0.05,0.9811359502130061,TRUE
ALL,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-HVCra|Glut-DACH2-LMANsh,6,0.9809756412213136,0.01,0.992294610270028,TRUE
ALL,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-HVCra|Glut-DACH2-LMANsh,6,0.9809756412213136,0.001,0.99832225240545,TRUE
ALL,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-HVCra|Glut-DACH2-LMANsh,6,0.9809756412213136,none,0.6093865620725406,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-RA,4,0.6761037976410529,0.5,0.9079050235368301,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-HVCx,4,0.720479215731465,0.5,NA,FALSE
ALL,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-LMANsh,4,0.9897066607575751,0.5,0.9879913050035134,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-RA,4,0.6761037976410529,0.25,0.86735925252552315,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-HVCx,4,0.720479215731465,0.25,0.8277058283247085,TRUE
ALL,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-LMANsh,4,0.9897066607575751,0.25,0.9948652866121437,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-RA,4,0.6761037976410529,0.1,0.6761037976410529,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-HVCx,4,0.720479215731465,0.1,0.720479215731465,TRUE
ALL,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-LMANsh,4,0.9897066607575751,0.1,0.9897066607575751,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-RA,4,0.6761037976410529,0.05,NA,FALSE
ALL,Glut-CACNA1H-4|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-HVCx,4,0.720479215731465,0.05,NA,FALSE
ALL,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-LMANsh,4,0.9897066607575751,0.05,0.9373044714646931,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-RA,4,0.6761037976410529,0.01,NA,FALSE
ALL,Glut-CACNA1H-4|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-HVCx,4,0.720479215731465,0.01,NA,FALSE
ALL,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-LMANsh,4,0.9897066607575751,0.01,1,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-RA,4,0.6761037976410529,0.001,NA,FALSE
ALL,Glut-CACNA1H-4|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-HVCx,4,0.720479215731465,0.001,NA,FALSE
ALL,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-LMANsh,4,0.9897066607575751,0.001,0.9921487613989983,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-RA,4,0.6761037976410529,none,NA,FALSE
ALL,Glut-CACNA1H-4|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-HVCx,4,0.720479215731465,none,NA,FALSE
ALL,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-LMANsh,4,0.9897066607575751,none,0.9946785564636637,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3,3,0.949906333023554,0.5,0.9390040288767807,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-4|Glut-DACH2-HVCx,3,0.7074327490162189,0.5,NA,FALSE
ALL,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-LMANsh,3,0.9895271683854986,0.5,0.9973017706206673,TRUE
ALL,Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-LMANco,3,0.9903574556991549,0.5,0.980458225816105,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3,3,0.949906333023554,0.25,0.9333024959082652,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-4|Glut-DACH2-HVCx,3,0.7074327490162189,0.25,0.6648259476961662,TRUE
ALL,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-LMANsh,3,0.9895271683854986,0.25,0.9948091016558976,TRUE
ALL,Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-LMANco,3,0.9903574556991549,0.25,0.9905654689962511,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3,3,0.949906333023554,0.1,0.949906333023554,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-4|Glut-DACH2-HVCx,3,0.7074327490162189,0.1,0.7074327490162189,TRUE
ALL,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-LMANsh,3,0.9895271683854986,0.1,0.9895271683854986,TRUE
ALL,Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-LMANco,3,0.9903574556991549,0.1,0.9903574556991549,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3,3,0.949906333023554,0.05,0.7874146824269088,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-4|Glut-DACH2-HVCx,3,0.7074327490162189,0.05,NA,FALSE
ALL,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-LMANsh,3,0.9895271683854986,0.05,0.9641292287743803,TRUE
ALL,Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-LMANco,3,0.9903574556991549,0.05,0.9996604222225546,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3,3,0.949906333023554,0.01,0.9650460333343711,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-4|Glut-DACH2-HVCx,3,0.7074327490162189,0.01,NA,FALSE
ALL,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-LMANsh,3,0.9895271683854986,0.01,1,TRUE
ALL,Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-LMANco,3,0.9903574556991549,0.01,0.939586357593696,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3,3,0.949906333023554,0.001,0.9331472342829863,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-4|Glut-DACH2-HVCx,3,0.7074327490162189,0.001,NA,FALSE
ALL,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-LMANsh,3,0.9895271683854986,0.001,0.9906323906962035,TRUE
ALL,Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-LMANco,3,0.9903574556991549,0.001,0.9535076082245809,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3,3,0.949906333023554,none,0.9941857785529147,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-4|Glut-DACH2-HVCx,3,0.7074327490162189,none,NA,FALSE
ALL,Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-LMANsh,3,0.9895271683854986,none,0.9947763444587049,TRUE
ALL,Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-LMANco,3,0.9903574556991549,none,0.8187896064553624,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2,2,0.9084212005735414,0.5,0.9908389131859884,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-4,2,0.6327649102245733,0.5,NA,FALSE
ALL,Glut-DACH2-1|Glut-DACH2-HVCra,2,0.9636392399819464,0.5,0.9840313389409566,TRUE
ALL,Glut-DACH2-5|Glut-DACH2-LMANsh,2,0.6681526586823942,0.5,0.5674963908660727,TRUE
ALL,Glut-DACH2-6|Glut-DACH2-8,2,0.9587511510608041,0.5,0.8440720693787898,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2,2,0.9084212005735414,0.25,1,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-4,2,0.6327649102245733,0.25,0.642103890247248,TRUE
ALL,Glut-DACH2-1|Glut-DACH2-HVCra,2,0.9636392399819464,0.25,0.991670619550251,TRUE
ALL,Glut-DACH2-5|Glut-DACH2-LMANsh,2,0.6681526586823942,0.25,0.5750388676643826,TRUE
ALL,Glut-DACH2-6|Glut-DACH2-8,2,0.9587511510608041,0.25,0.8531452761825618,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2,2,0.9084212005735414,0.1,0.9084212005735414,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-4,2,0.6327649102245733,0.1,0.6327649102245733,TRUE
ALL,Glut-DACH2-1|Glut-DACH2-HVCra,2,0.9636392399819464,0.1,0.9636392399819464,TRUE
ALL,Glut-DACH2-5|Glut-DACH2-LMANsh,2,0.6681526586823942,0.1,0.6681526586823942,TRUE
ALL,Glut-DACH2-6|Glut-DACH2-8,2,0.9587511510608041,0.1,0.9587511510608041,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2,2,0.9084212005735414,0.05,0.9144274595270406,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-4,2,0.6327649102245733,0.05,NA,FALSE
ALL,Glut-DACH2-1|Glut-DACH2-HVCra,2,0.9636392399819464,0.05,0.9896007112075796,TRUE
ALL,Glut-DACH2-5|Glut-DACH2-LMANsh,2,0.6681526586823942,0.05,0.622722546115973,TRUE
ALL,Glut-DACH2-6|Glut-DACH2-8,2,0.9587511510608041,0.05,0.9852585106665909,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2,2,0.9084212005735414,0.01,1,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-4,2,0.6327649102245733,0.01,NA,FALSE
ALL,Glut-DACH2-1|Glut-DACH2-HVCra,2,0.9636392399819464,0.01,0.9998680827790047,TRUE
ALL,Glut-DACH2-5|Glut-DACH2-LMANsh,2,0.6681526586823942,0.01,0.7068991965043245,TRUE
ALL,Glut-DACH2-6|Glut-DACH2-8,2,0.9587511510608041,0.01,1,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2,2,0.9084212005735414,0.001,1,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-4,2,0.6327649102245733,0.001,NA,FALSE
ALL,Glut-DACH2-1|Glut-DACH2-HVCra,2,0.9636392399819464,0.001,0.9977487088947907,TRUE
ALL,Glut-DACH2-5|Glut-DACH2-LMANsh,2,0.6681526586823942,0.001,0.6546173788124792,TRUE
ALL,Glut-DACH2-6|Glut-DACH2-8,2,0.9587511510608041,0.001,1,TRUE
ALL,Glut-CACNA1H-1|Glut-CACNA1H-2,2,0.9084212005735414,none,0.9999888763187218,TRUE
ALL,Glut-CACNA1H-4|Glut-DACH2-4,2,0.6327649102245733,none,NA,FALSE
ALL,Glut-DACH2-1|Glut-DACH2-HVCra,2,0.9636392399819464,none,0.9997098539785918,TRUE
ALL,Glut-DACH2-5|Glut-DACH2-LMANsh,2,0.6681526586823942,none,0.6445849450137597,TRUE
ALL,Glut-DACH2-6|Glut-DACH2-8,2,0.9587511510608041,none,1,TRUE
ARCO,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA,5,1,0.5,1,TRUE
ARCO,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA,5,1,0.25,1,TRUE
ARCO,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA,5,1,0.1,1,TRUE
ARCO,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA,5,1,0.05,1,TRUE
ARCO,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA,5,1,0.01,1,TRUE
ARCO,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA,5,1,0.001,1,TRUE
ARCO,Glut-CACNA1H-1|Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4|Glut-CACNA1H-RA,5,1,none,1,TRUE
ARCO,Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4,3,0.9510441392591761,0.5,0.918272567404526,TRUE
ARCO,Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4,3,0.9510441392591761,0.25,0.9538374688295076,TRUE
ARCO,Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4,3,0.9510441392591761,0.1,0.9510441392591761,TRUE
ARCO,Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4,3,0.9510441392591761,0.05,0.9460601031403572,TRUE
ARCO,Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4,3,0.9510441392591761,0.01,0.891735874917594,TRUE
ARCO,Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4,3,0.9510441392591761,0.001,0.9059477973282516,TRUE
ARCO,Glut-CACNA1H-2|Glut-CACNA1H-3|Glut-CACNA1H-4,3,0.9510441392591761,none,0.8242902876872306,TRUE
ARCO,Glut-CACNA1H-1|Glut-CACNA1H-RA,2,0.9416128063859124,0.5,0.9072408521005272,TRUE
ARCO,Glut-CACNA1H-2|Glut-CACNA1H-4,2,0.9930228225577334,0.5,0.9924587810243725,TRUE
ARCO,Glut-CACNA1H-1|Glut-CACNA1H-RA,2,0.9416128063859124,0.25,0.9497190495371434,TRUE
ARCO,Glut-CACNA1H-2|Glut-CACNA1H-4,2,0.9930228225577334,0.25,0.9946807937982964,TRUE
ARCO,Glut-CACNA1H-1|Glut-CACNA1H-RA,2,0.9416128063859124,0.1,0.9416128063859124,TRUE
ARCO,Glut-CACNA1H-2|Glut-CACNA1H-4,2,0.9930228225577334,0.1,0.9930228225577334,TRUE
ARCO,Glut-CACNA1H-1|Glut-CACNA1H-RA,2,0.9416128063859124,0.05,0.9350154881778111,TRUE
ARCO,Glut-CACNA1H-2|Glut-CACNA1H-4,2,0.9930228225577334,0.05,0.9989061907416046,TRUE
ARCO,Glut-CACNA1H-1|Glut-CACNA1H-RA,2,0.9416128063859124,0.01,0.8996552680097902,TRUE
ARCO,Glut-CACNA1H-2|Glut-CACNA1H-4,2,0.9930228225577334,0.01,0.9952903898105121,TRUE
ARCO,Glut-CACNA1H-1|Glut-CACNA1H-RA,2,0.9416128063859124,0.001,0.9239224384828226,TRUE
ARCO,Glut-CACNA1H-2|Glut-CACNA1H-4,2,0.9930228225577334,0.001,0.9972140852429147,TRUE
ARCO,Glut-CACNA1H-1|Glut-CACNA1H-RA,2,0.9416128063859124,none,0.8469681554521605,TRUE
ARCO,Glut-CACNA1H-2|Glut-CACNA1H-4,2,0.9930228225577334,none,1,TRUE
NIDO,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-5|Glut-DACH2-6|Glut-DACH2-7|Glut-DACH2-8|Glut-DACH2-HVCra|Glut-DACH2-HVCx|Glut-DACH2-LMANco|Glut-DACH2-LMANsh,12,1,0.5,1,TRUE
NIDO,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-5|Glut-DACH2-6|Glut-DACH2-7|Glut-DACH2-8|Glut-DACH2-HVCra|Glut-DACH2-HVCx|Glut-DACH2-LMANco|Glut-DACH2-LMANsh,12,1,0.25,1,TRUE
NIDO,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-5|Glut-DACH2-6|Glut-DACH2-7|Glut-DACH2-8|Glut-DACH2-HVCra|Glut-DACH2-HVCx|Glut-DACH2-LMANco|Glut-DACH2-LMANsh,12,1,0.1,1,TRUE
NIDO,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-5|Glut-DACH2-6|Glut-DACH2-7|Glut-DACH2-8|Glut-DACH2-HVCra|Glut-DACH2-HVCx|Glut-DACH2-LMANco|Glut-DACH2-LMANsh,12,1,0.05,1,TRUE
NIDO,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-5|Glut-DACH2-6|Glut-DACH2-7|Glut-DACH2-8|Glut-DACH2-HVCra|Glut-DACH2-HVCx|Glut-DACH2-LMANco|Glut-DACH2-LMANsh,12,1,0.01,1,TRUE
NIDO,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-5|Glut-DACH2-6|Glut-DACH2-7|Glut-DACH2-8|Glut-DACH2-HVCra|Glut-DACH2-HVCx|Glut-DACH2-LMANco|Glut-DACH2-LMANsh,12,1,0.001,1,TRUE
NIDO,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-5|Glut-DACH2-6|Glut-DACH2-7|Glut-DACH2-8|Glut-DACH2-HVCra|Glut-DACH2-HVCx|Glut-DACH2-LMANco|Glut-DACH2-LMANsh,12,1,none,1,TRUE
NIDO,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-HVCra|Glut-DACH2-LMANsh,6,0.8700463764804881,0.5,0.7935035534627111,TRUE
NIDO,Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,6,0.85624672351525,0.5,0.7736357532126562,TRUE
NIDO,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-HVCra|Glut-DACH2-LMANsh,6,0.8700463764804881,0.25,0.8421158200523123,TRUE
NIDO,Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,6,0.85624672351525,0.25,0.8368001105401673,TRUE
NIDO,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-HVCra|Glut-DACH2-LMANsh,6,0.8700463764804881,0.1,0.8700463764804881,TRUE
NIDO,Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,6,0.85624672351525,0.1,0.85624672351525,TRUE
NIDO,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-HVCra|Glut-DACH2-LMANsh,6,0.8700463764804881,0.05,0.8643704046767877,TRUE
NIDO,Glut-DACH2-3|Glut-DACH2-4|Glut-DACH2-6|Glut-DACH2-8|Glut-DACH2-HVCx|Glut-DACH2-LMANco,6,0.85624672351525,0.05,0.8524297324843502,TRUE
NIDO,Glut-DACH2-1|Glut-DACH2-2|Glut-DACH2-5|Glut-DACH2-7|Glut-DACH2-HVCra|Glut-DACH2-LMANsh,6,0.8700463764804881,0.01,0.989614373404514,TRUE
