,Astrocytes,COPs+NFOLs,Ex_BCL6,Ex_CACNA1H_CPA6,Ex_CACNA1H_KIT,Ex_CACNA1H_LHX9,Ex_CACNA1H_MCTP2,Ex_CACNA1H_PROX1,Ex_DACH2_ADAMTS5,Ex_DACH2_CEMIP,Ex_DACH2_GRIK4,Ex_DACH2_ITGA9,Ex_DACH2_LHX2,Ex_DACH2_LUZP2,Ex_DACH2_MGAT4C,Ex_DACH2_NR4A3,Ex_DACH2_RORB,Ex_DACH2_SLIT2,Ex_DACH2_TAC1,Ex_DACH2_ZMAT4,Ex_KIAA1217,Ex_KIAA1217_BCL6,Ex_Pre_KCNH7,Ex_Pre_SATB2,Ex_SATB2_FOXP2,Ex_SATB2_OVOA,Ex_SATB2_SOX6,Ex_SATB2_ZNF385B,Ex_TCF7L2,Ex_TSHZ2_NR4A2,Inh_CGE_like_CACNA1B,Inh_CGE_like_CACNA2D3,Inh_CGE_like_MAN1A1,Inh_LGE_like_FOXP1_DGKH,Inh_LGE_like_FOXP1_SGCG,Inh_LGE_like_FOXP2,Inh_LGE_like_Pre,Inh_MGE_like_ANO1,Inh_MGE_like_LHX8,Inh_MGE_like_SST_ABI3BP,Inh_MGE_like_SST_PVALB,Inh_MGE_like_SST_SLC24A2,Inh_MGE_like_ST18,Inh_MGE_like_ST18_PVALB,Inh_OB_CPA6,Inh_OB_FGFRL1,Microglia,OPCs,Oligodendrocytes,Vascular
GABA-3,-0.09883,-0.02406,0.02436,0.03067,-0.02334,-0.04852,-0.06624,-0.03369,-0.05818,-0.07694,-0.08288,-0.0769,-0.05337,-0.04103,-0.07355,-0.08386,0.07516,-0.08235,-0.05281,-0.04283,0.04791,-0.03279,0.04602,0.04153,-0.04194,-0.08398,-0.00847,0.00153,0.13094,-0.02938,0.23969,0.27556,0.23866,0.03576,0.03616,0.07175,0.07956,0.36046,0.23091,0.39357,0.53433,0.37489,0.34899,0.37151,0.06454,0.06618,0.05169,-0.01139,0.009,-0.0513
GABA-4-1,-0.0926,0.0108,0.03299,0.03202,-0.04105,-0.06704,-0.05997,-0.04819,-0.01377,-0.04547,-0.07326,-0.05048,-0.02678,-0.03393,-0.03973,-0.03194,0.1138,-0.08161,-0.03984,-0.01768,0.07712,-0.00384,0.06959,0.05729,-0.01491,-0.03908,0.02462,0.0275,0.13438,-0.01104,0.23806,0.2569,0.23219,0.05695,0.05186,0.10605,0.11178,0.35815,0.24553,0.37757,0.50905,0.36996,0.33373,0.39222,0.08704,0.07906,0.10228,0.00068,0.05708,-0.00335
GABA-4-2,-0.06638,-0.0013,0.04255,0.08287,0.03185,0.00939,-0.01312,0.02462,-0.01085,-0.03588,-0.04982,-0.05011,-0.00158,0.00379,-0.02457,-0.05225,0.11717,-0.05297,-0.02053,-0.01108,0.07455,-0.00525,0.03554,0.03034,-0.01076,-0.04646,0.0202,0.04147,0.16391,1e-05,0.20394,0.22231,0.20747,0.07682,0.06507,0.06495,0.0552,0.32939,0.24302,0.27503,0.44573,0.29118,0.27958,0.39703,0.06967,0.06363,0.08627,0.01027,0.04519,-0.02561
GABA-5-1,-0.09036,-0.01801,0.03416,0.0164,0.00196,-0.03735,-0.05672,0.00183,-0.06596,-0.07393,-0.09424,-0.08777,-0.03311,-0.00057,-0.05617,-0.08697,-0.01236,-0.0518,-0.02854,-0.06407,-0.00423,-0.05466,0.09689,0.09272,-0.08078,-0.08369,-0.0332,-0.02084,0.13052,-0.07627,0.31698,0.33549,0.3668,0.01137,0.03673,0.12841,0.15124,0.22178,0.16567,0.25783,0.18811,0.23565,0.26219,0.14525,0.12378,0.08839,-0.02024,0.05779,-0.03235,-0.0837
GABA-5-2,-0.04637,0.02487,0.00018,0.02732,-0.02927,-0.07682,-0.10653,-0.01037,-0.12912,-0.1076,-0.1256,-0.13399,-0.09281,-0.05462,-0.13179,-0.12161,-0.00085,-0.11609,-0.06381,-0.11039,0.00638,-0.06331,0.13821,0.13482,-0.10853,-0.13031,-0.06201,-0.01176,0.11081,-0.09669,0.4214,0.35866,0.39687,0.00313,0.04663,0.13963,0.20385,0.24122,0.15431,0.27771,0.18195,0.24176,0.27985,0.14154,0.16666,0.13489,0.03536,0.0962,0.01172,-0.03933
GABA-6,-0.02583,0.0174,0.06414,0.03407,0.01038,-0.0334,-0.04218,0.03665,-0.03027,-0.09114,-0.05281,-0.07569,0.02902,0.05079,-0.00501,-0.03694,0.04215,-0.06282,-0.03258,-0.06828,0.02043,-0.0484,0.08384,0.07964,-0.03731,-0.03423,0.0077,0.03863,0.09306,-0.05588,0.30513,0.27465,0.29817,0.05398,0.07549,0.11352,0.1292,0.45286,0.18203,0.31571,0.3422,0.27179,0.29294,0.26864,0.15524,0.12112,0.08315,0.03249,0.03907,-0.00135
GABA-7,-0.09547,-0.00136,0.04215,0.01851,-0.01844,-0.04987,-0.06943,-0.02238,-0.07052,-0.06173,-0.09748,-0.07103,-0.06126,-0.05489,-0.08837,-0.09785,0.05802,-0.06326,-0.01464,-0.0272,0.08436,-0.00786,0.09491,0.12354,-0.0332,-0.07823,-0.001,0.03416,0.14965,-0.04154,0.2675,0.27945,0.2933,-0.00493,0.03112,0.10468,0.15971,0.27986,0.19517,0.32357,0.31033,0.31431,0.42648,0.27651,0.08725,0.0773,0.0119,0.02119,-0.00505,-0.05592
GABA-8,-0.07201,0.00477,0.09855,0.03095,-0.00071,-0.03378,-0.02256,0.00728,-0.02617,-0.00676,-0.06644,-0.04073,-0.00889,-0.00028,-0.02987,-0.04657,0.06885,-0.02267,0.00292,-0.00567,0.06047,0.00852,0.11979,0.13566,-0.02963,-0.02388,-0.01302,0.01021,0.19184,-0.03479,0.19457,0.25027,0.23765,0.02494,0.05606,0.12829,0.16777,0.22276,0.38454,0.2733,0.23068,0.27034,0.26434,0.1867,0.10971,0.08858,0.0604,0.03832,0.00553,-0.01027
GABA-Im,-0.16862,-0.03626,0.00858,0.01838,-0.03767,-0.07037,-0.08603,-0.04317,-0.12476,-0.10955,-0.13386,-0.12933,-0.09902,-0.06486,-0.12443,-0.12409,-0.00125,-0.10493,-0.07644,-0.10983,0.00909,-0.03773,0.15487,0.15305,-0.08683,-0.09742,-0.04777,-0.00504,0.13196,-0.08388,0.26338,0.31051,0.27076,0.02185,0.03811,0.15892,0.23468,0.25799,0.20111,0.4019,0.3201,0.38978,0.36811,0.24976,0.12151,0.10226,0.00196,0.00199,-0.05004,-0.08598
Glut-CACNA1H-1,-0.18658,-0.13152,0.21695,0.25099,0.30903,0.32085,0.2997,0.1865,0.18954,0.26756,0.20596,0.29314,0.15764,0.12188,0.18136,0.22353,0.12701,0.21809,0.19641,0.22721,0.26988,0.29671,0.04671,0.06338,0.28765,0.22008,0.23697,0.23099,0.07551,0.39871,-0.04938,-0.04644,-0.04172,0.10341,0.08503,0.07716,-0.01542,-0.01669,0.05084,-0.06932,-0.00326,-0.01716,-0.05343,0.0204,0.0221,0.01288,-0.0447,-0.10989,-0.11808,-0.12807
Glut-CACNA1H-2,-0.20035,-0.15253,0.26432,0.24612,0.36119,0.35971,0.36029,0.25323,0.17313,0.24303,0.23361,0.2885,0.21724,0.19097,0.20237,0.23526,0.03886,0.25575,0.19732,0.18171,0.23373,0.29832,0.05613,0.08784,0.27418,0.27662,0.23137,0.21541,0.0198,0.36195,-0.06481,-0.07079,-0.06381,0.09109,0.10015,0.07959,-0.00342,-0.05149,-0.02111,-0.06725,-0.05562,-0.03327,-0.07505,-0.06694,0.03899,0.04298,-0.05869,-0.12041,-0.14154,-0.13764
Glut-CACNA1H-3,-0.15171,-0.11254,0.20989,0.2153,0.27054,0.28017,0.26573,0.15535,0.19657,0.25976,0.20054,0.28945,0.15709,0.11477,0.18309,0.24648,0.1181,0.20636,0.18949,0.22703,0.25961,0.28486,0.06001,0.07599,0.27942,0.22947,0.23234,0.21691,0.04594,0.37657,-0.03798,-0.04085,-0.02462,0.09812,0.09498,0.10382,0.01217,-0.01484,0.03866,-0.04916,-0.00954,-0.02039,-0.04059,0.00349,0.03782,0.02985,-0.01616,-0.07446,-0.08442,-0.09595
Glut-CACNA1H-4,-0.2078,-0.14143,0.26007,0.22812,0.3645,0.40022,0.3875,0.29976,0.19193,0.2257,0.26518,0.28876,0.28854,0.27526,0.27514,0.23796,0.03669,0.28247,0.21085,0.15921,0.19906,0.27736,0.03325,0.08584,0.26391,0.28155,0.25072,0.23063,0.02536,0.30224,-0.08109,-0.07369,-0.08141,0.14903,0.13207,0.08148,-0.02097,-0.04697,-3e-05,-0.09957,-0.0789,-0.05305,-0.11623,-0.07117,0.03465,0.03505,-0.05378,-0.12349,-0.14539,-0.15492
