gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
TAF1,9.832867296994014e-19,-1.3500256278482778,0.107,0.265,1.526355990512381e-14
C4H20orf194,1.022857292110478e-18,0.4810990082997891,0.77,0.681,1.5877813745430948e-14
ANK3,1.1097742501006294e-18,0.4430025582901276,0.922,0.894,1.722702568431207e-14
KCNIP2,1.2738808082374947e-18,-0.9263553195599902,0.244,0.417,1.977445178627063e-14
PIGG,1.3450350683642455e-18,1.319086930494001,0.227,0.106,2.0878979366218183e-14
EPB41L3,1.6155814851901987e-18,0.5721292710934808,0.73,0.614,2.5078671394607456e-14
C12H3orf18,1.783354100744111e-18,-1.5541706470691155,0.079,0.227,2.7683005705850836e-14
CADM1,1.7968602117208036e-18,-0.6547023671778041,0.478,0.631,2.7892661066542035e-14
CAP2,1.9172807555144948e-18,0.9675452498225248,0.384,0.24,2.97619491678515e-14
SRA1,2.0282855912444336e-18,-1.1212819527457045,0.169,0.336,3.148507723288734e-14
PHEX,2.1518292761148928e-18,-1.405905580393563,0.145,0.303,3.340284585313148e-14
LOC110472087,2.8003630426635927e-18,0.5965939934060391,0.73,0.644,4.347003551126695e-14
DUSP3,3.0246223427666663e-18,-1.7873039210213566,0.058,0.195,4.695121262676696e-14
DENND2B,4.050438403472461e-18,-2.4369756782373706,0.032,0.155,6.287495533710301e-14
FAM20C,4.537545539903037e-18,-0.8371177972200474,0.319,0.486,7.043631941591483e-14
TTC9,7.741678807814952e-18,-0.967521722409513,0.171,0.341,1.201740801337115e-13
MXI1,8.11301875020925e-18,-1.3023886654103902,0.113,0.266,1.2593839005949818e-13
NDRG3,1.310701740020036e-17,-1.1236567599336078,0.139,0.298,2.034602311033102e-13
GABRA1,1.4185090892322643e-17,0.780694095317852,0.457,0.3,2.201951659215244e-13
ADAM11,1.4727515230445337e-17,-1.1111362510147988,0.173,0.334,2.2861521892220296e-13
OSBPL5,1.6384647101709715e-17,0.43722072019012503,0.855,0.807,2.543388769598399e-13
PRKD1,1.993616462547566e-17,1.6319902552986734,0.158,0.062,3.094690834812587e-13
CHST13,1.995973606384193e-17,-1.9225501032430161,0.045,0.172,3.0983498291901824e-13
nbis-11,2.565950814543413e-17,0.5898571949522574,0.435,0.276,3.9831254494157397e-13
PTPRR,2.58683198801171e-17,1.1621673612685064,0.289,0.16,4.0155392949905775e-13
AMER2,2.825201057229608e-17,1.3978358268359412,0.153,0.059,4.38555960113752e-13
NRCAM,3.150928226313593e-17,-0.5311605865270442,0.536,0.691,4.89118588570659e-13
GMFB,3.36415059261218e-17,-2.1869309347843267,0.038,0.159,5.222170964911887e-13
ITPKA,3.608167844279094e-17,0.8552028708009103,0.47,0.331,5.600958944674437e-13
TEX264,3.774117515162855e-17,-2.016929958895704,0.043,0.168,5.858562618787301e-13
LOC110477604,3.874726748184343e-17,-2.30108693103279,0.035,0.155,6.014738331206556e-13
ARFGEF3,4.3786785538286916e-17,-0.5246035110313718,0.562,0.692,6.797022719108278e-13
RAB11FIP2,4.7653649026745167e-17,-1.3689755781195632,0.092,0.236,7.397275938421653e-13
EFNB1,5.608318383783599e-17,1.012795466647538,0.358,0.224,8.70579262714728e-13
LOC110475719,5.904454122253273e-17,-0.5972013370321072,0.474,0.623,9.165484133973755e-13
GAB1,6.90098853180892e-17,-1.2342862633681073,0.168,0.321,1.0712404497926986e-12
SETD5,7.652531387781958e-17,-1.0316001573747855,0.194,0.352,1.1879024473253933e-12
PRKG1,8.298767724285733e-17,-0.9008987985835775,0.276,0.44,1.2882177138408743e-12
NPY1R,8.859298259400936e-17,-1.5303652750179897,0.088,0.227,1.3752288688068074e-12
KDM6A,9.006826252962125e-17,0.5348949882861637,0.73,0.644,1.3981296392473108e-12
FAM110B,9.698496639045223e-17,-0.6407976294932284,0.442,0.602,1.5054976332789899e-12
DENND5B,1.0527006200360739e-16,-0.6860680269864479,0.392,0.546,1.6341071724819974e-12
SMPD3,1.0693015574884584e-16,-0.5553482778001387,0.721,0.827,1.659876807689334e-12
PELI1,1.1172766543477198e-16,-0.6668682474540206,0.41,0.578,1.7343485505439655e-12
EFHD2,1.1830607624148492e-16,-1.8117127536188677,0.049,0.174,1.8364652214965704e-12
FHOD3,1.1851132836231626e-16,-1.1509570752346248,0.165,0.318,1.8396513501682352e-12
MAP7D2,1.2316341897178619e-16,-1.0601538176274496,0.181,0.337,1.911865752699037e-12
ABLIM2,1.264326560970347e-16,-0.5885547737391762,0.462,0.61,1.9626141205942695e-12
CDH17,1.3410895647817717e-16,0.8717862670170936,0.447,0.299,2.081773331410744e-12
MFAP3L,1.5034545896225348e-16,-0.8842912599934465,0.329,0.48,2.333812559471061e-12
LOC110468735,1.5745620189190895e-16,-1.4293275763018438,0.085,0.223,2.4441926219681026e-12
SACS,1.785665864859174e-16,-0.8640817370229787,0.21,0.376,2.771889122020896e-12
KCNK13,1.9660077137187629e-16,1.2343451449098102,0.228,0.113,3.0518337740056357e-12
RNF130,1.9762821185942118e-16,-1.0079770447884622,0.162,0.319,3.0677827326937947e-12
PRICKLE2,2.1062653622949488e-16,0.6419080585518707,0.653,0.551,3.269555721890449e-12
LOC110476633,2.25616080193083e-16,0.7491554208061557,0.542,0.434,3.5022384128372273e-12
EPB41L4B,2.3563285367773647e-16,0.5259278887346577,0.73,0.632,3.657728787639503e-12
RPS9,2.530195366901613e-16,-1.3425309707643294,0.087,0.225,3.927622268041374e-12
ATP2A3,2.665115021397503e-16,-0.7527931403590309,0.236,0.406,4.1370580477153435e-12
KIF13B,3.1958611469042134e-16,1.0161080829866547,0.315,0.186,4.9609352583394105e-12
BRCA2,4.698839561260192e-16,-1.4552984884409599,0.084,0.219,7.294008650944196e-12
CDC14B,4.759185618232165e-16,-1.2429813318868752,0.129,0.273,7.38768383518179e-12
LOC110468166,4.820095832291616e-16,-1.0021862193562256,0.153,0.309,7.482234760466275e-12
CNGB3,4.990798753518146e-16,1.2556543618392741,0.214,0.103,7.747216905086219e-12
SMOC1,5.054653666014642e-16,1.163300050938347,0.276,0.155,7.846338885754529e-12
LOC110483618,5.187580195146045e-16,-1.1121496597192415,0.147,0.296,8.052680736925206e-12
LOC110479271,5.372237372996793e-16,-0.40616271892349054,0.73,0.834,8.339324074102921e-12
ATP9B,6.087751220662047e-16,-0.5384093105564022,0.52,0.671,9.450016219833696e-12
PCGF3,6.316956445508886e-16,0.788120041492018,0.533,0.425,9.805811490363443e-12
ZRANB1,6.347445153215326e-16,-0.5882562469298459,0.415,0.577,9.853139111336151e-12
ACBD5,6.429381151773968e-16,-1.0225706348192938,0.178,0.33,9.98032836189873e-12
HEATR5A,7.207563628047521e-16,-1.8311828075367598,0.051,0.171,1.1188301019818167e-11
UST,7.752189335419444e-16,1.1757397684916793,0.23,0.116,1.2033723505371603e-11
SCRN1,7.793583201769353e-16,-1.1509328152117397,0.116,0.259,1.2097979204106566e-11
ADAM10,8.936803508463749e-16,-1.0915490139029842,0.143,0.291,1.3872600086188277e-11
SH3PXD2B,9.221436643374939e-16,1.105190011944273,0.312,0.185,1.4314436101510917e-11
LOC116183539,9.239115618096195e-16,-1.3385634493481595,0.104,0.242,1.4341879173970723e-11
LOC110469389,9.425536811046773e-16,1.2282031271959952,0.227,0.115,1.4631260791787906e-11
SLC44A3,9.671043644281917e-16,-2.2379653300309217,0.04,0.154,1.501236104901882e-11
ATP6AP1,1.0067704719215882e-15,-0.7265858071842131,0.334,0.496,1.5628098035638814e-11
CHRM4,1.0476668100635032e-15,-1.2454688212935732,0.127,0.269,1.6262931892615762e-11
ACTR3B,1.2168973307958615e-15,-1.331513088112175,0.097,0.233,1.8889897265944158e-11
nbis-7,1.221275575467091e-15,0.4857211626476519,0.504,0.354,1.8957860757975655e-11
SBF2,1.2271094833103438e-15,-1.0698162986063249,0.155,0.303,1.9048420509426467e-11
RNF146,1.2596419656983215e-15,1.309625795521896,0.179,0.08,1.9553422233535044e-11
TTC37,1.6044686128261373e-15,-0.5745987451981442,0.483,0.631,2.490616627690013e-11
TEAD1,1.7334385569139723e-15,0.6254215469782529,0.663,0.575,2.690816671897559e-11
AMPD3,1.904718696926591e-15,-1.7618612819317439,0.059,0.18,2.956694833239147e-11
CCSER2,2.1701994133772068e-15,-0.7426843107488569,0.262,0.423,3.368800549385438e-11
PLPP1,2.2398309337539766e-15,-0.7648451403705647,0.241,0.402,3.476889558466298e-11
DNTTIP2,2.512227276731276e-15,-1.188940124276276,0.114,0.253,3.8997304016699596e-11
SERINC1,2.811018998464782e-15,1.216529261361966,0.23,0.118,4.363544791316881e-11
PFKP,3.706805861801836e-15,-0.8362260547359421,0.233,0.389,5.7540747392749905e-11
SPRED1,3.91594962939963e-15,0.9836372532383009,0.314,0.19,6.078728609717045e-11
LOC116184565,4.53701943530003e-15,-0.5505716180722044,0.497,0.651,7.042815269416236e-11
HDAC9,4.610987322459823e-15,1.1525994765684722,0.374,0.258,7.157635620654384e-11
CDK17,5.672206454716166e-15,0.5446025524583346,0.649,0.517,8.804966079655905e-11
DDX20,6.005669994029921e-15,0.9802243838932712,0.259,0.14,9.322601531732646e-11
FGF13,6.0462606473197295e-15,0.7170953720041042,0.535,0.422,9.385610402834416e-11
TPPP,6.1734588526548965e-15,-0.5923107147092564,0.354,0.525,9.583060176976196e-11
FSTL4,6.565545994845883e-15,-0.5322012134532038,0.551,0.689,1.0191697047799264e-10
NISCH,6.583626091950166e-15,0.8006757664199773,0.389,0.252,1.0219762782534242e-10
WNK2,7.338669610820188e-15,-0.5636171624630995,0.449,0.601,1.1391816836876178e-10
TULP4,8.865362800394782e-15,-0.5014869735208612,0.519,0.648,1.376170267505282e-10
ASTN1,9.143129897022379e-15,0.7414461373851651,0.397,0.261,1.419288053914784e-10
NEDD9,9.489826463096131e-15,-1.3732289059608391,0.117,0.249,1.4731057618664124e-10
LOC110481543,1.0258624386702271e-14,-1.2385497720242857,0.103,0.235,1.5924462635477935e-10
FRY,1.2401654723854483e-14,0.40214900658279185,0.829,0.793,1.9251088627839314e-10
CCAR1,1.3457678246255801e-14,-0.8531670918379306,0.182,0.331,2.089035394166288e-10
TMOD1,1.4468214471594157e-14,-1.4068743739660994,0.091,0.217,2.245900932425561e-10
RCOR1,1.5760554792803435e-14,-0.9707806286156895,0.185,0.329,2.446510920486877e-10
LFNG,1.6688750540186604e-14,-0.8313856690938046,0.218,0.374,2.5905947463531667e-10
STAT1,1.8961370672329522e-14,-0.523064910078477,0.419,0.571,2.9433735694657115e-10
NSMF,1.9309365596057528e-14,-0.7643322277206369,0.25,0.404,2.99739282147601e-10
TMEM169,2.1197253914480614e-14,0.7539550577486468,0.48,0.37,3.290449725144826e-10
MAP1B,2.2295610568893446e-14,-0.5728358209669971,0.47,0.629,3.46094762860933e-10
RXRA,2.4930747499463693e-14,0.44075670204938033,0.762,0.679,3.869999934341749e-10
TDRD7,2.5802344699725245e-14,-1.8647581286690191,0.045,0.153,4.00529796773835e-10
CELF5,2.6323603027188697e-14,0.7392981270731251,0.494,0.381,4.0862128979105013e-10
TSPAN9,2.991635981036818e-14,-0.6183303753256614,0.457,0.604,4.6439165333634526e-10
NDUFS4,3.6333139513926886e-14,-0.7473129733625881,0.221,0.376,5.63999324674687e-10
ILF3,3.8853301530105603e-14,-0.9220228987639574,0.15,0.292,6.031197996518293e-10
IMMP2L,4.104194650640725e-14,-0.5337552094009019,0.52,0.671,6.370941356189597e-10
PARM1,4.412506764851504e-14,-0.8223997440838957,0.243,0.388,6.84953425107899e-10
KIF26B,5.108652655540243e-14,0.7853266816070138,0.399,0.268,7.93016151719512e-10
TCEA2,5.1487165136081027e-14,-1.688643693889527,0.051,0.16,7.992352644073858e-10
SH3RF3,5.477264733851119e-14,-0.5729186518482529,0.542,0.669,8.502358046357092e-10
PDLIM5,5.557949505610194e-14,-0.8970616736945222,0.22,0.365,8.627605017558704e-10
DOCK2,6.336825225502501e-14,1.0976901544066608,0.234,0.125,9.836653797547532e-10
ZNF385C,6.647733142676462e-14,-1.0024337193332125,0.163,0.302,1.031927615737667e-9
ADAM23,7.197545824570612e-14,-0.4573541053734642,0.54,0.687,1.1172750383480962e-9
LUC7L,8.729748505871908e-14,0.6593080288994515,0.471,0.328,1.3551188605664964e-9
AP3B1,8.759930066559358e-14,-0.9638300249786533,0.165,0.304,1.359803944232009e-9
MYO5A,8.768126306404829e-14,0.7061669511833502,0.481,0.343,1.3610762465432216e-9
LOC110473696,1.0175266449473563e-13,0.9198310015870323,0.332,0.211,1.5795066109517812e-9
SLITRK2,1.0732925462945091e-13,-1.7453684468019697,0.048,0.154,1.6660720196129665e-9
SRRM3,1.267735889887332e-13,-0.6277683863444605,0.402,0.53,1.9679064218721056e-9
GAS6,1.4145488204081373e-13,-0.7066709888652423,0.241,0.397,2.1958041339195517e-9
PLCG1,1.4525616062126147e-13,1.2530040676321805,0.182,0.088,2.2548113813238417e-9
ARHGEF6,1.7640820828049309e-13,-1.297193014928299,0.098,0.22,2.738384617138094e-9
STON2,1.8767620261465513e-13,1.2955421806598069,0.16,0.073,2.9132976931872916e-9
DNM3,1.906275351546631e-13,0.45991990563676427,0.697,0.613,2.9591112282058354e-9
RSF1,1.9995625846161996e-13,-0.746692420904628,0.257,0.401,3.1039210000997266e-9
ATP8B1,1.999775609033985e-13,-1.542221632707777,0.055,0.163,3.104251677903455e-9
FHDC1,2.0844175663746808e-13,-1.328476551822106,0.081,0.198,3.235641388283417e-9
TMEM131,2.1328314675823263e-13,-0.6117503594173312,0.423,0.549,3.3107942871280452e-9
MGARP,2.1520623244569182e-13,-0.9574130440837307,0.136,0.268,3.340646346254474e-9
LOC110483535,2.2043808659976688e-13,-0.7587408787895864,0.256,0.398,3.4218604182881814e-9
CD47,2.2080859559656456e-13,0.856649078180532,0.35,0.228,3.4276118294454718e-9
NEXMIF,2.2234323792122872e-13,0.4278302765664358,0.701,0.611,3.4514340822512336e-9
MSH4,2.2489004482801058e-13,-1.0121016882213083,0.153,0.286,3.490968165865208e-9
MCF2L,2.347446617237023e-13,-0.4132557640931541,0.697,0.81,3.6439413839370307e-9
NEO1,2.4788877394661433e-13,-0.6304471096338482,0.35,0.491,3.8479774379732945e-9
SLC2A13,2.7468787955000394e-13,0.8291427179663307,0.344,0.221,4.263979954254711e-9
LBR,3.237520003393196e-13,-1.275659853378658,0.087,0.205,5.0256023012672585e-9
SLC9A7,3.288409033425345e-13,-0.6957765821507838,0.328,0.473,5.104597342586164e-9
C5H11orf74,3.378806178769545e-13,-0.8566204235423176,0.189,0.328,5.244920831303965e-9
TANC1,3.3890317375990113e-13,-1.2778276900613679,0.101,0.222,5.260793966274945e-9
TWF2,3.4422209028919453e-13,-1.3796920250976918,0.081,0.196,5.343359507559167e-9
SESN3,3.822717708052213e-13,0.6531644643742984,0.532,0.414,5.93400469820945e-9
CADPS,3.8257313627807066e-13,0.4326688548392268,0.775,0.705,5.938682794444491e-9
MGAT5B,3.9205401477363746e-13,0.81744955101282335,0.371,0.251,6.085854471331175e-9
LOC110469642,4.2045397572328414e-13,1.0356131336895806,0.272,0.16,6.52670706515254e-9
CACNG3,4.601347910452251e-13,0.7691231233217579,0.301,0.18,7.14267236139503e-9
FAM171A1,4.602749333350667e-13,-0.537911249673074,0.462,0.606,7.144847790160241e-9
DERA,4.913747685070224e-13,-1.1563362817717662,0.103,0.225,7.62761053153451e-9
LDAH,6.942427576933727e-13,-1.379860672598134,0.068,0.178,1.0776730327674224e-8
SDC3,7.389704594830538e-13,1.0952082879075147,0.208,0.11,1.1471038442555444e-8
ABHD6,8.038974423382135e-13,0.8561906941263193,0.353,0.236,1.2478899997416088e-8
AK4,8.714098906153677e-13,-1.0278851597054488,0.153,0.282,1.3526895732022353e-8
SLC30A4,8.862163963931814e-13,-1.3757314131640093,0.065,0.173,1.3756737121211355e-8
LZTS3,8.991776616596577e-13,1.2911680622547221,0.152,0.069,1.3957934841942865e-8
LOC116184013,9.75250751650593e-13,1.4520279271995373,0.16,0.076,1.5138817417872156e-8
DCLK2,9.954329574000095e-13,-0.6667207223387391,0.351,0.487,1.5452105797720345e-8
MARCHF4,1.0538423984506997e-12,-0.4348825608615734,0.564,0.69,1.635879555115021e-8
LOC116184632,1.116626675942435e-12,1.0883240571035862,0.237,0.136,1.7333395890654417e-8
CREB3L2,1.1541140116361386e-12,0.6120161793894813,0.559,0.445,1.791531180262778e-8
RBM38,1.2828304236678431e-12,-0.8769555066921022,0.199,0.332,1.991337666659593e-8
IMPAD1,1.406072540748826e-12,-1.0215003862235579,0.116,0.239,2.1826464050044025e-8
REEP2,1.4457194210809417e-12,-0.8509825841543368,0.195,0.328,2.2441902573439458e-8
DYNC1I2,1.4978802655531788e-12,-0.7158327508873386,0.204,0.348,2.3251595362181996e-8
NMNAT2,1.6223363340930444e-12,-0.8593562767558216,0.194,0.327,2.5183526914126328e-8
PRELID3B,1.7320566771608584e-12,0.9781510735703891,0.267,0.16,2.6886715799568003e-8
LOC110476696,1.7372276331959169e-12,-0.49725787644260894,0.422,0.577,2.6966984550100218e-8
PTN,1.7927714188103004e-12,-0.6836502643135279,0.348,0.49,2.7829190734192295e-8
LOC110470011,1.8186529002178853e-12,-0.44027665143274275,0.533,0.685,2.8230948970082234e-8
SYK,1.8468766037313273e-12,-0.6348390864950516,0.293,0.443,2.8669065519721395e-8
PASD1,1.8625625949579226e-12,0.8304349656519681,0.366,0.251,2.891255916153183e-8
SEMA6D,1.8735784064164288e-12,-0.4369235812782288,0.48,0.642,2.9083557602802225e-8
SYNJ1,1.9710275301903646e-12,-0.5766110345107458,0.301,0.452,3.059626035114503e-8
LOC110469585,2.055318777086073e-12,-0.9867003851580474,0.147,0.273,3.1904713376707115e-8
LRRC3B,2.1345168816576236e-12,-0.8036743093612149,0.231,0.367,3.3134105553971295e-8
NEURL1B,2.1456001252136813e-12,0.8947274127455314,0.337,0.222,3.330615074369198e-8
ARHGEF4,2.1478735919447697e-12,1.1302945411377472,0.162,0.076,3.334144176775866e-8
SLC7A14,2.2192767457483425e-12,0.8170267043797281,0.341,0.225,3.444983292425152e-8
LOC110468304,3.085060410726483e-12,0.9644416298031719,0.272,0.165,4.78893927557072e-8
SLC6A6,3.1136870681716383e-12,-0.43175858959152635,0.822,0.868,4.833376435922834e-8
UBE2D1,3.2169648194187543e-12,-1.3277178819417577,0.074,0.181,4.9936944891837325e-8
SLC7A1,3.383858474740696e-12,-0.7518206461928583,0.241,0.381,5.2527635103399825e-8
GNAS,3.420021488579787e-12,-0.5583337544519058,0.324,0.467,5.308899356722403e-8
CHD4,3.79837417667513e-12,-1.0922546607944739,0.12,0.239,5.896216234452804e-8
DISP3,3.89994392753773e-12,-1.2322145634137533,0.088,0.2,6.053882958716819e-8
PKD1,4.032213888787437e-12,-1.0232864349038804,0.172,0.296,6.259205619564739e-8
SPAG9,4.049320730328851e-12,-0.6237742865367185,0.276,0.415,6.285760569689476e-8
NPY2R,4.3022640156093156e-12,-0.8295702570251109,0.168,0.298,6.67840443143034e-8
PRDX4,4.6792973181812175e-12,-1.4251930659897925,0.065,0.168,7.263673227012704e-8
SLC41A1,4.910012354483046e-12,-1.428270269518801,0.061,0.163,7.621812177864032e-8
AMFR,5.211391788364541e-12,-1.4386654408811799,0.061,0.162,8.089643473078277e-8
PJA2,5.728578022434132e-12,-0.4296586139208102,0.645,0.751,8.892471664224502e-8
LOC110484797,6.192608196552382e-12,-1.251958725781097,0.088,0.198,9.612785703508263e-8
FRMPD3,6.286437194854799e-12,-1.3418143513592589,0.078,0.185,9.758436457573105e-8
CASC4,7.064052917091117e-12,1.0479198673798629,0.184,0.094,1.0965529343200541e-7
IWS1,7.467339552923093e-12,-0.4540890123869317,0.402,0.546,1.1591551188002518e-7
FASN,7.538142015506572e-12,-1.2999383916671161,0.064,0.166,1.1701457850670853e-7
ARHGEF7,7.836601038200852e-12,0.5665297215238457,0.636,0.565,1.2164755791599182e-7
BRI3BP,8.418334480581924e-12,1.2046128618275809,0.153,0.073,1.306778061420732e-7
APLP2,9.75014259191162e-12,0.5551421268224745,0.608,0.508,1.5135146345424408e-7
GABRG2,9.830218360211971e-12,0.5945104435281395,0.509,0.399,1.5259447960557042e-7
ADSS2,1.0392028804584798e-11,-1.1325623131554998,0.092,0.203,1.6131546313356981e-7
LOC110475291,1.0491336234063567e-11,0.43984390444882215,0.757,0.661,1.6285701236136874e-7
ENOX1,1.0684705379165617e-11,0.4054651266776802,0.799,0.72,1.6585868160078788e-7
CHST10,1.0747172371753265e-11,-0.9407727783959023,0.14,0.261,1.6682835672672593e-7
PTPA,1.1168398658423586e-11,-1.016544659302614,0.121,0.238,1.7336705237470932e-7
NT5C2,1.138250142164879e-11,0.6423309282072164,0.483,0.368,1.7669056956825416e-7
FRZB,1.166718226999902e-11,-1.102595144405778,0.079,0.188,1.811096703771948e-7
GRM4,1.2027291239214154e-11,-0.5818697145190896,0.321,0.458,1.866996419063213e-7
TOP3B,1.2047407543172111e-11,-1.2449630561557417,0.085,0.192,1.8701190729266067e-7
NRDC,1.2599158755138605e-11,-0.9840076984861326,0.114,0.23,1.9557674135601657e-7
GABRD,1.2718911673162396e-11,-0.5199726849694986,0.344,0.484,1.9743566590249987e-7
ATP1B1,1.2996821971284785e-11,0.5750380393282469,0.633,0.538,2.0174966746025372e-7
LOC116183587,1.3310363527764072e-11,-0.9677897994787903,0.158,0.28,2.066167730414817e-7
LOC110480216,1.3742824326443343e-11,0.6763186317583987,0.413,0.295,2.1332986201938003e-7
PHF20L1,1.382613938886002e-11,0.642290198604697,0.481,0.385,2.1462316173327407e-7
ANXA4,1.4308347307797598e-11,-0.8267247037537102,0.172,0.298,2.2210847525894212e-7
SEC14L1,1.4528557756250476e-11,-0.7345930738986195,0.205,0.337,2.2552680205027615e-07
SEPTIN3,1.4587689719328237e-11,-1.475279283434225,0.056,0.153,2.2644470751313222e-7
STMN3,1.599165584205631e-11,-1.015087531636485,0.134,0.253,2.482384736362401e-7
LOC110474503,1.6256065839627384e-11,0.7784959166682477,0.377,0.26,2.5234291002853587e-7
SERGEF,2.118231006390626e-11,-0.5250709753484768,0.447,0.566,3.2881299912201686e-7
BCR,2.1972909600957257e-11,1.0642233698400387,0.227,0.132,3.410854757356595e-7
TMEM94,2.200821465039207e-11,1.130502707221492,0.155,0.075,3.416335160180361e-7
EMSY,2.2388511646966895e-11,-0.5626224327931669,0.344,0.487,3.475368662958671e-7
LPGAT1,2.2574917033579036e-11,-0.7805425270659321,0.171,0.297,3.5043043711224737e-7
KLHL5,2.373649887411091e-11,-1.2843117236315669,0.087,0.192,3.6846167202282366e-7
UBE2K,2.420450174405034e-11,-0.5508616389065546,0.316,0.458,3.757264805728934e-7
LOC110479805,2.5611715556333162e-11,0.7867916550880998,0.341,0.233,3.9757066058095967e-7
PPFIA4,3.2011181650540805e-11,-0.7647928451266661,0.191,0.318,4.969095727613449e-7
LDB2,3.264674026660461e-11,0.8734499238470123,0.36,0.25,5.067753491585034e-7
ADCY9,3.371814585939524e-11,0.6440395768218268,0.455,0.349,5.234067781753923e-7
LOC110480661,3.5323184361923006e-11,1.0706327899079042,0.172,0.088,5.483217908501308e-7
PPL,3.883834579159082e-11,-0.9314386790763098,0.14,0.259,6.028876417228642e-7
NFIC,4.220534995315864e-11,-0.531226004033422,0.366,0.501,6.551536473228816e-7
DRP2,4.353208191873798e-11,-1.1473256658272404,0.097,0.203,6.757485076245696e-7
FAM210A,4.615137751379067e-11,-1.3903024193197804,0.068,0.165,7.164078331465726e-7
LOC110478368,4.620822233339294e-11,-0.7524196043228417,0.231,0.357,7.172902352812586e-7
PUM1,4.9001194472071126e-11,-0.7237261530449721,0.231,0.358,7.606455417899601e-7
SRGAP3,5.076739421565161e-11,0.8600581564789027,0.254,0.153,7.880622604095599e-7
CHST11,5.164373783210704e-11,0.44287398883652396,0.639,0.541,8.016657423677976e-7
NAA30,5.174470178744326e-11,-1.3949083281658359,0.058,0.152,8.032330058464818e-7
FNBP1,5.853921092516395e-11,-0.677948189321717,0.259,0.386,9.0870417119132e-7
FAM98B,6.126834017728088e-11,-1.329569016882966,0.061,0.156,9.510684445719311e-7
SPRED2,6.133336867223115e-11,0.4738665978525788,0.672,0.614,9.520778818990441e-7
AVEN,6.239765156767938e-11,0.8821959663118301,0.332,0.227,9.68598745285087e-7
HEXB,6.529313137976292e-11,-0.9416171821464794,0.145,0.26,1.0135452784080596e-6
DUS4L,7.185534849488106e-11,-1.1880071713436657,0.082,0.184,1.1154105746860386e-6
KCNT1,7.216180630134807e-11,-0.9738498193478924,0.155,0.269,1.120167719215826e-6
RASSF5,7.261893130896696e-11,-1.2606671389031852,0.077,0.176,1.1272636707090942e-6
C12H3orf14,7.598096987840763e-11,1.095926127816016,0.163,0.083,1.1794525954225216e-6
SHQ1,7.673694818815521e-11,-1.2090621046496342,0.084,0.185,1.1911876467247335e-6
AMPH,7.689558073615845e-11,0.5377349755981321,0.569,0.488,1.1936500997673877e-6
JPT2,8.204232281408736e-11,-1.275039872689749,0.065,0.161,1.273542977043078e-6
LOC116184507,8.284710199205423e-11,-1.3499882828049588,0.061,0.155,1.2860355642226577e-6
LRIG1,8.512296796243744e-11,1.0106139717144107,0.215,0.124,1.3213638316809164e-6
FRYL,8.891232948988576e-11,-0.5695804197497554,0.329,0.46,1.3801860906714967e-6
UBE2H,9.206835791027676e-11,-0.6383773646822406,0.256,0.385,1.4291771198412262e-6
LAMP3,1.0020989670823114e-10,-1.1070547925964782,0.12,0.228,1.5555582266018718e-6
LOC110480108,1.0628481929627242e-10,-0.8194686734003582,0.175,0.294,1.6498592499360368e-6
ID2,1.1071395240803729e-10,-1.0012601285738811,0.116,0.225,1.718612683229963e-6
HSD17B12,1.1171743602958889e-10,-0.8680018844654114,0.159,0.275,1.7341897594873083e-6
OSBP2,1.1954693242487848e-10,-0.5070207982666511,0.445,0.569,1.8557270320313886e-6
B3GALT1,1.2461445244460884e-10,0.4880312736263854,0.626,0.553,1.934390145297663e-6
LOC110482435,1.3268967843940805e-10,-1.1922029112852766,0.071,0.168,2.0597418784149314e-6
PRDM8,1.3587907251306778e-10,-1.0939937822037935,0.105,0.21,2.1092508426203513e-6
ARL6IP4,1.4735449723096136e-10,-0.9904856569797058,0.101,0.207,2.287383860516213e-6
KLHL32,1.5471743056048338e-10,-1.0138755392596737,0.132,0.241,2.4016786745903834e-6
LOC110481232,1.5841456528434552e-10,-0.9371297911541658,0.107,0.215,2.4590692969088955e-6
BBS9,1.6243022954297526e-10,0.4984720333400225,0.617,0.538,2.521404453195605e-6
SLC49A4,1.6538462865951264e-10,-0.6457338537655148,0.272,0.398,2.5672655906816145e-6
SMAP2,1.762394849334181e-10,0.5167852361626819,0.558,0.463,2.735765524621449e-6
NOP14,1.850318505005331e-10,-0.8922173692785913,0.101,0.208,2.8722494153197753e-6
SMC3,1.8986612734660135e-10,-0.8811836765821306,0.129,0.241,2.947291894801293e-6
COPS2,1.9591265251218122e-10,-0.9808940894738205,0.111,0.218,3.041152104946589e-6
SCARF2,2.027708400717886e-10,-1.1849462896278307,0.079,0.177,3.1476117504343744e-6
SV2C,2.0527483671502498e-10,0.43481408491771567,0.666,0.594,3.186481290327333e-6
EME1,2.075551120314738e-10,-1.1461270407373028,0.072,0.169,3.221878004064568e-6
IQUB,2.3043117679904397e-10,-1.1786115856868382,0.084,0.182,3.5769831574515596e-6
EFR3A,2.3176358373562344e-10,0.4132740054854919,0.665,0.571,3.597666110328083e-6
PCGF5,2.4242263012298057e-10,-0.8999454839108456,0.121,0.231,3.7631264873990276e-06
RTN4,2.457069374168406e-10,0.6276077785379865,0.465,0.355,3.814108789521617e-6
SRRM4,2.4715577783499384e-10,-0.8575818997797633,0.136,0.248,3.83659913933261e-6
