,Ex_BCL6,Ex_CACNA1H_CPA6,Ex_CACNA1H_KIT,Ex_CACNA1H_LHX9,Ex_CACNA1H_MCTP2,Ex_CACNA1H_PROX1,Ex_DACH2_ADAMTS5,Ex_DACH2_CEMIP,Ex_DACH2_GRIK4,Ex_DACH2_ITGA9,Ex_DACH2_LHX2,Ex_DACH2_LUZP2,Ex_DACH2_MGAT4C,Ex_DACH2_NR4A3,Ex_DACH2_RORB,Ex_DACH2_SLIT2,Ex_DACH2_TAC1,Ex_DACH2_ZMAT4,Ex_KIAA1217,Ex_KIAA1217_BCL6,Ex_Pre_KCNH7,Ex_Pre_SATB2,Ex_SATB2_FOXP2,Ex_SATB2_OVOA,Ex_SATB2_SOX6,Ex_SATB2_ZNF385B,Ex_TSHZ2_NR4A2
Glut-Arco-1,0.0048322742753396,0.0158841233241672,0.0338237193525065,0.306235340402107,0.0100457320263429,0.0027275951927189,0.0,0.0,0.0004041796426062,0.009115919318239,0.0,0.0,0.0002434786701622,0.0177593522811677,0.0003454844066975,0.0,0.0011576953425693,0.0002139193954527,0.0145749603648564,0.0041808583240143,0.0048027071647428,0.0007819742055844,0.0078742465195093,0.0024462936241448,0.0003195360923169,0.0,0.0239582126124523
Glut-Arco-2,0.0278179673843686,0.0072737740401867,0.173256293461107,0.030822913928909,0.0961116929249333,0.0936831418489676,0.0,0.0,0.0002992607920268,0.0002243269108437,0.0014434291543776,0.0,0.0,0.0098799360942672,0.0,0.0003937688615666,0.0,0.0,0.0021203324540439,0.0006273926772243,0.0034950272604542,0.0051900885017124,0.0005799499790173,0.0058834203143712,0.0012942397307876,0.0,0.0012189220707297
Glut-Arco-3,0.0282902401822254,0.0134304364482635,0.0410702111070963,0.195076499675106,0.0145958725510949,0.0011475293800909,0.0004551517413094,0.0004842041168725,0.001762240227029,0.0040223614823072,0.0,0.0005763413365114,0.0,0.0320716495966625,0.0008261082972352,0.0,0.0033874127957117,0.0,0.0251392099692957,0.0070294914644285,0.0093427102108701,0.0064469922819699,0.0051678470693085,0.0075937967089096,0.0018942460568474,0.0008392761967715,0.0102100574810429
Glut-Arco-4,0.0035137451653846,0.0015084608183838,0.0098292196947467,0.0118997571856076,0.0036041982489651,0.0080165884444768,0.0030498954237494,0.000399316155221,0.003232228132165,0.0255554144782711,0.000446198752809,0.0,0.0061600749660478,0.0172841655315917,0.002711794554519,0.0,0.0041040341662369,0.0,0.0109925060627022,0.0021387825451189,0.0382982904607756,0.027456382281006,0.0005663149811588,0.059205831128639,0.0309837464192872,0.0,0.0061041243947974
Glut-Arco-5,0.0079875575117135,0.0,0.0023910267084189,0.361616098359606,0.0066158484933863,0.0467867029745267,0.0,0.0,0.0009326185907633,0.0021964298920486,0.0,0.0032899346201769,0.0,0.0026874525238153,0.0,0.0250360308999828,0.0,0.0,0.0020343910160974,0.0,0.0,0.0,0.0105714888035356,0.0008864401085563,0.0,0.0013388604725358,0.0
Glut-HVC-1,0.0057794122310241,0.0033879442161181,0.0,0.0032709672956351,0.0,0.0004627127794172,0.0728904547209658,0.0,0.0163545118418988,0.0011383726857017,0.0034290481571199,0.0124952525383818,0.004428268355638,0.00447196268362,0.0067904685145121,0.0,0.0190978540728589,0.0054562675633112,0.0062121288883312,0.0047208225897772,0.0499843294769563,0.0069676789203195,0.0077499793194341,0.0265739774402153,0.0484221921412757,0.0537911456464522,0.0
Glut-HVC-1a,0.0023558639808731,0.0073853352254282,0.0,0.0,0.0004069146825707,0.0051899545174057,0.0077156610444981,0.0,0.109867500602386,0.0069850441234312,0.003246594227089,0.0542137700194451,0.0948432973854704,0.0201435625371015,0.0004068874545019,0.0006980280378839,0.0027203854283425,0.0003216529899713,0.0041234526725223,0.0003013624982556,0.0104523526682838,0.0018982595751721,0.0126324513638762,0.0143193564930057,0.0260372873418585,0.0125253586464378,0.0
Glut-HVC-2,0.0027815709197481,0.0,0.0320386848647684,0.0,0.003695737016708,0.0039944673300328,0.0,0.0,0.0009978982239263,0.0330467125786832,0.0168174480843295,0.0019422836780695,0.0014223277589107,0.0,0.0010234949406365,0.003083845673449,0.0327347725340017,0.0005424540320467,0.103334858664799,0.0480693440297043,0.0068181225821691,0.0,0.0269048240645622,0.0055079547622617,0.0065518549209139,0.0057686258118137,0.0
Glut-LMAN-1,0.0004742324100344,0.0,0.0,0.0,0.0032017382077846,0.0032827667908437,0.127863326240192,0.0,0.014712861137776,0.0042415299912995,0.0285733751740018,0.0051639545322629,0.005609133165739,0.0282021025233836,0.0575646035617448,0.0,0.0060913192457888,0.0247891630483318,0.0,0.0,0.0422608582448591,0.0006143077737091,0.0054981887084301,0.0225556321371859,0.0,0.0011361423812144,0.0
Glut-LMAN-2,0.0031988301077291,0.0,0.0,0.0,0.0,0.0005070702050975,0.0012171262150831,0.142971879931236,0.0,0.0017319250012016,0.0,0.0004779731918072,0.0,0.0,0.162872753399621,0.0007120804238041,0.0042999186203738,0.102602476885482,0.023251673783043,0.0,0.0126628178366687,0.0,0.0,0.0,0.0071366792231904,0.0125439962258374,0.0
