LOC110473334
LOC110479654
ILKAP
KIF1A
SNED1
MTERF4
PASK
PPP1R7
HDLBP
SEPTIN2
FARP2
STK25
BOK
ETV5
LOC110478653
PTTG1IP
UBE2G2
TRPM2
THAP4
ATG4B
DTYMK
ING5
D2HGDH
TM4SF19
UBXN7
RNF168
WDR53
FBXO45
CEP19
PIGX
PAK2
LOC110483048
LOC116183970
LOC110476475
SLCO2A1
RYK
SENP2
IGF2BP2
TRA2B
CFAP410
PFKL
DNAJB11
TBCCD1
CRYGS
LOC116183965
LOC116183980
LOC110474085
LOC116183966
EPHB1
KY
CEP63
LIPH
TMEM41A
MAP3K13
EHHADH
C9H3orf70
VPS8
NME9
ARMC8
DBR1
LOC110474068
MSL2
PCCB
STAG1
SLC35G2
SCLY
LOC110474064
LOC110474060
GIGYF2
KCNJ13
SNORC
NGEF
NEU2
INPP5D
ATG16L1
nbis-17
SAG
LOC110478047
DGKD
PROC
LOC116183967
IWS1
MYO7B
LIMS2
GPR17
LOC110468464
LOC110483475
LOC110469677
LOC110478675
LOC110478676
ARHGAP23
SOCS7
GPR179
MRPL45
NPEPPS
KPNB1
TBKBP1
OSBPL7
MRPL10
LOC116184517
LOC116184518
SP2
CDK5RAP3
NFE2L1
CBX1
SNX11
SKAP1
HOXB3
SNF8
UBE2Z
PHB
LOC116184513
GNGT2
ABI3
PHOSPHO1
ZNF652
SPOP
SLC35B1
KAT7
ITGA3
PDK2
PPP1R9B
SGCA
COL1A1
MPP2
LOC110474803
TMEM101
G6PC3
HDAC5
HROB
ASB16
ATXN7L3
UBTF
SLC4A1
RUNDC3A
SLC25A39
MAPT
KANSL1
CDC27
MYL4
LOC110474790
DDX42
CCDC47
STRADA
LOC110474826
LIMD2
MAP3K3
DCAF7
ACE
LOC110474795
TANC2
LOC116184516
SRCIN1
EPOP
MLLT6
CISD3
PCGF2
LOC110479493
PSMB3
PIP4K2B
CWC25
RPL23
LASP1
TRNAC-GCA-9
FBXO47
PLXDC1
CACNB1
FBXL20
MED1
CDK12
NEUROD2
PPP1R1B
STARD3
PGAP3
ERBB2
IKZF3
ORMDL3
GSDMA
PSMD3
CSF3
MED24
THRA
NR1D1
MSL1
CASC3
RAPGEFL1
WIPF2
RARA
GJD3
IGFBP4
SMARCE1
KRT222
LOC110471896
LOC110471862
LOC110471926
LOC110471859
LOC110471894
LOC116183104
LOC110471893
LOC110471858
LOC110471857
EIF1
HAP1
JUP
P3H4
NT5C3B
KLHL10
KLHL11
ACLY
TTC25
CNP
DNAJC7
NKIRAS2
ZNF385C
C27H17orf113
DHX58
KAT2A
LOC110471919
RAB5C
KCNH4
LOC110471844
GHDC
LOC110471843
LOC110471887
STAT3
CAVIN1
ATP6V0A1
NAGLU
HSD17B1
COASY
MLX
PSMC3IP
RETREG3
TUBG1
PLEKHH3
CNTNAP1
EZH1
RAMP2
VPS25
WNK4
CNTD1
BECN1
PSME3
LOC110471837
LOC110471824
RUNDC1
IFI35
LOC110471881
VAT1
nbis-pseudo15
RND2
BRCA1
NBR1
DHX8
ETV4
MEOX1
SOST
DUSP3
LOC110471814
MPP3
LOC110471813
PLEKHM1
GRN
FAM171A2
GPATCH8
FZD2
PSMD11
CDK5R1
MYO1D
LOC110475631
MAP3K14
LOC110475628
FMNL1
LOC110475603
HEXIM1
ACBD4
PLCD3
NMT1
DCAKD
C1QL1
GFAP
EFTUD2
GJC1
LOC116184519
ADAM11
DBF4B
CCDC43
MEIOC
NSF
WNT3
GOSR2
LOC116184514
LOC110480576
DAD1
SDR39U1
SCN4A
LOC110479564
LOC110479568
FTSJ3
PSMC5
SMARCD2
LOC110479572
LOC116184520
CRHR1
RPRML
ITGB3
LOC110476972
TLK2
MRC2
LOC110481261
LOC110481268
RUVBL2
PNKP
SNRNP70
LIN7B
LOC110481267
LOC110467586
LOC116184793
LOC116184794
SCN1B
LOC110484324
LOC110467612
LOC110469315
USP3
FBXL22
HERC1
LOC116184004
DAPK2
TBC1D2B
CIB2
IDH3A
ACSBG1
DNAJA4
LOC110479828
LOC110479446
WDR61
IREB2
PSMA4
CHRNA5
CHRNA3
CHRNB4
UBE2Q2
LOC110479448
FBXO22
NRG4
LOC110477551
TMEM266
ETFA
SCAPER
RCN2
PSTPIP1
TSPAN3
PEAK1
LOC116184013
HMG20A
LINGO1
LOC110479822
CSPG4
SNX33
SNUPN
PTPN9
SIN3A
MAN2C1
NEIL1
COMMD4
LOC116183996
LOC110468199
PPCDC
SCAMP5
RPP25
LOC110479748
LOC110479747
FAM219B
MPI
SCAMP2
ULK3
CSK
EDC3
CLK3
ARID3B
LOC110479753
LOC110479742
LOC116184014
SEMA7A
LOC110482567
LOC110482661
LOC110482663
LOC110482660
PML
LOC110482658
LOXL1
INSYN1
NPTN
REC114
HCN4
NEO1
LOC110483905
LOC110483926
LOC110483939
ADPGK
BBS4
ARIH1
HEXA
CELF6
PARP6
PKM
GRAMD2A
SENP8
MYO9A
AP3B2
CPEB1
TERB2
B2M
PATL2
SNX1
SNX22
PPIB
CSNK1G1
PCLAF
TRIP4
ZNF609
OAZ2
SEC11A
ZNF592
LOC110483917
ALPK3
SHF
LOC110483938
RAB8B
LOC110483903
LACTB
TPM1
TLN2
LOC110483955
VPS13C
RORA
LOC110483953
ANXA2
LOC110483912
BNIP2
LOC110483979
GTF2A2
OTUD7A
KLF13
LOC116184006
LOC116184007
LOC110483974
MTMR10
FAN1
LOC110483937
LOC110483906
LOC110471426
APBA2
FAM189A1
TJP1
LOC116184016
LOC110471404
TM2D3
LRRC49
LARP6
LOC116184017
LOC110471408
THSD4
LOC110471409
LOC110471410
FAM81A
MYO1E
CCNB2
RNF111
SLTM
MINDY2
ADAM10
LIPC
ALDH1A2
AQP9
LOC110471428
MYZAP
CGNL1
LOC110479216
TCF12
LOC110479219
LOC116184019
ZNF280D
MNS1
TEX9
RFX7
NEDD4
PRTG
PYGO1
DNAAF4
CCPG1
PIGB
RAB27A
LOC116184020
RSL24D1
LOC110474169
LOC110474170
UNC13C
ONECUT1
FAM214A
ARPP19
MYO5A
MYO5C
GNB5
BCL2L10
MAPK6
LEO1
LOC110474225
LOC110474227
LYSMD2
SCG3
AP4E1
TNFAIP8L3
LOC110474232
GLDN
DMXL2
LOC110474173
LOC110474174
SEMA6D
SLC24A5
MYEF2
LOC110474240
CTXN2
SLC12A1
DUT
FBN1
CEP152
SHC4
SECISBP2L
LOC116183999
COPS2
GALK2
FGF7
DTWD1
LOC110474250
LOC116184021
SLC30A4
BLOC1S6
SQOR
LOC110474256
SPPL2A
TRPM7
USP50
USP8
GABPB1
HDC
GATM
PDE8A
LOC110474264
LOC110474267
FSD2
WHAMM
HOMER2
C10H15orf40
BTBD1
TM6SF1
HDGFL3
LOC116184022
BNC1
SH3GL3
LOC110474273
ADAMTSL3
SAXO2
EFL1
LOC116184000
MEX3B
LOC110474280
LOC110474179
LOC110474180
TMC3
STARD5
IL16
LOC110474184
CFAP161
LOC110474282
TLNRD1
MESD
CEMIP
ABHD17C
ARNT2
LOC110474186
LOC110474289
CTXND1
FAH
ZFAND6
MTHFS
MINAR1
WDR93
PEX11A
LOC110474297
KIF7
TICRR
RHCG
LOC110474298
POLG
FANCI
RLBP1
ABHD2
MFGE8
HAPLN3
ACAN
AEN
DET1
MRPL46
NTRK3
LOC110470596
LOC110470598
AGBL1
LOC116183992
KLHL25
AKAP13
LOC110470594
SV2B
SLCO3A1
ST8SIA2
FAM174B
CHD2
RGMA
MCTP2
LOC110474476
PGM1
EFCAB7
ITGB3BP
ALG6
LOC116183993
LOC110482985
LOC116183994
NR2F2
LOC116183995
LOC110482990
LOC116183997
ARRDC4
LOC110482984
FAM169B
PGPEP1L
IGF1R
SYNM
LRRC28
MEF2A
LYSMD4
ADAMTS17
CERS3
LINS1
ASB7
ALDH1A3
LRRK1
CHSY1
SELENOS
SNRPA1
PCSK6
PLEKHO2
ANKDD1A
SPG21
CLPX
PDCD7
UBAP1L
KBTBD13
RASL12
SLC51B
MTFMT
CILP
LOC110482996
PARP16
IGDCC3
IGDCC4
DPP8
HACD3
LOC110482997
SLC24A1
DENND4A
LOC110483009
RAB11A
MEGF11
LOC110483001
DIS3L
TIPIN
MAP2K1
SNAPC5
ZWILCH
LCTL
SMAD6
SMAD3
AAGAB
IQCH
MAP2K5
LOC116184003
PIAS1
CALML4
CLN6
FEM1B
ITGA11
LOC110477571
LOC116183998
CORO2B
ANP32A
NOX5
GLCE
TLE3
UACA
MORF4L1
ADAMTS7
CIAO2A
SPG11
EIF3J
CTDSPL2
CASC4
FRMD5
WDR76
BLM
CTSH
RASGRF1
ANKRD34C
TMED3
AP3S2
ZNF710
IDH2
SEMA4B
CIB1
GDPGP1
TTLL6
NGRN
HDDC3
VPS33B
PRC1
RCCD1
UNC45A
MAN2A2
FES
FURIN
MFAP1
SERINC4
SERF2
PDIA3
CKMT1A
PPIP5K1
MAP1A
LOC110476680
TP53BP1
TUBGCP4
IQGAP1
LOC110468465
LOC110480647
LOC110480646
LOC116184695
nbis-pseudo38
LOC110480645
LOC110480640
LOC110480642
LOC110480641
LOC110483888
LOC110484569
LOC110468238
LOC110475698
LOC110475701
GABRP
LOC110475699
NPM1
FGF18
FBXW11
ETF1
HSPA9
LOC116184143
CTNNA1
LRRTM2
SIL1
LOC110477379
MATR3
PAIP2
DNAJC18
PCDH12
DELE1
PCDH1
LOC110480252
ARAP3
FCHSD1
LOC110480253
LOC110481540
HDAC3
LOC110481538
LOC110483896
nbis-pseudo65
LOC110483893
LOC110483892
nbis-pseudo66
LOC110483986
LOC110483667
LOC116184136
LOC116184134
LOC116184137
LOC110483212
LOC110483211
LOC110483213
LOC116184138
LOC110471350
LOC110471328
LOC110471349
LOC110471348
ZMAT2
LOC110471347
HARS1
APBB3
SRA1
LOC110471323
HBEGF
PFDN1
CYSTM1
LOC116183118
PURA
LOC116184128
NRG2
PSD2
LOC116184126
LOC116184120
CXXC5
UBE2D2
STING1
LOC110471335
SLC35A4
TMCO6
IK
WDR55
LCP2
DOCK2
INSYN2B
SPDL1
SLIT3
PANK3
LOC110469665
RARS1
WWC1
TENM2
LOC110469671
LOC116184123
MAT2B
HMMR
NUDCD2
CCNG1
GABRG2
GABRA1
GABRA6
GABRB2
ATP10B
PTTG1
SLU7
LOC110481082
SOWAHA
SEPTIN8
KIF3A
RAD50
LOC110481037
SLC22A4
PDLIM4
P4HA2
ACSL6
LOC110481065
MEIKIN
FNIP1
LOC116184141
RAPGEF6
FSTL4
C13H5orf15
VDAC1
TCF7
SKP1
PPP2CA
UBE2B
LOC110481030
JADE2
SAR1B
SEC24A
CAMLG
DDX46
C13H5orf24
TXNDC15
PCBD2
LOC110481077
CXCL14
SLC25A48
FBXL21P
LECT2
TGFBI
SMAD5
SMIM32
LOC110481053
LOC116184118
TRPC7
SPOCK1
KLHL3
MYOT
FAM13B
NME5
LOC116184140
HNRNPAB
PHYKPL
COL23A1
CLK4
RASGEF1C
MAPK9
GFPT2
CNOT6
LOC110482748
ADAMTS2
RUFY1
HNRNPH1
LOC110482771
LOC110482719
CANX
MAML1
LOC110482722
MGAT4B
SQSTM1
MRNIP
TBC1D9B
RNF130
FLT4
LOC110482703
HMGXB3
CSF1R
PDGFRB
SLC6A7
CAMK2A
TCOF1
CD74
RPS14
NDST1
SYNPO
MYOZ3
RBM22
DCTN4
TNIP1
ANXA6
GM2A
LOC110482738
FAT2
SPARC
G3BP1
GLRA1
LOC110482732
LOC110482764
LOC116184124
NMUR2
GRIA1
LOC110482747
FAM114A2
MFAP3
GALNT10
SAP30L
LARP1
FAXDC2
CNOT8
GEMIN5
MRPL22
SGCD
LOC110470844
ITK
CYFIP2
FNDC9
NIPAL4
ADAM19
SOX30
THG1L
LSM11
CLINT1
LOC110470840
LOC110470839
EBF1
RNF145
UBLCP1
LOC110470837
LOC110470798
LOC116184131
HRH2
CPLX2
THOC3
SIMC1
KIAA1191
HIGD2A
CLTB
FAF2
RNF44
CDHR2
GPRIN1
SNCB
EIF4E1B
UNC5A
HK3
UIMC1
ZNF346
FGFR4
NSD1
RAB24
MXD3
FAM193B
DDX41
DOK3
LOC110470816
DBN1
PRR7
GRK6
SLC34A1
RGS14
LMAN2
B4GALT7
N4BP3
NHP2
LOC110470810
BRD8
KIF20A
SFXN1
LOC110470773
DRD1
NSG2
CPEB4
BOD1
STC2
BNIP1
CREBRF
ATP6V0E1
ERGIC1
LOC110471452
LOC116184127
DUSP1
NEURL1B
SH3PXD2B
STK10
UBTD2
ADRB2
SH3TC2
ABLIM3
AFAP1L1
GRPEL2
PCYOX1L
CSNK1A1
ARHGEF37
LOC116184125
PPARGC1B
LOC110479709
SLC26A2
HTR4
FBXO38
LOC110479712
IL12B
ADRA1B
TTC1
PWWP2A
C1QTNF2
AFF4
ZCCHC10
HSPA4
RNF14
GNPDA1
NDFIP1
SPRY4
LOC116184130
FGF1
ARHGAP26
NR3C1
YIPF5
KCTD16
LOC116184115
SH3RF2
LARS1
RBM27
TCERG1
PPP2R2B
STK32A
DPYSL3
JAKMIP2
CDC23
GFRA3
LOC110477357
KDM3B
REEP2
EGR1
LOC110477366
LOC110484437
LOC110484710
LOC110484434
LOC116184772
LOC116184773
LOC110484435
LOC116184782
LOC116184781
LOC110475846
FDX2
ICAM5
MRPL4
LOC110481014
ATP13A1
PIN1
LOC110481017
LOC110481018
ADAMTS14
PALD1
NPFFR1
PPA1
SAR1A
TYSND1
SPOCK2
LOC116183795
ASCC1
ANAPC16
DDIT4
DNAJB12
MICU1
MCU
OIT3
PLA2G12B
LOC116183797
P4HA1
NUDT13
LOC116183798
LOC116183794
LOC110471696
ECD
FAM149B1
CWF19L1
CHUK
ERLIN1
ADAM8
TUBGCP2
ZNF511
LOC116183799
