LOC110473334
LOC110484124
LOC110469662
TAF6
LOC110481236
POLR2I
TBCB
LOC116184708
ARHGAP35
AP2S1
FKRP
STRN4
LOC110470242
LOC110484130
LOC110484132
LOC110484131
LOC110469540
YTHDF2
GMEB1
LOC110469536
TAF12
LOC110469542
LOC116184447
LOC116184446
LOC116184445
TRNAU1AP
LOC116184432
EPB41
TMEM200B
LOC110469529
SRSF4
MECR
PTPRU
MATN1
LAPTM5
SDC3
PUM1
NKAIN1
SNRNP40
ZCCHC17
FABP3
SERINC2
HIVEP3
LOC116184429
nbis-pseudo67
FOXO6
SCMH1
CTPS1
STX12
PPP1R8
nbis-25
SMPDL3B
RPA2
XKR8
EYA3
PTAFR
DNAJC8
ATP5IF1
HNRNPR
LOC110484304
HTR1D
LUZP1
KDM1A
ZMPSTE24
RLF
LOC110484246
GJA9
MYCBP
RRAGC
FHL3
SF3A3
INPP5B
MTF1
YRDC
EPHA10
CDCA8
C23H1orf109
RSPO1
GNL2
DNALI1
SNIP1
PTGER3
MEAF6
ZC3H12A
GRIK3
MRPS15
OSCP1
LSM10
STK40
THRAP3
MAP7D1
LOC110484254
TRAPPC3
COL8A2
ADPRS
TEKT2
AGO3
LOC110484315
AGO4
CLSPN
C23H1orf216
PSMB2
NCDN
KIAA0319L
LOC110484266
ZMYM4
SFPQ
TMEM35B
DLGAP3
SMIM12
CSMD2
COL9A2
SMAP2
RIMS3
NFYC
KCNQ4
ID3
LOC110472900
ASAP3
TCEA3
OPRD1
RCC1
LOC116184437
PHACTR4
SESN2
LOC116184428
FAM76A
FGR
AHDC1
LOC110472880
WASF2
GPR3
CD164L2
TMEM222
WDTC1
SLC9A1
TENT5B
KDF1
NUDC
GPATCH3
GPN2
ZDHHC18
PIGV
LOC116184425
ARID1A
LOC110472885
RPS6KA1
HMGN2
DHDDS
CEP85
CNKSR1
ZNF593
FAM110D
PDIK1L
TRIM63
STMN1
PAQR7
MTFR1L
SELENON
MAN1C1
LDLRAP1
MACO1
LOC110472870
TMEM50A
RSRP1
SYF2
RUNX3
CLIC4
SRRM1
RCAN3
NIPAL3
LOC116184423
GRHL3
IL22RA1
MYOM3
SRSF10
FUCA1
HMGCL
GALE
LYPLA2
PITHD1
ELOA
RPL11
PPT1
CAP1
MFSD2A
TRIT1
LOC110475335
HPCAL4
NT5C1A
HEYL
PABPC4
PPIE
LOC110475355
MACF1
NDUFS5
AZIN2
AK2
RNF19B
FNDC5
YARS1
KIAA1522
RBBP4
ZBTB8OS
LOC110475318
LOC110475346
ZBTB8B
BSDC1
KPNA6
TXLNA
CCDC28B
EIF3I
LOC110475361
LOC116184422
LCK
HDAC1
LOC110475363
LOC116184427
TMEM39B
LOC110475323
LOC110475364
ADGRB2
COL16A1
LOC110468089
PEF1
LOC110468601
LOC110473366
LOC116184739
LOC116184738
NDUFA3
PRPF31
LOC110468599
LOC110471598
LOC110483994
LOC110471072
LOC110483622
LOC110483623
ALKBH7
GTF2F1
KHSRP
LOC110483535
LOC110482420
LOC110482421
ACADVL
PHF23
PELP1
LOC110468457
LOC110475825
LOC110475834
LOC110483430
LOC110483431
LOC116184718
LOC110481739
NOP10
LOC116184721
LOC110482672
LOC110482673
MUS81
LOC110483740
LOC110472693
CUNH16orf58
LOC110480547
LOC116184694
LOC110480549
LOC110480553
LOC110480550
LOC110480551
LOC110471166
LOC110483891
LOC116184755
RBM42
LOC110483620
RCC2
LOC110470848
LOC110481003
SDHB
LOC110481001
ATP13A2
MFAP2
NECAP2
SZRD1
FBXO42
CPLANE2
EPHA2
ZBTB17
SPEN
LOC116184388
LOC110474471
LOC116184387
TMEM82
SLC25A34
PLEKHM2
DDI2
DDOST
LOC116184389
KIF17
SH2D5
HP1BP3
EIF4G3
ECE1
ALPL
RAP1GAP
USP48
HSPG2
TMEM269
SVBP
LOC110474470
ZNF362
PHC2
LOC110474422
SLC2A1
ZMYND12
PPCS
CCDC30
SRM
EXOSC10
MTOR
ANGPTL7
UBIAD1
DISP3
FBXO2
LOC110479726
MAD2L2
DRAXIN
AGTRAP
MTHFR
CLCN6
NPPA
LOC116184395
KIAA2013
LOC110479717
PLOD1
MFN2
MIIP
TNFRSF8
TNFRSF1B
VPS13D
LOC116184401
DHRS3
LOC110476776
LOC110476774
LOC110476773
LRRC38
PRDM2
LOC110476778
KAZN
LOC110476786
TMEM51
MRPS16
SLC45A1
LOC110478709
ARHGEF10L
LOC110478708
IGSF21
KLHDC7A
PAX7
ALDH4A1
IFFO2
UBR4
EMC1
MRTO4
AKR7A2
SLC66A1
CAPZB
MICOS10
NBL1
HTR6
TMCO4
OTUD3
LOC110472250
VWA5B1
CAMK2N1
MUL1
FAM43B
CDA
AGMAT
DNAJC16
CASP9
LOC110472277
EFHD2
FHAD1
EPHB2
C1QB
C1QC
EPHA8
LOC116184393
WNT4
CDC42
P3H1
CLDN19
YBX1
PPIH
SCNN1D
UBE2J2
B3GALT6
SDF4
TNFRSF4
TNFRSF18
C21H1orf159
AGRN
HES4
PLEKHN1
KLHL17
NOC2L
SAMD11
RERE
LOC110474418
ENO1
CA6
LOC110474389
GPR157
LOC116184402
H6PD
LOC116184398
SPSB1
SLC25A33
TMEM201
PIK3CD
CLSTN1
CTNNBIP1
LZIC
NMNAT1
RBP7
UBE4B
KIF1B
PGD
CENPS
DFFA
PEX14
CASZ1
TARDBP
MASP2
LOC116184404
CORT
ACAP3
PUSL1
INTS11
CPTP
TAS1R3
DVL1
MXRA8
AURKAIP1
LOC110470339
CCNL2
TMEM88B
VWA1
ATAD3A
TMEM240
SSU72
LOC116184397
FNDC10
LOC110470343
MIB2
MMP23B
LOC110470319
LOC110470320
LOC110470355
NADK
GNB1
LOC110470324
TMEM52
CFAP74
GABRD
PRKCZ
SKI
RER1
PEX10
PLCH2
LOC110470334
PANK4
LOC110470335
MMEL1
TTC34
LOC110472527
LOC110472547
LOC110472528
ARHGEF16
MEGF6
WRAP73
TP73
CCDC27
LRRC47
CEP104
DFFB
C21H1orf174
AJAP1
NPHP4
KCNAB2
CHD5
RNF207
ICMT
ACOT7
ESPN
PLEKHG5
NOL9
TAS1R1
ZBTB48
KLHL21
PHF13
DNAJC11
CAMTA1
LOC110472507
LOC116184403
VAMP3
PER3
LOC110472532
UTS2
TNFRSF9
PARK7
ERRFI1
LOC110472502
LOC110472503
LOC116184396
LOC110473520
LOC110476307
LOC110478311
CNN1
ACP5
NFIX
GADD45GIP1
RAD23A
CALR
FARSA
GCDH
MAST1
RNASEH2A
HOOK2
LOC110484678
LOC110484679
LOC110469839
LOC110482407
LOC110482408
LOC110482409
LOC110483044
LOC110483046
LOC116184761
TRIR
LOC110468558
LOC110484570
LOC110469487
KLHL33
NDUFA11
RANBP3
LOC110469444
LONP1
LOC110469504
LOC116184530
LMNB2
TMPRSS9
LOC116184527
SPPL2B
LSM7
LOC110469449
CERS4
nbis-pseudo8
LOC110469505
MARCHF2
RAB11B
ANGPTL4
KANK3
RPS28
NDUFA7
CD320
LOC110469510
PRAM1
LOC110469456
LOC110469457
ELAVL1
LOC116184528
MATK
LOC110469492
APBA3
TJP3
PIP5K1C
CACTIN
GIPC3
HMG20B
MFSD12
LOC110469499
FZR1
LOC110469500
DOHH
LOC116184525
NFIC
UNC13A
MEX3D
MBD3
TCF3
ONECUT3
ATP8B3
REXO1
ABHD17A
LOC110469472
LOC110469474
SCAMP4
CSNK1G2
BTBD2
MKNK2
MOB3A
AP3D1
DOT1L
PLEKHJ1
SF3A2
AMH
LOC110469503
LOC110469483
OAZ1
LINGO3
LOC110478014
ADAMTS10
MYO1F
ZNF414
LOC110478017
MLLT1
ACSBG2
RFX2
LOC110478013
IFI30
PIK3R2
MAST3
ARRDC2
LOC110479630
PEX11G
LOC110479627
ARHGEF18
INSR
USE1
MYO9B
HAUS8
CPAMD8
LOC110482575
SIN3B
TMEM38A
SMIM7
MED26
LOC110482571
LOC110475769
LOC110475767
MICOS13
HSD11B1L
CELF5
NCLN
GNA11
TLE5
LOC116184537
TLE2
LOC110475760
PLPP2
MIER2
C2CD4C
SHC2
LOC110475753
TPGS1
CDC34
BSG
HCN2
POLRMT
FGF22
RNF126
PALM
MISP
LOC110475734
PTBP1
PLPPR3
LOC110475732
MED16
R3HDM4
ARID3A
WDR18
TMEM259
ABCA7
CHERP
C28H19orf44
EPS15L1
KLF2
AP1M1
RAB8A
TPM4
PTPRS
KDM4B
UHRF1
FEM1A
LOC110477894
DPP9
MYDGF
TNFAIP8L1
SEMA6B
LOC110477877
LOC110477888
HDGFL2
UBXN6
CHAF1A
SH3GL1
MPND
STAP2
GADD45B
GNG7
DIRAS1
SLC39A3
SGTA
THOP1
PLK5
REEP6
C28H19orf25
APC2
DAZAP1
GAMT
PWWP3A
LOC110480196
EFNA2
FAM174C
CIRBP
MIDN
ATP5F1D
CBARP
STK11
LOC116184533
SBNO2
GPX4
POLR2E
ARHGAP45
CNN2
FSD1
SHD
YJU2
HNRNPM
TIMM44
CTXN1
FBN3
LOC116184531
EBI3
LOC110479132
SIRT6
MAP2K2
ZBTB7A
PIAS4
EEF2
DAPK3
NMRK2
ATCAY
LOC116184536
DUS3L
MPV17L2
RAB3A
PDE4C
JUND
LSM4
PGPEP1
LOC110478472
SSBP4
ELL
FKBP8
KXD1
REX1BD
CRLF1
TMEM59L
KLHL26
CRTC1
COMP
LOC110482938
LOC116184538
UPF1
GDF1
CERS1
COPE
DDX49
HOMER3
SUGP2
ARMC6
LOC116184534
SLC25A42
TMEM161A
RFXANK
NR2C2AP
NCAN
HAPLN4
SUGP1
LOC110478339
MAU2
NDUFA13
YJEFN3
PLVAP
GTPBP3
ANO8
MRPL34
ABHD8
BABAM1
NR2F6
MAP1S
FCHO1
JAK3
CCDC124
KCNN1
OCLN
LOC110481563
LOC110481565
LOC116184712
LOC110481567
CADM4
LOC110481564
LOC110473149
LOC110468027
MBOAT7
LOC110470524
GYG1
LOC116183940
LOC110478356
HPS3
CP
TM4SF18
TM4SF1
TM4SF4
WWTR1
COMMD2
RNF13
PFN2
LOC110478368
TSC22D2
SERP1
EIF2A
SELENOT
ERICH6
SIAH2
CLRN1
P2RY14
GPR87
P2RY13
P2RY12
MBNL1
P2RY1
RAP2B
ARHGEF26
DHX36
MME
PLCH1
C9H3orf33
SLC33A1
LOC110476119
GMPS
KCNAB1
SSR3
LOC116183941
TIPARP
LEKR1
LOC110476132
CCNL1
VEPH1
RSRC1
LOC110476134
LOC110476623
GFM1
LXN
LOC110476610
MFSD1
IQCJ
LOC110476621
IL12A
LOC110476604
IFT80
SMC4
TRIM59
KPNA4
nbis-18
B3GALNT1
PPM1L
NMD3
LOC110476602
SPTSSB
SI
SLITRK3
LOC110480379
BCHE
ZBBX
PDCD10
SERPINI1
LOC110480348
GOLIM4
LOC110480370
MECOM
MYNN
LRRC34
LRRC31
SAMD7
SEC62
PHC3
PRKCI
SKIL
CLDN11
SLC7A14
RPL22L1
EIF5A2
SLC2A2
TNIK
LOC116183942
PLD1
FNDC3B
GHSR
TNFSF10
NCEH1
ECT2
NLGN1
LOC116183943
NAALADL2
LOC110480374
LOC116183944
LOC110480343
LOC116183945
LOC110480357
TBL1XR1
LOC110478029
LOC110478035
ZMAT3
PIK3CA
ZNF639
MFN1
GNB4
ACTL6A
MRPL47
NDUFB5
USP13
PEX5L
TTC14
CCDC39
FXR1
DNAJC19
LOC110477604
LOC116183946
SOX2
ATP11B
DCUN1D1
MCCC1
LAMP3
MCF2L2
B3GNT5
RFC4
EIF4A2
LOC116183985
KNG1
HRG
FETUB
AHSG
SENP5
LOC116183973
EPHB3
POLR2H
CHRD
CLCN2
LOC110477400
FAM131A
EIF4G1
PSMD2
ECE2
LOC110477411
CAMK2N2
EEF1AKMT4
ALG3
VWA5B2
LOC110478185
LOC110478194
ABCF3
AP2M1
DVL3
EIF2B5
ABCC5
RNPEPL1
CAPN10
LOC110477963
LOC110478200
EIF4E2
SLC12A9
ECEL1
DIS3L2
NPPC
COPS7B
PDE6D
PTMA
LOC110477490
NCL
B3GNT7
ARMC9
PSMD1
HTR2B
C9H2orf72
LOC116183949
IQCG
LRCH3
LOC116183950
FYTTD1
RUBCN
LOC110478143
LOC110478280
TNK2
TFRC
SLC51A
PCYT1A
MASP1
SST
BCL6
LPP
LOC110473875
LOC110473876
TP63
P3H2
CLDN1
IL1RAP
OSTN
UTS2B
CCDC50
FGF12
MB21D2
OPA1
HES1
LOC110473866
ATP13A3
LSG1
FAM43A
XXYLT1
ACAP2
PPP1R2
LOC110473915
BDH1
DLG1
LOC110473918
PIGZ
NCBP2
CPB1
ZIC1
ZIC4
LOC110473888
PLOD2
DIPK2A
SLC9A9
CHST2
U2SURP
LOC110473934
LOC116183975
LOC116183951
LOC116183952
PAQR9
PCOLCE2
LOC116183953
TRPC1
LOC116183954
PLS1
ATR
XRN1
GK5
TFDP2
ATP1B3
GRK7
RNF7
RASA2
ZBTB38
LOC116183955
LOC110473891
LOC110473890
SLC16A14
LOC110473950
LOC116183956
TRIP12
DNER
PID1
SPHKAP
DAW1
CCL20
LOC110483655
LOC110483656
AGFG1
MFF
COL4A3
COL4A4
RHBDD1
IRS1
LOC110483645
NYAP2
DOCK10
LOC116183957
LOC110483639
CUL3
FAM124B
LOC110483649
SERPINE2
WDFY1
AP1S3
SCG2
ACSL3
MOGAT1
FARSB
SGPP2
PAX3
EPHA4
LOC110483651
PXYLP1
SLC25A36
SPSB4
TRNAQ-CUG
CLSTN2
LOC116183961
LOC116183960
NMNAT3
RBP1
RBP2
COPB2
MRPS22
PIK3CB
LOC110484829
PER2
LOC110484855
CAB39
LOC110484865
ITM2C
LOC110484861
ST6GAL1
COPS9
LOC110484836
GPC1
DUSP28
LOC110484839
PARL
MAP6D1
YEATS2
KLHL24
LOC110484846
KLHL6
AMER3
ARHGEF4
FAM168B
PLEKHB2
TOGARAM2
HS6ST1
UGGT1
SAP130
AMMECR1L
POLR2D
nbis-pseudo20
LOC110474554
SFT2D3
LOC116183962
FBXL12
LOC116183963
KLHL30
