first_type,proseg_HVC,proseg_surround,proseg_log2_enrich,delivered_HVC,delivered_surround,delivered_log2_enrich
Glut-HVC-1,0.20017714791851196,9.026900162484203e-4,7.641978342868451,0.13387165320866978,8.703220191470844e-4,7.109248449150505
Glut-HVC-2,0.07646885149099499,0.003069146055244629,4.594591562184213,0.05227369315767106,0.00152306353350739,5.012050961517831
Astro-1,0.01446708001180986,6.318830113738942e-4,4.314954848452882,0.04717382065448364,7.615317667536989e-4,5.777993664241296
Glut-HVC-1a,0.02716268083850015,0.012998736233977253,1.0574998073011317,0.01444963875903102,0.00718015665796344,0.9989419336075872
Endo,0.23117803365810452,0.18523199133417584,0.31951631245517276,0.27666808329791753,0.19462576153176675,0.5072338218297208
Astro-2,0.1668142899320933,0.24932298248781368,-0.5794869324320925,0.2269443263918402,0.3503046127067015,-0.6260477808985546
Glut-NC-3,0,0.02229644340133598,-7.8071258374751595,0,0.01218450826805918,-6.940696299535786
Glut-NC-1,0,0.034482758620689655,-8.433909145210988,0,0.02273716275021758,-7.835239613660605
