"","finch|Glut-CACNA1H-1","finch|Glut-CACNA1H-2","finch|Glut-CACNA1H-3","finch|Glut-CACNA1H-4","finch|Glut-CACNA1H-RA","finch|Glut-DACH2-1","finch|Glut-DACH2-2","finch|Glut-DACH2-3","finch|Glut-DACH2-4","finch|Glut-DACH2-5","finch|Glut-DACH2-6","finch|Glut-DACH2-7","finch|Glut-DACH2-8","finch|Glut-DACH2-HVCra","finch|Glut-DACH2-HVCra-Int","finch|Glut-DACH2-HVCx","finch|Glut-DACH2-LMANco","finch|Glut-DACH2-LMANsh","finch|Glut-SATB2-1","chicken|Ex_BCL6","chicken|Ex_CACNA1H_CPA6","chicken|Ex_CACNA1H_KIT","chicken|Ex_CACNA1H_LHX9","chicken|Ex_CACNA1H_MCTP2","chicken|Ex_CACNA1H_PROX1","chicken|Ex_DACH2_ADAMTS5","chicken|Ex_DACH2_CEMIP","chicken|Ex_DACH2_GRIK4","chicken|Ex_DACH2_ITGA9","chicken|Ex_DACH2_LHX2","chicken|Ex_DACH2_LUZP2","chicken|Ex_DACH2_MGAT4C","chicken|Ex_DACH2_NR4A3","chicken|Ex_DACH2_RORB","chicken|Ex_DACH2_SLIT2","chicken|Ex_DACH2_TAC1","chicken|Ex_DACH2_ZMAT4","chicken|Ex_KIAA1217","chicken|Ex_KIAA1217_BCL6","chicken|Ex_SATB2_FOXP2","chicken|Ex_SATB2_OVOA","chicken|Ex_SATB2_SOX6","chicken|Ex_SATB2_ZNF385B","chicken|Ex_TSHZ2_NR4A2"
"finch|Glut-DACH2-6",0.424166610301739,0.388476916012231,0.395529640803526,0.414421214078026,0.348882394901032,0.311325478290656,0.226214751660422,0.803647391496339,0.75004939145115,0.288474757144737,0.992485160509322,0.608168817892298,0.906939851627764,0.406805205881191,0.374479847488958,0.75009295300126,0.814291251316124,0.390370480477747,0.714378750562781,0.465325416513518,0.339223789009041,0.410073401285614,0.332898368018148,0.418589963709771,0.318546401037207,0.428618412821849,0.951526807560585,0.305442769850738,0.71389122506004,0.142983329622584,0.150263362562873,0.268922190063041,0.372289897291977,0.488271137230817,0.675315743557766,0.778592309445066,0.872562711338541,0.654772477005342,0.676142422748739,0.643541937493076,0.325639067811595,0.715617054578373,0.648578825849256,0.520893625840287
"finch|Glut-DACH2-7",0.142802647722241,0.227850638455352,0.174364772762559,0.250856779065669,0.115661573554943,0.772283399487437,0.729225282477413,0.485465224965643,0.416218688806417,0.820846975213726,0.608168817892298,0.952457578501324,0.463021284168827,0.474426481500536,0.705400656726968,0.23030966123257,0.247908761169789,0.759446951624632,0.814753574694037,0.403540527926744,0.290938540194827,0.280155098420312,0.264669594762539,0.287159671301575,0.427756968820559,0.733461233397925,0.53418656317654,0.76492656308532,0.602595932731244,0.558917612466772,0.530464426327382,0.75544294308894,0.676956112468397,0.341370379086037,0.591557223128572,0.476853319745711,0.563558429084135,0.278981216929546,0.242119093657244,0.354981494847884,0.683103630663404,0.476365983705781,0.467388374638467,0.171709495601194
"finch|Glut-DACH2-8",0.35060538413878,0.326718612992665,0.33287162384898,0.312729744713372,0.304979913066294,0.290763370253635,0.289127604754096,0.743549119207968,0.608225392662252,0.41840143158135,0.906939851627764,0.463021284168827,0.984373288983793,0.476484399993022,0.303626684740494,0.690953877336857,0.919983498757707,0.627972199971125,0.522944282545543,0.401203401987294,0.151641069161413,0.16566719824399,0.24118774290983,0.527112485494897,0.161587285161361,0.577344313705787,0.874889630797303,0.429782074437026,0.727018488145144,0.317484039783819,0.189721348835603,0.31588090036201,0.483492721978481,0.860410451670081,0.559995924616252,0.834436329217381,0.938580068993566,0.399992528800226,0.485311229694184,0.577020779206573,0.44396257125901,0.584206080079713,0.479777980818423,0.385363673297041
"finch|Glut-DACH2-HVCra",0.213755560940621,0.187027493969778,0.178930944077268,0.282533863419718,0.571837058584633,0.469401469832253,0.543806689458894,0.289884022486687,0.348086272549381,0.526017720340899,0.406805205881191,0.474426481500536,0.476484399993022,0.998740627618431,0.818173858617527,0.8851187270825,0.716913078843275,0.612915454490628,0.694569312539887,0.587361722437547,0.394454280625486,0.388659781068486,0.331707958276576,0.222790883872322,0.336287657494067,0.540748364078187,0.417515605381017,0.496497136137367,0.365394908337919,0.425939663970954,0.510030419194554,0.57125352239517,0.499729495395356,0.782606245071064,0.284128403038147,0.55592144344005,0.555700488456166,0.36610225810452,0.393788898117587,0.473941637751172,0.457802076182518,0.814031189764799,0.895307795391099,0.37971585371889
"finch|Glut-DACH2-HVCra-Int",0.179559918097351,0.262369896269969,0.200019112480033,0.349220086186734,0.247466126400438,0.731771877829643,0.818189653401663,0.39672283547884,0.461956404690872,0.730400384545773,0.374479847488958,0.705400656726968,0.303626684740494,0.818173858617527,0.945273938795656,0.43744444279897,0.292143048349128,0.676650745105459,0.679452120313494,0.480261653467165,0.407620268649693,0.396817882632514,0.388249842760129,0.341752180069353,0.390277247950549,0.666149025675282,0.278984482053894,0.747384696689211,0.349161502864672,0.676292391003543,0.717501942426229,0.754245885691415,0.692533133596508,0.402554955992197,0.393130362105868,0.233586162369165,0.315257743829364,0.258242362625948,0.269655505043607,0.454912958637926,0.631642489382834,0.674934633870649,0.623677299514463,0.252201975280464
"finch|Glut-DACH2-HVCx",0.671207115187115,0.572244427276535,0.592507176697462,0.629242764681667,0.825178071601919,0.2082091229408,0.184418517313973,0.465672175429127,0.822249526222773,0.10865331942221,0.75009295300126,0.23030966123257,0.690953877336857,0.8851187270825,0.43744444279897,0.997100339205602,0.764308011359026,0.168962704857769,0.526304646078373,0.388472723737903,0.561669521140498,0.614143805318835,0.493717427181867,0.52309512616561,0.334467065608303,0.250211811330823,0.746767904912421,0.208099503340207,0.653983031005348,0.209203020322427,0.249121410539998,0.285233705334019,0.259824014015652,0.549915486101803,0.462346593300445,0.70138538926294,0.662862047022104,0.839475064685392,0.816073121170811,0.801092994490925,0.326718692431377,0.827992115628793,0.616572179491077,0.748671639238169
"finch|Glut-DACH2-LMANco",0.528728911162204,0.314837371764575,0.421631330882789,0.352380143534858,0.771403031224654,0.107555997515743,0.163674549715911,0.438554485304498,0.351111124374183,0.287847240635709,0.814291251316124,0.247908761169789,0.919983498757707,0.716913078843275,0.292143048349128,0.764308011359026,0.999165642649867,0.538620628659203,0.347028168879903,0.453267917311743,0.276526630349104,0.25101750950197,0.418958472611838,0.385125721910813,0.257185976321176,0.463435670783884,0.843260539861441,0.231674233156914,0.520392794826937,0.273612765097153,0.253798478407811,0.271345524375301,0.32550949923928,0.965778981641805,0.404629318007135,0.788969016952833,0.863144100509784,0.639927290693498,0.551409430500561,0.679375056189834,0.214756799245271,0.683603841620419,0.674902621688213,0.539859049480322
"finch|Glut-DACH2-LMANsh",0.0775324580281003,0.0993665308395707,0.113832809229568,0.107606780881362,0.158577036958326,0.657287806845135,0.788288282489198,0.310732161109641,0.190179020395277,0.91006063941892,0.390370480477747,0.759446951624632,0.627972199971125,0.612915454490628,0.676650745105459,0.168962704857769,0.538620628659203,0.982193898584922,0.616571163579424,0.501851458165222,0.205242268168692,0.16051983234681,0.186888547589879,0.308596240697159,0.354293423639459,0.853585299140732,0.327151317743497,0.64431009332517,0.335182441064272,0.749891814843362,0.655054483324849,0.762893862987404,0.744957862892099,0.826173217811554,0.371546757552036,0.46979677127745,0.603382605824612,0.209965916876774,0.164813602301698,0.29728706519463,0.692597295980106,0.339756412968619,0.478767232644343,0.133501855487587
"finch|Glut-SATB2-1",0.275687659812963,0.34951383402303,0.286351826881702,0.368610938197075,0.325273362308022,0.539636564158028,0.561120436382073,0.355781901720404,0.522735726391523,0.605545977851681,0.714378750562781,0.814753574694037,0.522944282545543,0.694569312539887,0.679452120313494,0.526304646078373,0.347028168879903,0.616571163579424,0.997284179137739,0.443868643330431,0.466483912339076,0.571638417172446,0.34613326930362,0.335149142768334,0.478643515191464,0.365075817094763,0.300732766456008,0.359006265313814,0.299814949717364,0.294440939067613,0.299196347688456,0.363917438061693,0.310326899210446,0.495630329596609,0.234931612488469,0.490879285065997,0.397352005494646,0.727503270989684,0.639623313070983,0.89414496887978,0.721404386207419,0.944389437782999,0.88904491237365,0.389328935172907
"chicken|Ex_BCL6",0.563291306675571,0.698663208818738,0.570289016150671,0.653488511125817,0.688114304237288,0.421711356033139,0.392781498373219,0.604119288163628,0.432001479764521,0.391611268211179,0.465325416513518,0.403540527926744,0.401203401987294,0.587361722437547,0.480261653467165,0.388472723737903,0.453267917311743,0.501851458165222,0.443868643330431,0.997199510769313,0.649856706106828,0.755566461013023,0.602009610062667,0.636686296039857,0.702635368117261,0.402314702451513,0.426159673206014,0.51889295684666,0.532584543494595,0.537007758316866,0.61665769746295,0.447393333531898,0.347957864718034,0.498819008370947,0.634555029970733,0.438307311620638,0.427424993965526,0.532750724013196,0.723822555593813,0.318093457271925,0.442900717806048,0.366773723499585,0.329469264520385,0.586758381686946
"chicken|Ex_CACNA1H_CPA6",0.926962590933884,0.914446807284246,0.916020024833234,0.840025348707396,0.88346774121691,0.312219440268871,0.295915344884147,0.33890369506843,0.433861381877819,0.234554395471065,0.339223789009041,0.290938540194827,0.151641069161413,0.394454280625486,0.407620268649693,0.561669521140498,0.276526630349104,0.205242268168692,0.466483912339076,0.649856706106828,0.998536789760462,0.946702094228342,0.919200175376148,0.747301434631452,0.954695738092034,0.135666243293075,0.276263785744621,0.291261369375602,0.28375695473041,0.372520487652911,0.567588660582855,0.308268908905115,0.241735696386045,0.44667413879902,0.44156276513473,0.364848096912074,0.208140440360149,0.817683669936024,0.753293149797436,0.404618215473258,0.228810423856415,0.391268051859961,0.641506058340794,0.882652251469971
"chicken|Ex_CACNA1H_KIT",0.908049625253095,0.955877776642817,0.895756913821396,0.930617854936493,0.7829403542325,0.339724674109177,0.290356662691672,0.427011382199224,0.531281100710285,0.200356663391921,0.410073401285614,0.280155098420312,0.16566719824399,0.388659781068486,0.396817882632514,0.614143805318835,0.25101750950197,0.16051983234681,0.571638417172446,0.755566461013023,0.946702094228342,0.990297029407196,0.932704982598347,0.877392166592729,0.941986621827362,0.094207172512788,0.322323636932993,0.371007603116887,0.278016377477245,0.541376874862636,0.717609139915133,0.339813289037723,0.162954182154679,0.18663842601736,0.564643328660907,0.342596117817407,0.106357653432516,0.605512399231957,0.826047726603856,0.368259698259756,0.337264077552223,0.458703305962638,0.627883724626241,0.869819116301361
"chicken|Ex_CACNA1H_LHX9",0.916745973218984,0.920350414770981,0.875154241545814,0.946576762754458,0.770721963621904,0.411737831687044,0.314091725604979,0.487058308075062,0.484337065985376,0.228839282058623,0.332898368018148,0.264669594762539,0.24118774290983,0.331707958276576,0.388249842760129,0.493717427181867,0.418958472611838,0.186888547589879,0.34613326930362,0.602009610062667,0.919200175376148,0.932704982598347,0.982979957119521,0.834497332373006,0.912101361221895,0.157786368289809,0.403387077479917,0.533652949501472,0.366024872785902,0.58570747912998,0.794686795099806,0.451148716752527,0.287301421920335,0.218357033119974,0.723072000918533,0.31168597276878,0.162790487358604,0.477797941475965,0.654630032148937,0.388646303989478,0.308018146583069,0.315506053695242,0.434918349428818,0.807462529363185
"chicken|Ex_CACNA1H_MCTP2",0.802695221650719,0.85054850133407,0.789124942050509,0.863527412683441,0.587415808758867,0.468880581738131,0.48724255952334,0.50176656945021,0.583626070417996,0.415126109848677,0.418589963709771,0.287159671301575,0.527112485494897,0.222790883872322,0.341752180069353,0.52309512616561,0.385125721910813,0.308596240697159,0.335149142768334,0.636686296039857,0.747301434631452,0.877392166592729,0.834497332373006,0.979551939388628,0.816467375160128,0.250809882154995,0.408512256646157,0.577336523928119,0.48951287870079,0.748927750331584,0.700080520582115,0.46698141569483,0.345106460568086,0.179153387806057,0.617118668420991,0.391942171828865,0.21414463980662,0.427259672503249,0.644538504713297,0.368286958628766,0.559320368137814,0.30847528770995,0.320939167962605,0.758060811580242
"chicken|Ex_CACNA1H_PROX1",0.852029266447176,0.904872646402515,0.836082191267543,0.922472346221109,0.699525482284051,0.48109913244736,0.379588132580382,0.434540368775435,0.316391352189296,0.425547061327764,0.318546401037207,0.427756968820559,0.161587285161361,0.336287657494067,0.390277247950549,0.334467065608303,0.257185976321176,0.354293423639459,0.478643515191464,0.702635368117261,0.954695738092034,0.941986621827362,0.912101361221895,0.816467375160128,0.988294300185196,0.172691536419128,0.239511456815616,0.511602675478482,0.294785495722639,0.648127887514131,0.799602564788314,0.509508114232941,0.249255157433225,0.178072096287823,0.581045167237529,0.380046015826638,0.121542809525676,0.48467345187622,0.625522247235721,0.250916995600489,0.348456587936957,0.292454861641032,0.504383141954923,0.665291928333776
"chicken|Ex_DACH2_ADAMTS5",0.143382090748944,0.14865121310004,0.202643293589466,0.129031705127521,0.167944262502111,0.746559502241017,0.815898372010151,0.598963376757346,0.454395353165193,0.863615549316503,0.428618412821849,0.733461233397925,0.577344313705787,0.540748364078187,0.666149025675282,0.250211811330823,0.463435670783884,0.853585299140732,0.365075817094763,0.402314702451513,0.135666243293075,0.094207172512788,0.157786368289809,0.250809882154995,0.172691536419128,0.952919677710219,0.526336485669091,0.69043617583312,0.555723635206201,0.703231905269505,0.538046686031932,0.812823739686534,0.8423673585144,0.709653945278566,0.469488846781114,0.445424998479477,0.726492119482191,0.19398957281296,0.113971427154191,0.356574995908528,0.652380816813431,0.432515948963317,0.320084547240481,0.163496222805762
"chicken|Ex_DACH2_CEMIP",0.458941940683043,0.448949226300423,0.451790353607928,0.377507846196587,0.308281128371855,0.334520985672508,0.210399197645713,0.820832702532881,0.658707664469336,0.25006053166422,0.951526807560585,0.53418656317654,0.874889630797303,0.417515605381017,0.278984482053894,0.746767904912421,0.843260539861441,0.327151317743497,0.300732766456008,0.426159673206014,0.276263785744621,0.322323636932993,0.403387077479917,0.408512256646157,0.239511456815616,0.526336485669091,0.991831597207901,0.431139559861995,0.810666824620016,0.222586454038087,0.237409821349388,0.319971129652514,0.455575470544999,0.561005794030203,0.808155593534551,0.814316606199923,0.880064617319691,0.53593483475938,0.650134290618568,0.558386591727649,0.296349137131219,0.549235898933457,0.420691174218599,0.645290593763504
"chicken|Ex_DACH2_GRIK4",0.246130672129292,0.387445129059705,0.266121458597732,0.4692293605977,0.163212491125466,0.873826309990369,0.828843364949666,0.623802671638189,0.528997484550153,0.776070526618511,0.305442769850738,0.76492656308532,0.429782074437026,0.496497136137367,0.747384696689211,0.208099503340207,0.231674233156914,0.64431009332517,0.359006265313814,0.51889295684666,0.291261369375602,0.371007603116887,0.533652949501472,0.577336523928119,0.511602675478482,0.69043617583312,0.431139559861995,0.985975584333799,0.612449253298536,0.72659106154881,0.665746863256463,0.794440817087233,0.679563166108795,0.364682582590183,0.669259517696729,0.230344522661082,0.422859802202986,0.140700674735112,0.18238911104671,0.347427482932493,0.686838169360193,0.164378981406981,0.227002620097934,0.354881197422618
"chicken|Ex_DACH2_ITGA9",0.565671554084194,0.476952228385621,0.562812735494586,0.444716819345892,0.500778795691572,0.493630487716316,0.350124687330254,0.714170827989872,0.689570478101908,0.372399964307,0.71389122506004,0.602595932731244,0.727018488145144,0.365394908337919,0.349161502864672,0.653983031005348,0.520392794826937,0.335182441064272,0.299814949717364,0.532584543494595,0.28375695473041,0.278016377477245,0.366024872785902,0.48951287870079,0.294785495722639,0.555723635206201,0.810666824620016,0.612449253298536,0.919666275876617,0.38651932232774,0.319063157085777,0.539245308497008,0.56906432385543,0.477466160766751,0.772689441082455,0.787065197539661,0.809726471856582,0.483423197932049,0.568277379852489,0.433151060578058,0.468083677297027,0.353191052774703,0.190030956732448,0.62109201534666
"chicken|Ex_DACH2_LHX2",0.336883014017847,0.495614855474666,0.379653133382756,0.603987762966105,0.243101922064377,0.826328292255614,0.87644144080306,0.51844504025013,0.445120139834335,0.870156010105172,0.142983329622584,0.558917612466772,0.317484039783819,0.425939663970954,0.676292391003543,0.209203020322427,0.273612765097153,0.749891814843362,0.294440939067613,0.537007758316866,0.372520487652911,0.541376874862636,0.58570747912998,0.748927750331584,0.648127887514131,0.703231905269505,0.222586454038087,0.72659106154881,0.38651932232774,0.945547560331325,0.895401356315273,0.827873240278008,0.711429706639884,0.261197790597193,0.544712246858679,0.243728717457251,0.20798236902155,0.150926944040483,0.243752067598196,0.206434921322389,0.745438864070402,0.252847229093199,0.178830006950836,0.325045783977447
"chicken|Ex_DACH2_LUZP2",0.440414213879289,0.590046459767475,0.439401551117079,0.739284485219838,0.317254158186256,0.807908078384916,0.814586410238263,0.467057752944869,0.384643312974079,0.787572064274837,0.150263362562873,0.530464426327382,0.189721348835603,0.510030419194554,0.717501942426229,0.249121410539998,0.253798478407811,0.655054483324849,0.299196347688456,0.61665769746295,0.567588660582855,0.717609139915133,0.794686795099806,0.700080520582115,0.799602564788314,0.538046686031932,0.237409821349388,0.665746863256463,0.319063157085777,0.895401356315273,0.969877896777911,0.787275412398623,0.608653401584691,0.244727082702031,0.642442613171896,0.232420668710233,0.158693235100663,0.152436199479652,0.280966722670357,0.196276752472463,0.567485762298841,0.275685306045236,0.232535402902674,0.354366651686619
"chicken|Ex_DACH2_MGAT4C",0.228887778444715,0.267967979199874,0.251199677682222,0.380701475829933,0.21431041092452,0.84008887676199,0.855323083233887,0.493668408106973,0.451712710360355,0.868371138916599,0.268922190063041,0.75544294308894,0.31588090036201,0.57125352239517,0.754245885691415,0.285233705334019,0.271345524375301,0.762893862987404,0.363917438061693,0.447393333531898,0.308268908905115,0.339813289037723,0.451148716752527,0.46698141569483,0.509508114232941,0.812823739686534,0.319971129652514,0.794440817087233,0.539245308497008,0.827873240278008,0.787275412398623,0.923809085993101,0.802056439292819,0.317887794841738,0.572624682937122,0.32354928199553,0.365988376796281,0.156507797754948,0.153054291272962,0.21550499968575,0.669547382048922,0.314269600641194,0.255772553968541,0.22043708414098
"chicken|Ex_DACH2_NR4A3",0.247105945925398,0.315037341247594,0.343073090315968,0.258242192572799,0.192465358511466,0.797170165311192,0.816676979010389,0.556043846243094,0.587008695104434,0.812988577492421,0.372289897291977,0.676956112468397,0.483492721978481,0.499729495395356,0.692533133596508,0.259824014015652,0.32550949923928,0.744957862892099,0.310326899210446,0.347957864718034,0.241735696386045,0.162954182154679,0.287301421920335,0.345106460568086,0.249255157433225,0.8423673585144,0.455575470544999,0.679563166108795,0.56906432385543,0.711429706639884,0.608653401584691,0.802056439292819,0.976319632035077,0.591677481303335,0.45578557364269,0.312806260793684,0.557394993842568,0.193811134840613,0.197790823969187,0.36711687640518,0.659259196167271,0.391781375680538,0.278168814145106,0.315596632227401
