axis,k_filter,value,song_mean,nonsong_mean,U,p_one_sided
k.score,NA,10,0.09266537203122126,0.2793508398159445,8.0,0.009696186166774402
k.score,NA,30,0.09200449098525995,0.2831255487247539,8.0,0.009696186166774402
k.score,NA,50,0.09432148874576873,0.2835046886878863,9.0,0.01341305753070459
k.score,NA,100,0.09603928461402148,0.2819786742896317,9.0,0.01341305753070459
k.score,200,10,0.01767067418866036,0.25110697056513553,4.5,0.004184020926769553
k.score,200,30,0.017854172361347415,0.25480403070916596,6.0,0.0046864899806076275
k.score,200,50,0.01313209942478557,0.2582213647346247,4.5,0.004184020926769553
k.score,200,100,0.011365538133586369,0.25595101687957683,5.5,0.005680836512358876
