"","0166 OB-STR-CTX Inh IMN_1","0278 STR D2 Gaba_5","0324 LSX Prdm12 Slit2 Gaba_8","1166 Astro-OLF NN_1","0330 LSX Prdm12 Zeb2 Gaba_5","1167 Astro-OLF NN_2","0322 LSX Prdm12 Slit2 Gaba_6","1185 OEC NN_1","0048 IT AON-TT-DP Glut_3","0295 NDB-SI-ant Prdm12 Gaba_1","1172 Tanycyte NN_1","1164 Astro-TE NN_4","1165 Astro-TE NN_5","1191 Peri NN_1","1159 Astro-NT NN_1","1163 Astro-TE NN_3","0318 LSX Prdm12 Slit2 Gaba_2","0094 L5 ET CTX Glut_5","0054 L2 IT ENT-po Glut_4","1161 Astro-TE NN_1","1162 Astro-TE NN_2","1168 Astro-OLF NN_3","0628 HY Gnrh1 Glut_1","1192 SMC NN_1","1160 Astro-NT NN_2","1169 Astroependymal NN_1","0588 PVH-SO-PVa Otp Glut_4","Other (rare)","0315 LSX Nkx2-1 Gaba_10","1175 Ependymal NN_1","0170 OB-STR-CTX Inh IMN_5","0299 LSX Sall3 Pax6 Gaba_1","0158 OB-out Frmd7 Gaba_1","1193 Endo NN_1","0409 BST Tac2 Gaba_1","1186 ABC NN_1","1195 BAM NN_1","0359 MEA-BST Lhx6 Nfib Gaba_3","0357 MEA-BST Lhx6 Nfib Gaba_1","0306 LSX Nkx2-1 Gaba_1","0197 RHP-COA Ndnf Gaba_5","0154 OB-in Frmd7 Gaba_5","0287 STR-PAL Chst9 Gaba_3","0310 LSX Nkx2-1 Gaba_5","0389 CEA-BST Ebf1 Pdyn Gaba_6","0364 SI-MA-ACB Ebf1 Bnc2 Gaba_1","0144 OB Meis2 Thsd7b Gaba_2","0311 LSX Nkx2-1 Gaba_6","0378 CEA-AAA-BST Six3 Sp9 Gaba_6","0339 MEA-BST Sox6 Gaba_3","0338 MEA-BST Sox6 Gaba_2","0399 SI-MPO-LPO Lhx8 Gaba_4","0374 CEA-AAA-BST Six3 Sp9 Gaba_2","0286 STR-PAL Chst9 Gaba_2","0402 MPO-ADP Lhx8 Gaba_1","0351 MEA-BST Lhx6 Sp9 Gaba_5","0370 CEA-BST Six3 Cyp26b1 Gaba_4","0281 STR D1 Sema5a Gaba_1","0289 STR-PAL Chst9 Gaba_5","0375 CEA-AAA-BST Six3 Sp9 Gaba_3","0380 CEA-AAA-BST Six3 Sp9 Gaba_8","0284 STR D1 Sema5a Gaba_4","0300 LSX Sall3 Pax6 Gaba_2","0373 CEA-AAA-BST Six3 Sp9 Gaba_1","0128 NP SUB Glut_2","0387 CEA-BST Ebf1 Pdyn Gaba_4","0424 BST-MPN Six3 Nrgn Gaba_5","0335 LSX Sall3 Lmo1 Gaba_5","0379 CEA-AAA-BST Six3 Sp9 Gaba_7","0152 OB-in Frmd7 Gaba_3","0007 L5/6 IT TPE-ENT Glut_1","0293 IA Mgp Gaba_4","0393 CEA-BST Rai14 Pdyn Crh Gaba_2","0258 GPe-SI Sox6 Cyp26b1 Gaba_2","0397 SI-MPO-LPO Lhx8 Gaba_2","0285 STR-PAL Chst9 Gaba_1","0321 LSX Prdm12 Slit2 Gaba_5","0288 STR-PAL Chst9 Gaba_4","0292 IA Mgp Gaba_3","0539 MEA-BST Otp Zic2 Glut_1","0367 CEA-BST Six3 Cyp26b1 Gaba_1","0320 LSX Prdm12 Slit2 Gaba_4","0390 CEA-BST Ebf1 Pdyn Gaba_7","0336 LSX Sall3 Lmo1 Gaba_6","0382 ACB-BST-FS D1 Gaba_2","0319 LSX Prdm12 Slit2 Gaba_3","0350 MEA-BST Lhx6 Sp9 Gaba_4","0291 IA Mgp Gaba_2","0282 STR D1 Sema5a Gaba_2","0143 OB Meis2 Thsd7b Gaba_1","0283 STR D1 Sema5a Gaba_3","0276 STR D2 Gaba_3","0317 LSX Prdm12 Slit2 Gaba_1","0365 SI-MA-ACB Ebf1 Bnc2 Gaba_2","0263 OT D3 Folh1 Gaba_2","0328 LSX Prdm12 Zeb2 Gaba_3","0347 MEA-BST Lhx6 Sp9 Gaba_1","0425 BST-MPN Six3 Nrgn Gaba_6","0266 STR D1 Gaba_2","0279 STR D2 Gaba_6","0369 CEA-BST Six3 Cyp26b1 Gaba_3","0376 CEA-AAA-BST Six3 Sp9 Gaba_4","0297 NDB-SI-ant Prdm12 Gaba_3","0290 IA Mgp Gaba_1","0388 CEA-BST Ebf1 Pdyn Gaba_5","0146 OB Meis2 Thsd7b Gaba_4","0167 OB-STR-CTX Inh IMN_2","0384 CEA-BST Ebf1 Pdyn Gaba_1","0313 LSX Nkx2-1 Gaba_8","0169 OB-STR-CTX Inh IMN_4","0483 PVpo-VMPO-MPN Hmx2 Gaba_2","0274 STR D2 Gaba_1","0516 COAa-PAA-MEA Barhl2 Glut_8","0391 CEA-BST Ebf1 Pdyn Gaba_8","0151 OB-in Frmd7 Gaba_2","0484 PVpo-VMPO-MPN Hmx2 Gaba_3","0142 DG-PIR Ex IMN_3","0414 PVR Six3 Sox3 Gaba_4","0482 PVpo-VMPO-MPN Hmx2 Gaba_1","Glut-GABA [neurotransmitter]","0395 BST-SI-AAA Six3 Slc22a3 Gaba_2","0423 BST-MPN Six3 Nrgn Gaba_4","0383 ACB-BST-FS D1 Gaba_3","0354 MEA-BST Lhx6 Nr2e1 Gaba_1","0294 IA Mgp Gaba_5","0108 L6b/CT ENT Glut_3","0308 LSX Nkx2-1 Gaba_3","0155 OB-in Frmd7 Gaba_6","0363 CEA-BST Gal Avp Gaba_1","0366 SI-MA-ACB Ebf1 Bnc2 Gaba_3","0272 STR D1 Gaba_8","0208 Pvalb Gaba_4","0220 Sst Gaba_7","0261 PAL-STR Gaba-Chol_3","0245 NDB-SI-MA-STRv Lhx8 Gaba_2","0512 COAa-PAA-MEA Barhl2 Glut_4","0225 Sst Gaba_12","0075 CA3 Glut_1","0352 MEA-BST Lhx6 Sp9 Gaba_6","0222 Sst Gaba_9","0407 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1","0301 LSX Otx2 Gaba_1","0513 COAa-PAA-MEA Barhl2 Glut_5","0219 Sst Gaba_6","0229 Sst Gaba_16","0162 OB Dopa-Gaba_1","0260 PAL-STR Gaba-Chol_2","0159 OB-out Frmd7 Gaba_2","0241 Sst Chodl Gaba_4","0224 Sst Gaba_11","0298 NDB-SI-ant Prdm12 Gaba_4","0193 RHP-COA Ndnf Gaba_1","0214 Sst Gaba_1","0415 PVR Six3 Sox3 Gaba_5","0341 MEA-BST Sox6 Gaba_5","0228 Sst Gaba_15","0246 NDB-SI-MA-STRv Lhx8 Gaba_3","0206 Pvalb Gaba_2","0534 SI-MA-LPO-LHA Skor1 Glut_5","0195 RHP-COA Ndnf Gaba_3","0227 Sst Gaba_14","0239 Sst Chodl Gaba_2","0216 Sst Gaba_3","0250 NDB-SI-MA-STRv Lhx8 Gaba_7","0215 Sst Gaba_2","0232 Sst Gaba_19","0247 NDB-SI-MA-STRv Lhx8 Gaba_4","0218 Sst Gaba_5","0356 MEA-BST Lhx6 Nr2e1 Gaba_3","0385 CEA-BST Ebf1 Pdyn Gaba_2","0253 NDB-SI-MA-STRv Lhx8 Gaba_10","0051 L2 IT ENT-po Glut_1","0217 Sst Gaba_4","0226 Sst Gaba_13","0362 MEA-BST Lhx6 Nfib Gaba_6","0396 SI-MPO-LPO Lhx8 Gaba_1","0223 Sst Gaba_10","0240 Sst Chodl Gaba_3","0230 Sst Gaba_17","0221 Sst Gaba_8","0198 RHP-COA Ndnf Gaba_6","0518 MS-SF Bsx Glut_1","0092 L5 ET CTX Glut_3","0112 L6b CTX Glut_3","0434 RT-ZI Gnb3 Gaba_4","0242 Sst Chodl Gaba_5","0231 Sst Gaba_18","0251 NDB-SI-MA-STRv Lhx8 Gaba_8","0052 L2 IT ENT-po Glut_2","0237 STR Lhx8 Gaba_2","0233 STR Prox1 Lhx6 Gaba_1","0204 Pvalb chandelier Gaba_1","0355 MEA-BST Lhx6 Nr2e1 Gaba_2","0349 MEA-BST Lhx6 Sp9 Gaba_3","0344 MEA-BST Sox6 Gaba_8","0209 Pvalb Gaba_5","0042 L2/3 IT PIR-ENTl Glut_4","0234 STR Prox1 Lhx6 Gaba_2","0194 RHP-COA Ndnf Gaba_2","0160 OB-out Frmd7 Gaba_3","0153 OB-in Frmd7 Gaba_4","0187 Sncg Gaba_3","0323 LSX Prdm12 Slit2 Gaba_7","0238 Sst Chodl Gaba_1","0186 Sncg Gaba_2","0332 LSX Sall3 Lmo1 Gaba_2","0248 NDB-SI-MA-STRv Lhx8 Gaba_5","0138 DG Glut_3","0243 Sst Chodl Gaba_6","0254 NDB-SI-MA-STRv Lhx8 Gaba_11","0205 Pvalb Gaba_1","1179 OPC NN_1","12 HY GABA [class]","0207 Pvalb Gaba_3","0210 Pvalb Gaba_6","0124 L5 NP CTX Glut_3","0340 MEA-BST Sox6 Gaba_4","0123 L5 NP CTX Glut_2","0257 GPe-SI Sox6 Cyp26b1 Gaba_1","0199 Lamp5 Gaba_1","0353 MEA-BST Lhx6 Sp9 Gaba_7","0033 L2/3 IT ENT Glut_1","0156 OB-in Frmd7 Gaba_7","0345 MEA-BST Sox6 Gaba_9","0202 Lamp5 Gaba_4","0212 Pvalb Gaba_8","0342 MEA-BST Sox6 Gaba_6","0161 OB-mi Frmd7 Gaba_1","0235 STR Prox1 Lhx6 Gaba_3","0211 Pvalb Gaba_7","0203 Lamp5 Lhx6 Gaba_1","0008 L5/6 IT TPE-ENT Glut_2","0130 OB Eomes Ms4a15 Glut_1","0213 Pvalb Gaba_9","0431 RT-ZI Gnb3 Gaba_1","0249 NDB-SI-MA-STRv Lhx8 Gaba_6","0107 L6b/CT ENT Glut_2","0433 RT-ZI Gnb3 Gaba_3","0533 SI-MA-LPO-LHA Skor1 Glut_4","0175 Vip Gaba_3","0236 STR Lhx8 Gaba_1","0461 ZI Pax6 Gaba_3","0435 RT-ZI Gnb3 Gaba_5","0536 SI-MA-LPO-LHA Skor1 Glut_7","0346 MEA-BST Sox6 Gaba_10","0537 SI-MA-LPO-LHA Skor1 Glut_8","0256 NDB-SI-MA-STRv Lhx8 Gaba_13","0131 OB Eomes Ms4a15 Glut_2","0264 OT D3 Folh1 Gaba_3","0408 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2","0118 L6 CT CTX Glut_5","0200 Lamp5 Gaba_2","0181 Vip Gaba_9","0542 LHA-MEA Otp Glut_1","0183 Vip Gaba_11","0174 Vip Gaba_2","0179 Vip Gaba_7","0184 Vip Gaba_12","0173 Vip Gaba_1","0309 LSX Nkx2-1 Gaba_4","0394 BST-SI-AAA Six3 Slc22a3 Gaba_1","0178 Vip Gaba_6","0358 MEA-BST Lhx6 Nfib Gaba_2","0180 Vip Gaba_8","0029 L2/3 IT CTX Glut_1","0411 PVR Six3 Sox3 Gaba_1","0177 Vip Gaba_5","0176 Vip Gaba_4","0532 SI-MA-LPO-LHA Skor1 Glut_3","0190 Sncg Gaba_6","0147 OB Meis2 Thsd7b Gaba_5","0191 Sncg Gaba_7","0471 DMH-LHA Gsx1 Gaba_2","0157 OB-in Frmd7 Gaba_8","0185 Sncg Gaba_1","0192 Sncg Gaba_8","0030 L2/3 IT CTX Glut_2","1180 OPC NN_2","0189 Sncg Gaba_5","0163 OB Dopa-Gaba_2","0057 MEA Slc17a7 Glut_3","0302 LSX Otx2 Gaba_2","0201 Lamp5 Gaba_3","0329 LSX Prdm12 Zeb2 Gaba_4","0521 AVPV-MEPO-SFO Tbr1 Glut_3","0337 MEA-BST Sox6 Gaba_1","0327 LSX Prdm12 Zeb2 Gaba_2","0326 LSX Prdm12 Zeb2 Gaba_1","0244 NDB-SI-MA-STRv Lhx8 Gaba_1","0360 MEA-BST Lhx6 Nfib Gaba_4","0405 MPO-ADP Lhx8 Gaba_4","0255 NDB-SI-MA-STRv Lhx8 Gaba_12","0252 NDB-SI-MA-STRv Lhx8 Gaba_9","0003 IT EP-CLA Glut_1","0406 MPO-ADP Lhx8 Gaba_5","0001 CLA-EPd-CTX Car3 Glut_1","0072 CA1-ProS Glut_4","0168 OB-STR-CTX Inh IMN_3","0348 MEA-BST Lhx6 Sp9 Gaba_2","0045 L2/3 IT PIR-ENTl Glut_7","0028 L4/5 IT CTX Glut_6","0062 LA-BLA-BMA-PA Glut_3","0038 L2/3 IT ENT Glut_6","0056 MEA Slc17a7 Glut_2","0034 L2/3 IT ENT Glut_2","0316 LSX Nkx2-1 Gaba_11","0165 OB Dopa-Gaba_4","0381 ACB-BST-FS D1 Gaba_1","0543 LHA-MEA Otp Glut_2","0530 SI-MA-LPO-LHA Skor1 Glut_1","0068 ENTmv-PA-COAp Glut_3","0122 L5 NP CTX Glut_1","0432 RT-ZI Gnb3 Gaba_2","0515 COAa-PAA-MEA Barhl2 Glut_7","0006 IT EP-CLA Glut_4","0086 L2/3 IT PPP Glut_3","0392 CEA-BST Rai14 Pdyn Crh Gaba_1","0069 CA1-ProS Glut_1","0082 L2 IT PPP-APr Glut_3","0098 SUB-ProS Glut_3","0099 L5 PPP Glut_1","0070 CA1-ProS Glut_2","0079 CA3 Glut_5","0093 L5 ET CTX Glut_4","0010 L5/6 IT TPE-ENT Glut_4","0076 CA3 Glut_2","0095 L5 ET CTX Glut_6","0074 CA1-ProS Glut_6","0084 L2/3 IT PPP Glut_1","0091 L5 ET CTX Glut_2","0121 CT SUB Glut_2","0305 LSX Otx2 Gaba_5","0073 CA1-ProS Glut_5","0064 LA-BLA-BMA-PA Glut_5","0022 L5 IT CTX Glut_5","0066 ENTmv-PA-COAp Glut_1","0106 L6b/CT ENT Glut_1","0060 LA-BLA-BMA-PA Glut_1","0081 L2 IT PPP-APr Glut_2","0096 SUB-ProS Glut_1","0097 SUB-ProS Glut_2","0511 COAa-PAA-MEA Barhl2 Glut_3","0331 LSX Sall3 Lmo1 Gaba_1","0509 COAa-PAA-MEA Barhl2 Glut_1","0109 L6b/CT ENT Glut_4","0505 MEA-COA-BMA Ccdc42 Glut_1","0015 L6 IT CTX Glut_3","0004 IT EP-CLA Glut_2","0063 LA-BLA-BMA-PA Glut_4","0080 L2 IT PPP-APr Glut_1","0133 OB Eomes Ms4a15 Glut_4","0111 L6b CTX Glut_2","0011 L5/6 IT TPE-ENT Glut_5","0065 LA-BLA-BMA-PA Glut_6","0514 COAa-PAA-MEA Barhl2 Glut_6","0129 NP PPP Glut_1","0110 L6b CTX Glut_1","0071 CA1-ProS Glut_3","0016 L6 IT CTX Glut_4","0132 OB Eomes Ms4a15 Glut_3","0136 DG Glut_1","0116 L6 CT CTX Glut_3","0280 STR D2 Gaba_7","0067 ENTmv-PA-COAp Glut_2","0120 CT SUB Glut_1","0127 NP SUB Glut_1","0046 IT AON-TT-DP Glut_1","0012 L5/6 IT TPE-ENT Glut_6","0035 L2/3 IT ENT Glut_3","0090 L5 ET CTX Glut_1","0304 LSX Otx2 Gaba_4","0061 LA-BLA-BMA-PA Glut_2","0523 AVPV-MEPO-SFO Tbr1 Glut_5","0077 CA3 Glut_3","0047 IT AON-TT-DP Glut_2","0055 MEA Slc17a7 Glut_1","0303 LSX Otx2 Gaba_3","0005 IT EP-CLA Glut_3","0510 COAa-PAA-MEA Barhl2 Glut_2","0148 OB Trdn Gaba_1","0538 MEA Otp Foxp2 Glut_1","0009 L5/6 IT TPE-ENT Glut_3","0333 LSX Sall3 Lmo1 Gaba_3","0372 CEA-BST Six3 Cyp26b1 Gaba_6","0540 MEA-BST Otp Zic2 Glut_2","0275 STR D2 Gaba_2","0386 CEA-BST Ebf1 Pdyn Gaba_3","0265 STR D1 Gaba_1","0517 COAa-PAA-MEA Barhl2 Glut_9","0041 L2/3 IT PIR-ENTl Glut_3","0267 STR D1 Gaba_3","0403 MPO-ADP Lhx8 Gaba_2","0465 ZI Pax6 Gaba_7","0270 STR D1 Gaba_6","0050 IT AON-TT-DP Glut_5","0519 AVPV-MEPO-SFO Tbr1 Glut_1","0629 MM-ant Foxb1 Glut_1","0526 LHA Barhl2 Glut_3","0135 HPF CR Glut_1","0115 L6 CT CTX Glut_2","0049 IT AON-TT-DP Glut_4","0271 STR D1 Gaba_7","0642 AV Col27a1 Glut_1","0053 L2 IT ENT-po Glut_3","0508 MEA-COA-BMA Ccdc42 Glut_4","0017 L6 IT CTX Glut_5","0083 L2 IT PPP-APr Glut_4","0058 COAp Grxcr2 Glut_1","0139 DG Glut_4","0501 BST-po Iigp1 Glut_1","0040 L2/3 IT PIR-ENTl Glut_2","0150 OB-in Frmd7 Gaba_1","0025 L4/5 IT CTX Glut_3","0044 L2/3 IT PIR-ENTl Glut_6","0059 COAp Grxcr2 Glut_2","0102 NLOT Rho Glut_1","0088 L2/3 IT RSP Glut_2","0087 L2/3 IT RSP Glut_1","0343 MEA-BST Sox6 Gaba_7","0507 MEA-COA-BMA Ccdc42 Glut_3","0506 MEA-COA-BMA Ccdc42 Glut_2","0535 SI-MA-LPO-LHA Skor1 Glut_6","0269 STR D1 Gaba_5","0541 MEA-BST Otp Zic2 Glut_3","0137 DG Glut_2","0043 L2/3 IT PIR-ENTl Glut_5","0031 L2/3 IT CTX Glut_3","0078 CA3 Glut_4","0021 L5 IT CTX Glut_4","0149 OB Trdn Gaba_2","0119 L6 CT CTX Glut_6","0101 CA2-FC-IG Glut_2","0026 L4/5 IT CTX Glut_4","0371 CEA-BST Six3 Cyp26b1 Gaba_5","0114 L6 CT CTX Glut_1","0262 OT D3 Folh1 Gaba_1","0039 L2/3 IT PIR-ENTl Glut_1","0312 LSX Nkx2-1 Gaba_7","0145 OB Meis2 Thsd7b Gaba_3","0032 L2/3 IT CTX Glut_4","0368 CEA-BST Six3 Cyp26b1 Gaba_2","0014 L6 IT CTX Glut_2","0085 L2/3 IT PPP Glut_2","0277 STR D2 Gaba_4","0528 ADP-MPO Trp73 Glut_2","0117 L6 CT CTX Glut_4","0104 L6b EPd Glut_2","0531 SI-MA-LPO-LHA Skor1 Glut_2","0103 L6b EPd Glut_1","0134 OB Eomes Ms4a15 Glut_5","0520 AVPV-MEPO-SFO Tbr1 Glut_2","0024 L4/5 IT CTX Glut_2","0023 L4/5 IT CTX Glut_1","0522 AVPV-MEPO-SFO Tbr1 Glut_4","0036 L2/3 IT ENT Glut_4","0503 TRS-BAC Sln Glut_2","0113 L6b CTX Glut_4","0027 L4/5 IT CTX Glut_5","0020 L5 IT CTX Glut_3","0018 L5 IT CTX Glut_1","0013 L6 IT CTX Glut_1","0019 L5 IT CTX Glut_2","0002 CLA-EPd-CTX Car3 Glut_2","0546 MPN-MPO-PVpo Hmx2 Glut_1","0037 L2/3 IT ENT Glut_5","0524 LHA Barhl2 Glut_1","0527 ADP-MPO Trp73 Glut_1","0314 LSX Nkx2-1 Gaba_9","0575 LHA-AHN-PVH Otp Trh Glut_2","0089 L4 RSP-ACA Glut_1","0307 LSX Nkx2-1 Gaba_2","0125 L5 NP CTX Glut_4","19 MB Glut [class]","151 TH Prkcd Grin2c Glut [subclass]","0656 TH Prkcd Grin2c Glut_3","0416 PVR Six3 Sox3 Gaba_6","0422 BST-MPN Six3 Nrgn Gaba_3","0410 BST Tac2 Gaba_2","0273 STR D1 Gaba_9","0100 CA2-FC-IG Glut_1","0325 LSX Prdm12 Slit2 Gaba_9","0126 L5 NP CTX Glut_5","0576 LHA-AHN-PVH Otp Trh Glut_3","129 VMH Nr5a1 Glut [subclass]","14 HY Glut [class]","0268 STR D1 Gaba_4","0377 CEA-AAA-BST Six3 Sp9 Gaba_5","0140 DG-PIR Ex IMN_1","0141 DG-PIR Ex IMN_2","0172 OB-STR-CTX Inh IMN_7","0418 PVR Six3 Sox3 Gaba_8","1197 DC NN_1","1194 Microglia NN_1","1184 MOL NN_4","1182 NFOL NN_2","1183 MFOL NN_3","1178 CHOR NN_1","0259 PAL-STR Gaba-Chol_1","0361 MEA-BST Lhx6 Nfib Gaba_5","1198 B cells NN_1","1181 COP NN_1"
"Astro-1",0.00330848903904534,0.000187463746762939,0.000570767825499489,0.00667353541711025,0.000285625794891965,0.0037569846967869,0.000344549955402245,0.00798778606626668,0.000352514460388589,0.000498488921381884,0.00101010645731251,0.00239806791761166,0.000352347043365298,0.000302034916379703,0.00458436120069403,0.112510667727441,0.00336738500344438,0.000596885079330896,0.000247637538157779,0.0644539533974882,0.00902756609215956,0.00161033122194493,0.000340984907909987,0.000333118511504954,0.020322036534624,0.0459664692582697,0.00461395819753971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astro-2",0.0525540144805528,0,0,0.00168762622397546,0,0.00108855906584773,0,0.00309446207865396,0,0,0.00106102834201145,0.0164842947920519,0.0038237547848607,0,0.00311893427765119,0.0637216663039993,0,0,0,0.115178560547232,0.00957384351660824,0.00221534267547245,0,0,0.00409602581356885,0.0424770343720452,0.000405445834403603,0.000266791522292758,0.00474082332047263,0.000326369266180507,0.000324914446189696,0.000220143808908969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astro-3",0.0111804008361904,0,0,0.00120717848415499,0,0.00551425263053123,0,0.00242523688697917,0,0,0,0.0201371617640467,0.00352348613260623,0,0.00244063386931802,0.100329727328793,0.000397866696586861,0,0,0.113603876157384,0.0108655807495468,0.00203006392803335,0,0,0.00843790501989163,0.0384425375068154,0.000498343031272281,0,0,0,0.000604387772090828,0,0.000307871301135359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
