"","Glut-DACH2-LMANsh","Glut-DACH2-6","Glut-DACH2-LMANco","Glut-Im","Oligo-2","Glut-DACH2-HVCra-Pre","Glut-SATB2-1","Glut-DACH2-1","Glut-DACH2-8","Glut-DACH2-HVCra","Glut-DACH2-5","Glut-DACH2-2","Glut-CACNA1H-2","GABA-8","Glut-CACNA1H-1","Glut-NB","Glut-CACNA1H-3","Glut-CACNA1H-4","OPC","Glut-CACNA1H-RA","GABA-7","Glut-DACH2-3","Glut-DACH2-7","Glut-DACH2-4","Glut-DACH2-HVCx","GABA-2-1","Astro-3","Astro-1","GABA-4-1","Glut-GABA","GABA-Im","GABA-1-1","GABA-2-2","GABA-6","Glut-NSC","GABA-5-2","GABA-5-1","Oligo-1","GABA-3","GABA-4-2","Epen","GABA-1-2","GABA-2-3","Astro-2","Endo","Oligo-3","Micro"
"0519 AVPV-MEPO-SFO Tbr1 Glut_1",0.0130277144313525,0.0120057526752082,0,0,0.00551342788430697,0,0,0,0,0,0.0490772177689489,0,0,0,0.0114018624576968,0,0,0,0,0.168024943986522,0,0.0768745547504273,0.0905328691545356,0,0,0.0225256486490917,0,0,0.00482719401521667,0,0,0,0,0,0,0,0,0,0,0,0,0.00625268886069422,0,0,0,0,0
"0520 AVPV-MEPO-SFO Tbr1 Glut_2",0,0.0281580912585593,0.00946508497929458,0,0.0171504771712902,0,0,0,0,0,0,0,0,0,0,0.151976998017321,0,0,0,0,0,0.0526785941940587,0.0116139278829626,0,0.00672425549743711,0,0,0,0,0,0,0,0,0,0.139496222982499,0,0,0,0,0,0,0,0,0,0,0,0
"0521 AVPV-MEPO-SFO Tbr1 Glut_3",0.00931740304971962,0.0106623043642103,0,0,0.017211314746398,0,0,0,0.00288320449350186,0,0,0,0,0,0,0,0,0,0,0.00873049922001656,0,0.00437319423979324,0.0388853883635216,0,0.00890722788865289,0,0,0,0,0,0,0,0,0.00411776439470732,0.374777133840644,0,0,0,0,0,0,0,0,0,0,0,0
"0522 AVPV-MEPO-SFO Tbr1 Glut_4",0,0.049866479149662,0,0,0.0349472875276907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481185597777038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0523 AVPV-MEPO-SFO Tbr1 Glut_5",0.00408554048674706,0.067625771087277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00416946260296779,0,0.0714412924950842,0.00565419302671798,0,0,0,0,0,0,0,0,0,0,0,0.449675553709118,0,0,0,0,0,0,0,0,0,0,0,0
"0524 LHA Barhl2 Glut_1",0.0101436816629648,0,0.0694234671120217,0,0.00192592576559274,0.00484780277604094,0,0,0,0.00436830079229433,0.119075569940969,0.0017896363222829,0,0,0,0.0160283907496747,0,0,0,0.0704757726688868,0,0.0484335650160029,0.0247803007333525,0,0,0.00548391326140892,0,0.000991494797615343,0.0100171438589279,0,0,0.00101460382321649,0,0,0,0,0,0,0,0.0203391266084061,0,0.00581666083959602,0,0,0,0,0
"0525 LHA Barhl2 Glut_2",0,0.0359639303546874,0,0,0.0135871914045749,0,0,0,0.0175455162181617,0.0893297204578805,0.0250201686472761,0,0,0,0,0.0424861420075621,0,0,0,0,0,0.0894352894750515,0.0630876663049776,0,0.0180456436170903,0.00624198643728236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00663702361521316,0,0,0,0,0
"0526 LHA Barhl2 Glut_3",0,0,0.0447203390385648,0,0,0,0,0,0,0.0373676757087374,0.0884525528276354,0,0,0,0,0.0638343653649865,0,0,0,0.216509982909522,0,0,0.0416073930072573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0527 ADP-MPO Trp73 Glut_1",0.00438963072995385,0.0522147010586339,0.0367379009650132,0,0.0137007534340524,0.014435865968052,0,0,0,0.0527085543799263,0.0122648359072315,0,0,0,0.00734325022718091,0,0,0,0,0.0343576347739037,0,0.021580963740742,0.0190088726508678,0,0.0189069901763188,0.0137039093983547,0,0,0,0,0,0,0,0,0.00785589331018876,0.00243642044893461,0,0,0,0,0,0.0136179127838671,0,0,0,0,0
"0528 ADP-MPO Trp73 Glut_2",0.010131206337408,0.0583320873291886,0.0589557921271348,0,0,0.0265827901626346,0,0,0,0.00832016347745015,0.0136780008117828,0,0,0,0,0.00660155126107822,0,0.00134458220300443,0,0.0819060110228024,0,0.0252145798064066,0.0683680322998104,0,0.00268257578912556,0.0137607485438207,0,0,0.00397806626857363,0,0,0.000838543198610248,0,0,0.00364258839544495,0,0,0,0,0,0,0.00831497410666461,0,0,0,0,0
"0529 ADP-MPO Trp73 Glut_3",0,0.0981832610116189,0.0514332271627513,0,0,0.0236817599619847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182655772540484,0,0,0.0674914409634626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141677388742149,0,0,0,0,0
"0530 SI-MA-LPO-LHA Skor1 Glut_1",0,0.00235082679717811,0.0246523522902506,0,0.00309872784298442,0,0,0,0,0,0.00719999814564868,0.00796068346861503,0,0,0,0.0357425114231697,0,0,0,0.0280659414026499,0,0.205220172089392,0.0400951895535604,0,0,0.00096944842348109,0,0,0.0100740874794274,0,0,0,0,0,0,0,0,0,0.00082737680850712,0.0777441477221814,0,0,0,0,0,0,0
"0531 SI-MA-LPO-LHA Skor1 Glut_2",0,0.0259708811143742,0.0293219303133784,0.00298220423695402,0.00233434706742017,0,0,0.000894835506417958,0,0,0.00994043341864652,0.0679891029161693,0,0,0.000866770716700452,0.0171418420077975,0,0,0,0.0052880435916939,0,0.254138157639431,0.00880744463639045,0,0,0.0033107218502459,0,0,0.00577525430283915,0,0,0,0,0,0.000930179035427427,0,0,0,0,0.0238849432757491,0,0.000771580133453794,0,0,0,0,0
"0532 SI-MA-LPO-LHA Skor1 Glut_3",0,0.0258559121943096,0.0419810835735604,0.0213568693861569,0.00115869281097755,0,0,0,0,0.00419136334701782,0.00195209748734224,0,0,0,0,0.101942658544679,0,0,0,0,0,0.244997067376066,0.0146474444982248,0,0,0.00416289351371081,0,0,0.00316758773993159,0,0,0,0,0,0.00295608697208295,0,0,0,0,0,0,0,0,0,0,0,0
"0533 SI-MA-LPO-LHA Skor1 Glut_4",0.00135533463510851,0.00233573520060694,0.0556606684150712,0,0.0033577555030428,0.00231850526111175,0,0,0,0.000838631974872728,0.0303067666723086,0.0491895421937713,0,0,0.0106548890704995,0.00877025736193519,0,0,0,0.0252603875347451,0,0.07871687852266,0.0351014486212316,0,0,0.00305468178730952,0,0,0.00681454281273434,0,0,0.00222082782822779,0,0,0,0,0,0,0,0.0398134327096557,0,0,0,0.000611041526368849,0,0,0
"0534 SI-MA-LPO-LHA Skor1 Glut_5",0.00172958777458556,0.00529562589962409,0.0166449288801645,0.00619260073177381,0.00522057270380325,0,0,0,0,0,0.0165801309191331,0.0163434510322577,0,0,0,0.0608256763400024,0.00310453744774552,0,0,0.110099038347047,0,0.0689783646512636,0.0666487651107901,0,0,0.00581024781621861,0,0.000977889964220626,0.0058019795233479,0,0.00062427756967466,0,0,0,0.00166420827642346,0,0,0,0,0.0443600297909106,0,0,0,0,0,0,0
"0535 SI-MA-LPO-LHA Skor1 Glut_6",0.00120950317783307,0.00806366959348215,0.0383522393972927,0.0328370659958079,0.00214709804564081,0,0,0,0,0,0.0400412596919657,0.0953250314007626,0,0,0,0.0233697334060369,0,0,0,0,0,0.110456585817528,0.0298259674491845,0,0,0.000927223916374837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135372568388007,0,0,0,0,0,0,0
"0536 SI-MA-LPO-LHA Skor1 Glut_7",0,0.00110540691827994,0.124357021349949,0,0.00240574876337564,0,0,0,0,0,0.0416622287858082,0.186024878435458,0,0,0,0.0081051807970179,0,0,0.000842028913165752,0,0,0.01515884058169,0.00433609440580127,0,0,0.00274464235054809,0,0.00105639135303018,0.00204915462538534,0,0,0,0,0,0,0,0,0,0,0.0337183219175413,0,0,0,0,0,0,0
"0537 SI-MA-LPO-LHA Skor1 Glut_8",0,0,0,0,0.00867406248282294,0,0,0,0,0,0.00795501345798276,0.0769763451929188,0,0,0,0.019303899095648,0.000809270338638646,0,0,0.0154469442447259,0,0.0549488911859099,0.0103136673024892,0,0,0.00170376482138089,0,0,0.00995031478377932,0,0,0,0,0,0,0,0,0,0,0.214281141911056,0,0,0,0,0,0,0
"0538 MEA Otp Foxp2 Glut_1",0.00323047793932543,0.00305103639956376,0.00345460918725202,0.00238622808673187,0.00104784609322704,0,0,0.00850711273236916,0,0.00157438285797928,0.0177013974507583,0.00696706352280112,0.000780871818469375,0,0,0.00610933408231904,0.00212638892922528,0.00110688994657599,0,0.00714724821011105,0,0.370258537867728,0.0169050674782619,0,0,0.000653290997243597,0,0,0,0,0.000643059856360867,0.0032026993313917,0,0,0.00727972779446888,0.00811091522676953,0,0,0,0,0,0.00713303689273777,0,0,0,0,0
"0539 MEA-BST Otp Zic2 Glut_1",0.0198923287688726,0.00426038641930221,0.00207372647455159,0.00447804106692101,0.00685052190012922,0,0,0.00523417341847355,0.00441831900578793,0,0.037887027925677,0.00478895912453178,0.000913323606496876,0,0.000822598810507236,0.0106853949409697,0.00381647141648855,0.00238240606932124,0,0.00283401001515919,0.00131967301132391,0.0831466616623157,0.154048110124786,0,0,0,0,0.00142438679087736,0,0,0,0,0,0,0.00212842839993236,0.00105622088460257,0,0,0,0.00776154278361897,0.00108128895026212,0,0,0,0,0,0
"0540 MEA-BST Otp Zic2 Glut_2",0.0193388411351837,0.000753474215802225,0,0.00130231110337068,0.000920344914818262,0,0,0.00412970087529427,0.0840872369030827,0,0,0.00113240079711065,0.00419672916200441,0,0.00119804718739929,0,0,0.0546237858967755,0,0.00531747499707245,0,0.17530628011369,0.0156065384396983,0,0,0,0,0,0,0,0,0,0,0,0.00748724805443735,0,0,0,0,0,0.00709058139120396,0,0,0,0,0,0
"0541 MEA-BST Otp Zic2 Glut_3",0.00941422721312698,0.00612268821916438,0,0.003437293409233,0,0,0,0.0284412327456595,0.0026496298990887,0,0.013323756843526,0.0019365609568072,0.00222011141322463,0,0,0,0.000839280020604957,0.00986371829460327,0,0,0,0.327208897435279,0.0520807550533253,0,0,0,0,0,0,0,0,0,0,0,0.00141161477828543,0.00212894168728894,0,0,0,0,0,0,0,0,0,0,0
"0542 LHA-MEA Otp Glut_1",0.0525972375688139,0.00358863518113362,0.0362212322776945,0.00292424542913444,0.0046842912434257,0.00232211764199182,0,0.0108696403546285,0.0253607355581757,0.00293632321037889,0.0136385349058742,0.00204484894038789,0.00409106723999212,0,0.000775397934021438,0.00760741088019706,0.0020085121110776,0.0055368858758948,0,0.00516842772202628,0,0.0954514713290243,0.0271460121803121,0,0.00302867342463822,0.000837962410369264,0,0,0,0,0.000955237942410875,0.00508729148194912,0.00147661097718784,0,0.0173160674853182,0.00373501348984939,0.00239343645821155,0,0,0,0.00696213770927358,0.0137981314181285,0,0,0,0,0
"0543 LHA-MEA Otp Glut_2",0.0109011901947531,0.00210798672996209,0.00307189467472407,0.0063233862150934,0,0.00126876289781164,0,0.00126886811148283,0.00402904892106661,0.00124702517672752,0.00107552788148314,0,0.133907453099795,0,0.00651181362791448,0,0.0140610622826377,0.00917706055112806,0.00117701711967176,0.0371393208711852,0,0.0980948829512984,0.0110719736442823,0,0,0,0,0,0,0,0,0.00132308336799435,0,0,0,0,0,0,0,0,0,0.00388364752830455,0,0,0,0,0
"0546 MPN-MPO-PVpo Hmx2 Glut_1",0.0106023188528672,0,0.00763255357666108,0,0.0199290220218609,0,0,0,0,0.00768891555301937,0.05478040270849,0,0,0,0.0394554692224712,0.0101364093596505,0,0,0,0.010265485263009,0,0.0994179728187542,0,0,0,0.0110345271285155,0,0,0,0,0,0,0,0,0,0.00939986651014164,0.00493713475615101,0,0,0,0,0.0672769970274215,0,0,0,0,0
"0548 MPN-MPO-PVpo Hmx2 Glut_3",0,0.0259491045178253,0,0,0.0168738358116551,0,0,0,0,0,0.0463790027618145,0,0,0,0,0,0,0,0,0,0,0.0564698225748195,0,0,0,0,0,0,0,0,0,0.0738323143051628,0,0,0,0,0,0,0,0.0289041593232664,0,0.106958245243577,0,0,0,0,0
"0549 MPN-MPO-PVpo Hmx2 Glut_4",0,0,0.0140439476517486,0,0,0.0351676113541304,0,0,0,0.0880244663012917,0,0,0,0,0,0,0,0,0,0,0,0.141326268155408,0,0,0,0,0,0.00848229486804638,0,0,0,0.0138314945094791,0,0,0,0.010042550985389,0,0,0,0,0,0.0397751405065632,0,0,0.00752394932029226,0,0
"0574 LHA-AHN-PVH Otp Trh Glut_1",0.0431081199600849,0,0.218355117834037,0,0,0,0,0,0,0,0.0471335289773692,0,0,0.0189046471248329,0,0,0,0,0,0,0,0.0332023670504339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334901660916304,0,0,0,0,0
"0575 LHA-AHN-PVH Otp Trh Glut_2",0.0700926857213003,0.026665738301073,0.0506419978586693,0,0,0,0,0,0.0146123044149216,0,0,0.00495992574199025,0.0197043960575218,0,0.00260880363915957,0,0,0.0142537073326457,0.00583871261070186,0.00746329641619971,0,0.0538110388761967,0,0,0,0,0,0,0,0,0,0,0,0,0.0568480090602665,0,0,0,0,0,0,0,0,0,0,0,0
"0576 LHA-AHN-PVH Otp Trh Glut_3",0,0,0.199557237268061,0,0,0,0,0,0,0.0082121803887716,0,0.0051262622559929,0,0,0.0045351582196539,0.00277099355207187,0,0,0,0,0,0.0138234772784046,0.00777317483318408,0,0.0354384600896283,0.0170190057235152,0,0,0,0,0.00354584679742883,0,0,0,0.0782230682878107,0.0217233124253772,0,0,0,0,0,0,0,0,0,0,0
"0577 LHA-AHN-PVH Otp Trh Glut_4",0,0.0139582355454656,0.0100223917684933,0,0,0,0,0,0,0.00968180482634162,0,0,0,0,0,0,0,0,0,0,0,0.0731912794978208,0,0,0,0,0,0,0,0,0,0,0,0,0.263338676471333,0,0,0,0,0,0.02061205350796,0,0,0,0,0,0
"0579 AHN-RCH-LHA Otp Fezf1 Glut_1",0.00633254150069088,0,0.0641442749310496,0.00768626512850194,0,0.00424973323886382,0,0,0,0,0,0.0112202196958066,0.0558523932130965,0,0.0118739217946848,0.0149666982863239,0,0.00426184262632628,0.0120151241054793,0.00772731568808781,0,0.0655172335390073,0.01925325466638,0,0.009037045111774,0,0,0,0,0,0,0.00526795870716428,0,0,0,0,0,0,0,0,0,0.0178913179401592,0,0,0,0,0
"0588 PVH-SO-PVa Otp Glut_4",0,0.00182264254529348,0,0,0.0499121727286608,0,0,0,0,0,0,0,0,0,0,0.0034719851959812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429050755247947,0,0,0,0,0,0,0,0,0,0,0,0
"0590 PVH-SO-PVa Otp Glut_6",0.0132590639863966,0,0,0,0,0,0,0,0.0206327476717596,0,0,0,0.0478293695368448,0,0,0,0,0,0,0,0.0178781543687284,0.151740615245527,0.0323725370998923,0,0,0,0,0,0,0,0,0,0,0,0.0120134671615139,0,0,0,0,0,0.0299878732755374,0,0,0,0,0,0
"0628 HY Gnrh1 Glut_1",0,0,0,0,0.0415906415499486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151192912477829,0,0,0,0,0,0.221389993803494,0,0,0,0,0,0
"0629 MM-ant Foxb1 Glut_1",0.0992376729837717,0,0.0927319372511709,0,0.0134451441741265,0,0,0,0,0,0,0,0,0,0,0.048708752639207,0,0,0,0.236540801245912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0642 AV Col27a1 Glut_1",0.0133302270145404,0,0.230115716729353,0,0,0.00183340887185573,0,0,0.186516496091937,0,0.000959190523490833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0656 TH Prkcd Grin2c Glut_3",0,0,0.442562568487613,0,0,0,0,0,0.0945064828836139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3",0.145900052862636,0.0611324031741383,0,0,0,0,0,0,0,0,0,0,0,0,0.015425701190142,0,0.036254707818077,0,0,0,0,0.0570762291602343,0.00956066830476455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0872 SCsg Gabrr2 Gaba_1",0,0,0,0,0,0,0,0,0,0.0369952624742181,0.0268724565926107,0,0,0,0,0.0340918490346335,0,0,0,0.0313477415708484,0.0624467641475438,0.0178469984280607,0.0788817658397066,0,0,0,0,0,0,0,0,0,0,0,0,0.0243725766543182,0,0,0,0,0,0,0,0,0,0,0
"097 PVHd-SBPV Six3 Prox1 Gaba [subclass]",0,0,0.0945016995779094,0,0,0,0,0,0,0,0,0.0224402285704512,0,0,0,0.0216938537535289,0,0,0,0,0,0.0849312683822074,0,0,0,0,0,0,0,0,0,0.0253053346436969,0,0.0228216790201853,0,0,0,0,0,0,0,0.0881313639566812,0,0,0,0,0
"098 AHN-SBPV-PVHd Pdrm12 Gaba [subclass]",0,0,0.0379222557876004,0,0.0590461165312245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489288292233941,0.0825681931378313,0,0,0,0,0,0,0,0.0270625303785197,0,0.12125984325161,0,0,0,0,0,0,0,0,0,0.0573290709800263,0,0,0,0,0
"101 ZI Pax6 Gaba [subclass]",0,0.0165375855578398,0.0198363077446028,0,0.0260813801363879,0,0,0,0,0,0.0384367123054118,0,0,0.00992201477093173,0,0.0614651918940565,0,0,0,0,0.0320303061431331,0.0114506686993836,0,0,0,0.0175260756946003,0,0,0,0.0151327923730221,0,0,0,0,0,0,0,0,0,0,0,0.10071257958887,0,0,0,0,0
"1030 Pineal Crx Glut_1",0.0111336565707426,0,0,0,0.0348914523983787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705475400977543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259501973474938,0,0,0,0,0,0,0,0,0,0,0,0
"106 PVpo-VMPO-MPN Hmx2 Gaba [subclass]",0,0,0,0,0,0,0,0,0,0.0463990231570898,0,0,0,0,0,0,0,0,0,0,0,0.0252934343207477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256064247348704,0.333055737886536,0,0,0,0,0
"1159 Astro-NT NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169993487163353,0.116666195065032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205029234016752,0,0,0
"1160 Astro-NT NN_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534188317523843,0.338312867603201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692185583081225,0,0,0
"1161 Astro-TE NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387301981680485,0.0683332366002654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750112745217467,0,0,0
"1162 Astro-TE NN_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295463353075003,0.00293858285128991,0,0,0,0,0,0,0.00392927317281177,0,0,0,0,0,0,0,0,0.196117022128857,0,0,0
"1163 Astro-TE NN_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10516879446184,0.350964692258937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366070933815757,0,0,0
"1164 Astro-TE NN_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327678108623701,0.00518360108523316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186507584955328,0,0,0
"1165 Astro-TE NN_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275938150694828,0.0132931516999046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237758429299169,0,0,0
"1166 Astro-OLF NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329660509699851,0.512159549840385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412393106643938,0,0,0
"1167 Astro-OLF NN_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067545609363186,0.336866060050951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793664028847011,0,0,0
"1168 Astro-OLF NN_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225768894662451,0.0335839561813279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244822656244043,0,0,0
"1169 Astroependymal NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127040437639996,0.0437017777681983,0,0,0,0,0,0,0,0,0,0,0,0,0.00208971829574953,0,0,0.354853174433254,0,0.00218682206891157,0
"1172 Tanycyte NN_1",0,0,0,0,0.00373300410563321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00620843279618902,0,0,0,0,0,0,0,0,0,0,0,0,0.161190360933796,0,0,0.431664372688005,0,0.00830378891894355,0
"1175 Ependymal NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998065564157301,0,0,0,0,0,0
"1178 CHOR NN_1",0,0,0,0,0.00576684273685869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312705812866854,0,0,0,0.102136320286225,0.0182828412440787,0
"1179 OPC NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1180 OPC NN_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999937650220685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1181 COP NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85328769895856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570453590326408,0,0,0,0,0,0,0,0,0
"1182 NFOL NN_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286203046170795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909312701776682,0,0,0,0,0,0,0,0,0
"1183 MFOL NN_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987210661405797,0,0,0,0,0,0,0,0,0
"1184 MOL NN_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929019548984187,0,0,0,0,0,0,0,0,0
"1185 OEC NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218984462142782,0,0,0,0,0,0,0,0.00092073016965307,0.00625131345382774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000935316073772443,0.00291760782880463,0.109870308120037,0
"1186 ABC NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99013085658573,0,0
"1187 VLMC NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960455441460689,0,0
"1188 VLMC NN_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944839762123569,0,0
"1189 VLMC NN_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941970905269554,0,0
"1191 Peri NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833031489222717,0.0025834580708051,0
"1192 SMC NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873894153799911,0,0
"1193 Endo NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96862749127676,0,0
"1194 Microglia NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961068219977501
"1195 BAM NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215688691028122,0,0.938733006844544
"1196 Monocytes NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172514581665384,0,0.702806283914248
"1197 DC NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999946678445388
"1198 B cells NN_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9299715635429
"1199 ILC NN_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399067113188731,0,0.722835714602025
"12 HY GABA [class]",0.00595869474675196,0,0.0153387725491363,0,0.0481520973243984,0,0.00488879263769679,0,0,0.0105330767215893,0.00293475729728384,0,0,0,0,0.00933464242635858,0,0.00323353181635809,0,0,0,0.0388257773670338,0.0322629551710912,0,0,0,0,0,0.00646760302253022,0,0,0.0113692796867699,0.00409388383393891,0,0.0830372202473376,0.0037649170583542,0,0,0,0.025764418708465,0.00700037007521753,0.0689061533083317,0,0,0,0,0
"1200 NK cells NN_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195389312220312,0,0.895385976754048
"1201 T cells NN_4",0,0,0,0,0.0102292479294933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641711853208672,0,0.745331212402566
