gene,hvcra,int
NEGR1,-2.299043534288619,-0.949706225143868
nbis-7,-2.414393254001348,-1.9286720913536959
VCAM1,-4.823038764631009,-1.5710124639226581
HS3ST5,2.20627465503937,1.1066417638740755
NECTIN3,-3.2703980107106254,-2.406190096503151
LOC110482089,2.139955513138265,0.713789178923281
GULP1,-3.9314593959820456,-1.7819880883469255
ROBO1,-4.1569729760548295,-1.3755899360678596
SORCS2,-2.0735894686416794,-0.6402146606019232
GRIA1,-1.7461596255559502,0.23234454139881455
CDH12,2.4657740727439044,1.4521795434647178
ANKFN1,-9.521038786068862,-4.733803019836455
ADCY8,-2.179077201073402,-1.2162927137951727
AFF3,1.6531636758592585,1.077923684242141
HTR1F,1.6821303126092846,0.7733553200148764
DACH2,-1.8330477539012888,-0.9346416136345642
FRMD4A,-1.7825076433087268,-0.7598035596328458
MEF2C,-2.333711099939585,-0.658123563656742
BICD1,1.5876731207927084,0.8843512702203605
CACNB2,-1.7253522143079545,-0.5578530781001634
TRPM3,-2.187923615583152,-1.4383501840633122
LSAMP,-1.7651671536229878,-0.17028557007220924
MEF2A,1.4700237824688602,0.3753269116000068
LOC110471624,1.8684530152059686,1.4421525634618084
CRACD,-1.6173487234066235,-0.37218635554844015
LOC110469855,-1.6188867728088119,-1.256240956781206
SPON1,1.5028179527355423,0.27242690968765926
GRID1,1.7630705028749993,0.08467802965209492
DACH1,-1.6347213584364253,-0.4541588936478611
FLRT2,1.600453000481664,0.7574738114200805
PDE4D,1.4044443585300759,0.705897400782971
CACNA2D1,-1.9657059873311489,-0.20921810435204158
SNTG1,1.9666548577295835,1.7452852293049625
SHANK2,-1.5230564057819147,-0.45593577905484306
OPCML,2.0164812703198924,1.1980619238021946
KLHL2,-1.3241916239691092,-0.7874352013556994
NKAIN2,-1.857938705955378,-0.08398047038386425
LOC110475308,1.5457732954482724,0.1430762395662768
DPP6,1.522958706615959,1.1944060440816096
TENM2,1.490630590147954,0.4987514431235436
GRM5,-1.974450278789115,-0.8439069282636074
PRR16,1.3135952188181221,0.838171227926825
PTPRK,1.031808717865476,0.17003737137890673
CELF4,-2.0418213023595846,-0.6568229456658425
PCDH15,1.4845473778777203,0.7235003633138373
