,gg_Ex_DACH2_ZMAT4,gg_Ex_DACH2_ZMAT4,bf_Glut-DACH2-8,bf_Glut-DACH2-8,gg_Ex_SATB2_ZNF385B,gg_Ex_SATB2_ZNF385B,bf_Glut-DACH2-HVCra,bf_Glut-DACH2-HVCra,gg_Ex_DACH2_ADAMTS5,gg_Ex_DACH2_ADAMTS5,bf_Glut-DACH2-LMANsh,bf_Glut-DACH2-LMANsh,bf_Glut-CACNA1H-1,bf_Glut-CACNA1H-1,gg_Ex_CACNA1H_LHX9,gg_Ex_CACNA1H_LHX9,gg_Ex_TSHZ2_NR4A2,gg_Ex_TSHZ2_NR4A2,gg_Ex_DACH2_MGAT4C,gg_Ex_DACH2_MGAT4C,bf_Glut-DACH2-1,bf_Glut-DACH2-1,bf_Glut-CACNA1H-2,bf_Glut-CACNA1H-2,gg_Ex_CACNA1H_KIT,gg_Ex_CACNA1H_KIT,gg_Ex_KIAA1217,gg_Ex_KIAA1217,bf_Glut-CACNA1H-RA,bf_Glut-CACNA1H-RA,gg_Ex_DACH2_NR4A3,gg_Ex_DACH2_NR4A3,gg_Ex_CACNA1H_PROX1,gg_Ex_CACNA1H_PROX1,bf_Glut-DACH2-3,bf_Glut-DACH2-3,gg_Ex_DACH2_SLIT2,gg_Ex_DACH2_SLIT2,bf_Glut-DACH2-6,bf_Glut-DACH2-6,gg_Ex_DACH2_CEMIP,gg_Ex_DACH2_CEMIP,bf_Glut-DACH2-5,bf_Glut-DACH2-5,gg_Ex_DACH2_GRIK4,gg_Ex_DACH2_GRIK4,gg_Ex_SATB2_SOX6,gg_Ex_SATB2_SOX6,bf_Glut-DACH2-2,bf_Glut-DACH2-2,bf_Glut-CACNA1H-4,bf_Glut-CACNA1H-4,bf_Glut-DACH2-HVCra-Pre,bf_Glut-DACH2-HVCra-Pre,bf_Glut-DACH2-HVCx,bf_Glut-DACH2-HVCx,bf_Glut-DACH2-LMANco,bf_Glut-DACH2-LMANco,gg_Ex_DACH2_RORB,gg_Ex_DACH2_RORB,gg_Ex_DACH2_LUZP2,gg_Ex_DACH2_LUZP2,gg_Ex_DACH2_LHX2,gg_Ex_DACH2_LHX2,bf_Glut-DACH2-7,bf_Glut-DACH2-7,gg_Ex_DACH2_TAC1,gg_Ex_DACH2_TAC1,bf_Glut-CACNA1H-3,bf_Glut-CACNA1H-3,bf_Glut-DACH2-4,bf_Glut-DACH2-4,gg_Ex_DACH2_ITGA9,gg_Ex_DACH2_ITGA9,gg_Ex_CACNA1H_MCTP2,gg_Ex_CACNA1H_MCTP2,gg_Ex_CACNA1H_CPA6,gg_Ex_CACNA1H_CPA6,gg_Ex_SATB2_FOXP2,gg_Ex_SATB2_FOXP2,gg_Ex_SATB2_OVOA,gg_Ex_SATB2_OVOA,gg_Ex_KIAA1217_BCL6,gg_Ex_KIAA1217_BCL6,gg_Ex_BCL6,gg_Ex_BCL6,gg_Ex_Pre_SATB2,gg_Ex_Pre_SATB2,gg_Ex_Pre_KCNH7,gg_Ex_Pre_KCNH7
,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score
0,bf_Glut-DACH2-8,0.923898814070682,gg_Ex_DACH2_ZMAT4,0.923898814070682,bf_Glut-DACH2-HVCra,0.8865237643563866,gg_Ex_SATB2_ZNF385B,0.8865237643563866,bf_Glut-DACH2-LMANsh,0.7627165547911423,gg_Ex_DACH2_ADAMTS5,0.7627165547911423,gg_Ex_CACNA1H_LHX9,0.7158432527284873,bf_Glut-CACNA1H-1,0.7158432527284873,bf_Glut-CACNA1H-1,0.7090313462467047,bf_Glut-DACH2-1,0.7073246722553954,gg_Ex_DACH2_MGAT4C,0.7073246722553954,gg_Ex_CACNA1H_KIT,0.7007447623673246,bf_Glut-CACNA1H-2,0.7007447623673246,bf_Glut-CACNA1H-RA,0.6835554684469456,gg_Ex_KIAA1217,0.6835554684469456,bf_Glut-DACH2-1,0.6829047072678318,bf_Glut-CACNA1H-2,0.6737202564081639,gg_Ex_DACH2_SLIT2,0.6599223580882055,bf_Glut-DACH2-3,0.6599223580882055,gg_Ex_DACH2_CEMIP,0.6143451267924025,bf_Glut-DACH2-6,0.6143451267924025,gg_Ex_DACH2_ADAMTS5,0.6102971058180052,bf_Glut-DACH2-1,0.6066659480948722,bf_Glut-DACH2-HVCra,0.6036224084177026,gg_Ex_DACH2_MGAT4C,0.5828318110114588,gg_Ex_CACNA1H_LHX9,0.5573461768578583,gg_Ex_DACH2_MGAT4C,0.5294879541631746,gg_Ex_SATB2_SOX6,0.5227614436333752,gg_Ex_DACH2_RORB,0.5184153834600966,bf_Glut-DACH2-LMANco,0.5184153834600966,bf_Glut-DACH2-1,0.4747941212645429,bf_Glut-DACH2-1,0.4632558339225904,gg_Ex_DACH2_MGAT4C,0.41767578916980586,bf_Glut-DACH2-8,0.41093969516584333,gg_Ex_CACNA1H_LHX9,0.3962973852620184,gg_Ex_DACH2_ITGA9,0.3933571700924399,bf_Glut-DACH2-4,0.3933571700924399,bf_Glut-CACNA1H-2,0.3005071851395143,bf_Glut-CACNA1H-2,0.2948846950405532,bf_Glut-DACH2-HVCx,0.2358166197346503,bf_Glut-DACH2-1,0.22435930978215443,bf_Glut-CACNA1H-1,0.22038633223809873,bf_Glut-CACNA1H-2,0.14904346533677065,bf_Glut-CACNA1H-2,0.09184705978014475,bf_Glut-CACNA1H-2,0.05741185335650487
1,bf_Glut-DACH2-6,0.4706676648285568,gg_Ex_DACH2_TAC1,0.41093969516584333,bf_Glut-DACH2-HVCra-Pre,0.010970273940721299,gg_Ex_SATB2_SOX6,0.6036224084177026,bf_Glut-DACH2-5,0.6102971058180052,gg_Ex_DACH2_NR4A3,0.04174932471293666,gg_Ex_TSHZ2_NR4A2,0.7090313462467047,bf_Glut-CACNA1H-4,0.5573461768578583,bf_Glut-CACNA1H-3,0.17189424458658156,bf_Glut-DACH2-2,0.5828318110114588,gg_Ex_DACH2_NR4A3,0.6829047072678318,gg_Ex_CACNA1H_PROX1,0.6737202564081639,bf_Glut-CACNA1H-1,0.11767100423938404,bf_Glut-DACH2-HVCx,0.0465824954819004,gg_Ex_KIAA1217_BCL6,0.14870473360747358,bf_Glut-DACH2-5,0.05997632484502695,bf_Glut-CACNA1H-1,0.021529868876536774,gg_Ex_DACH2_ZMAT4,0.31086098105529264,bf_Glut-DACH2-1,0.09974096032407889,gg_Ex_DACH2_ZMAT4,0.4706676648285568,bf_Glut-DACH2-3,0.09410946960878011,gg_Ex_DACH2_MGAT4C,0.23045747290292504,bf_Glut-DACH2-2,0.06915044428857256,bf_Glut-DACH2-HVCx,0.5227614436333752,gg_Ex_DACH2_ADAMTS5,0.26600124983202655,gg_Ex_DACH2_LUZP2,0.0827384644322497,gg_Ex_SATB2_SOX6,0.09144852728758704,gg_Ex_SATB2_FOXP2,0.2358166197346503,gg_Ex_DACH2_ZMAT4,0.43762265930470196,bf_Glut-DACH2-3,0.039966143074277365,bf_Glut-CACNA1H-4,0.0827384644322497,bf_Glut-DACH2-5,0.1047288033699657,gg_Ex_DACH2_ADAMTS5,0.2901124879274849,bf_Glut-DACH2-3,0.09429544515762509,gg_Ex_TSHZ2_NR4A2,0.17189424458658156,gg_Ex_DACH2_ZMAT4,0.15795182542205455,bf_Glut-DACH2-8,0.1975815225602386,bf_Glut-DACH2-1,0.1430749207955741,bf_Glut-CACNA1H-1,0.21696871653724975,bf_Glut-DACH2-HVCra,0.1308495083915185,bf_Glut-DACH2-5,0.07813664890597538,bf_Glut-CACNA1H-RA,0.14870473360747358,bf_Glut-DACH2-3,0.12882346518966145,bf_Glut-CACNA1H-4,0.02303370999198606,bf_Glut-DACH2-1,0.02287692675044665
2,bf_Glut-DACH2-LMANco,0.43762265930470196,gg_Ex_DACH2_ITGA9,0.1975815225602386,bf_Glut-DACH2-HVCx,0.001829867950483776,gg_Ex_SATB2_FOXP2,0.1308495083915185,bf_Glut-DACH2-7,0.2901124879274849,gg_Ex_SATB2_OVOA,0.03839135068585325,gg_Ex_KIAA1217_BCL6,0.22038633223809873,bf_Glut-CACNA1H-2,0.416288423597731,bf_Glut-CACNA1H-2,0.061743733616365336,bf_Glut-DACH2-HVCra-Pre,0.5294879541631746,gg_Ex_DACH2_GRIK4,0.6066659480948722,gg_Ex_CACNA1H_LHX9,0.416288423597731,bf_Glut-CACNA1H-4,0.053240111601565575,bf_Glut-CACNA1H-1,0.035324032674413273,gg_Ex_TSHZ2_NR4A2,0.03268679854566998,bf_Glut-DACH2-2,0.04959831069161895,bf_Glut-CACNA1H-4,0.007801151347686987,gg_Ex_DACH2_ITGA9,0.19024635499270176,bf_Glut-CACNA1H-4,0.06828362827000964,gg_Ex_DACH2_ITGA9,0.08022040286740564,bf_Glut-DACH2-8,0.0860014827641262,gg_Ex_DACH2_LHX2,0.1047288033699657,bf_Glut-DACH2-5,0.05726998402696102,bf_Glut-DACH2-HVCra-Pre,0.09144852728758704,gg_Ex_DACH2_LHX2,0.09365083051253684,gg_Ex_DACH2_SLIT2,0.06828362827000964,gg_Ex_DACH2_ADAMTS5,0.025302228628818618,gg_Ex_KIAA1217,0.0465824954819004,gg_Ex_DACH2_CEMIP,0.03343632362799686,bf_Glut-DACH2-8,0.02374263613581969,bf_Glut-DACH2-2,0.03511318376052527,bf_Glut-DACH2-2,0.09365083051253684,gg_Ex_SATB2_OVOA,0.043514048081841936,bf_Glut-DACH2-6,0.05452143818152011,gg_Ex_CACNA1H_KIT,0.03210528474826633,gg_Ex_DACH2_MGAT4C,0.05750338340451107,bf_Glut-DACH2-3,0.19024635499270176,bf_Glut-CACNA1H-1,0.07013923994255655,bf_Glut-CACNA1H-3,0.02031499498555392,bf_Glut-CACNA1H-2,0.014051733880858688,bf_Glut-DACH2-HVCra,0.07720083444536427,bf_Glut-CACNA1H-2,0.080639993422123,bf_Glut-DACH2-1,0.0315420305715708,bf_Glut-DACH2-HVCra,0.008848739780066487,bf_Glut-DACH2-HVCra,0.019222741796573618
3,bf_Glut-DACH2-3,0.31086098105529264,gg_Ex_DACH2_CEMIP,0.0860014827641262,bf_Glut-DACH2-1,0.00033391117865596865,gg_Ex_SATB2_OVOA,0.07720083444536427,bf_Glut-DACH2-2,0.26600124983202655,gg_Ex_DACH2_MGAT4C,0.026863664263961647,gg_Ex_CACNA1H_CPA6,0.21696871653724975,bf_Glut-CACNA1H-3,0.3962973852620184,bf_Glut-CACNA1H-RA,0.03268679854566998,bf_Glut-DACH2-7,0.41767578916980586,gg_Ex_DACH2_LUZP2,0.4747941212645429,gg_Ex_CACNA1H_MCTP2,0.3005071851395143,bf_Glut-CACNA1H-3,0.03210528474826633,bf_Glut-CACNA1H-4,0.0011143218935290187,gg_Ex_DACH2_ITGA9,0.02420940323920569,bf_Glut-DACH2-LMANsh,0.04174932471293666,bf_Glut-DACH2-1,0.0018710982333203414,gg_Ex_BCL6,0.12882346518966145,bf_Glut-DACH2-4,0.044480965690147097,gg_Ex_DACH2_TAC1,0.05452143818152011,bf_Glut-DACH2-LMANco,0.03343632362799686,gg_Ex_SATB2_OVOA,0.07813664890597538,bf_Glut-CACNA1H-4,0.03188108341589617,bf_Glut-DACH2-4,0.031479278416000595,gg_Ex_DACH2_GRIK4,0.06915044428857256,gg_Ex_CACNA1H_KIT,0.053240111601565575,gg_Ex_DACH2_NR4A3,0.023120933171139092,gg_Ex_KIAA1217_BCL6,0.046420805959528424,gg_Ex_SATB2_SOX6,0.02655285252508834,bf_Glut-DACH2-LMANsh,0.018171840380895615,bf_Glut-CACNA1H-2,0.019506076402750008,bf_Glut-DACH2-3,0.03468421105552031,gg_Ex_DACH2_NR4A3,0.028650544327793542,bf_Glut-DACH2-1,0.00889021661161719,gg_Ex_KIAA1217_BCL6,0.030497022157092445,gg_Ex_DACH2_SLIT2,0.044480965690147097,bf_Glut-DACH2-1,0.17832408089163237,bf_Glut-CACNA1H-4,0.04381616977918898,bf_Glut-CACNA1H-RA,0.00958164462862818,bf_Glut-DACH2-4,0.00934999925645069,bf_Glut-DACH2-2,0.06427742145721853,bf_Glut-DACH2-HVCx,0.046420805959528424,bf_Glut-CACNA1H-4,0.01589957222992434,bf_Glut-CACNA1H-1,0.006616269176015069,bf_Glut-CACNA1H-1,0.017891623905679575
4,bf_Glut-DACH2-4,0.15795182542205455,gg_Ex_DACH2_ADAMTS5,0.025396741991884447,bf_Glut-CACNA1H-2,0.0002404631355558692,gg_Ex_Pre_KCNH7,0.019222741796573618,bf_Glut-DACH2-1,0.1787993834350283,gg_Ex_DACH2_RORB,0.018171840380895615,gg_Ex_CACNA1H_KIT,0.11767100423938404,bf_Glut-CACNA1H-RA,0.002904742220632069,bf_Glut-CACNA1H-4,0.000847823595580064,bf_Glut-DACH2-5,0.23045747290292504,gg_Ex_DACH2_LHX2,0.4632558339225904,gg_Ex_CACNA1H_CPA6,0.2948846950405532,bf_Glut-CACNA1H-RA,0.02094956137232997,bf_Glut-CACNA1H-3,0.0009232003914026411,gg_Ex_CACNA1H_KIT,0.02094956137232997,bf_Glut-DACH2-7,0.028650544327793542,bf_Glut-CACNA1H-3,0.001210968513687559,gg_Ex_DACH2_TAC1,0.09429544515762509,bf_Glut-CACNA1H-2,0.01253523341319531,gg_Ex_DACH2_ADAMTS5,0.04718081013245505,bf_Glut-DACH2-1,0.0035371895385632075,gg_Ex_DACH2_NR4A3,0.05997632484502695,bf_Glut-DACH2-7,0.021740290025286445,bf_Glut-DACH2-LMANco,0.02655285252508834,gg_Ex_SATB2_OVOA,0.06427742145721853,gg_Ex_CACNA1H_MCTP2,0.04381616977918898,gg_Ex_DACH2_GRIK4,0.0163426369532905,gg_Ex_DACH2_ITGA9,0.019460725062384672,gg_Ex_DACH2_ADAMTS5,0.00477651656413956,bf_Glut-DACH2-1,0.007036738251245916,bf_Glut-DACH2-3,0.017853814481583016,bf_Glut-CACNA1H-2,0.010866156815789091,gg_Ex_DACH2_ZMAT4,0.025507693936920484,bf_Glut-DACH2-7,0.0046967031100042834,gg_Ex_DACH2_ITGA9,0.028087476949605443,gg_Ex_SATB2_SOX6,0.031479278416000595,bf_Glut-DACH2-6,0.08022040286740564,bf_Glut-DACH2-3,0.04191485666500338,bf_Glut-CACNA1H-4,0.0001448112450500424,bf_Glut-DACH2-1,0.005084002889791032,bf_Glut-DACH2-7,0.043514048081841936,bf_Glut-CACNA1H-3,0.030497022157092445,bf_Glut-CACNA1H-1,0.012526333464555723,bf_Glut-DACH2-1,0.006474306228355119,bf_Glut-CACNA1H-4,0.01316486312265289
5,bf_Glut-DACH2-7,0.025507693936920484,gg_Ex_DACH2_RORB,0.02374263613581969,bf_Glut-CACNA1H-3,1.1423823305816165e-05,gg_Ex_DACH2_MGAT4C,0.012190826302901973,bf_Glut-DACH2-6,0.04718081013245505,gg_Ex_DACH2_ZMAT4,0.013831557701118607,gg_Ex_CACNA1H_MCTP2,0.07013923994255655,bf_Glut-DACH2-1,0.0001656125058459227,gg_Ex_DACH2_TAC1,0.0,bf_Glut-DACH2-4,0.05750338340451107,gg_Ex_SATB2_OVOA,0.22435930978215443,gg_Ex_BCL6,0.14904346533677065,bf_Glut-DACH2-1,8.136485778234848e-05,bf_Glut-CACNA1H-2,0.0003925388878027273,gg_Ex_Pre_KCNH7,0.01205979901114958,bf_Glut-DACH2-HVCra-Pre,0.023120933171139092,bf_Glut-DACH2-4,0.00018753298102800283,gg_Ex_DACH2_CEMIP,0.09410946960878011,bf_Glut-CACNA1H-1,0.006151619999752755,gg_Ex_DACH2_NR4A3,0.0038887450520565018,bf_Glut-DACH2-7,0.001613577879443217,gg_Ex_DACH2_GRIK4,0.05726998402696102,bf_Glut-DACH2-HVCra-Pre,0.0163426369532905,bf_Glut-CACNA1H-3,0.014570423696709921,gg_Ex_DACH2_NR4A3,0.04959831069161895,gg_Ex_DACH2_GRIK4,0.03188108341589617,gg_Ex_SATB2_OVOA,0.01495678338617056,gg_Ex_SATB2_OVOA,0.008607132121893422,gg_Ex_DACH2_TAC1,0.002406341252221194,bf_Glut-DACH2-HVCra,0.001251076500849144,bf_Glut-DACH2-HVCra-Pre,0.010379557872577666,bf_Glut-CACNA1H-4,0.004109837565118931,gg_Ex_DACH2_GRIK4,0.021740290025286445,bf_Glut-DACH2-4,0.002909979278462549,gg_Ex_CACNA1H_CPA6,0.02031499498555392,gg_Ex_DACH2_NR4A3,0.0210745790125307,bf_Glut-CACNA1H-3,0.028087476949605443,bf_Glut-DACH2-8,0.006574154282064615,gg_Ex_DACH2_TAC1,0.0,bf_Glut-CACNA1H-3,0.003312069542370123,bf_Glut-CACNA1H-2,0.04301921250524376,bf_Glut-CACNA1H-4,0.005831357209899647,bf_Glut-CACNA1H-3,0.004819598508781329,bf_Glut-CACNA1H-3,0.006409783873260649,bf_Glut-CACNA1H-RA,0.01205979901114958
6,bf_Glut-DACH2-LMANsh,0.013831557701118607,gg_Ex_CACNA1H_MCTP2,0.006574154282064615,bf_Glut-CACNA1H-1,1.0039453175831632e-05,gg_Ex_Pre_SATB2,0.008848739780066487,bf_Glut-DACH2-8,0.025396741991884447,gg_Ex_DACH2_GRIK4,0.0090704190135294,gg_Ex_KIAA1217,0.035324032674413273,gg_Ex_DACH2_TAC1,0.0,gg_Ex_DACH2_ITGA9,0.0,bf_Glut-DACH2-3,0.03952174133077306,gg_Ex_DACH2_ADAMTS5,0.1787993834350283,gg_Ex_Pre_SATB2,0.09184705978014475,gg_Ex_DACH2_TAC1,0.0,bf_Glut-DACH2-LMANco,0.0001090190611444047,gg_Ex_CACNA1H_CPA6,0.00958164462862818,bf_Glut-DACH2-4,0.0210745790125307,bf_Glut-CACNA1H-RA,9.070963250815916e-05,gg_Ex_CACNA1H_MCTP2,0.04191485666500338,bf_Glut-DACH2-6,0.003557276932863428,gg_Ex_DACH2_SLIT2,0.003557276932863428,bf_Glut-DACH2-4,0.000808139477868669,gg_Ex_DACH2_ITGA9,0.00136087621481655,bf_Glut-DACH2-LMANsh,0.0090704190135294,bf_Glut-CACNA1H-2,0.014238768721024012,gg_Ex_DACH2_LUZP2,0.03511318376052527,gg_Ex_Pre_SATB2,0.02303370999198606,gg_Ex_SATB2_ZNF385B,0.010970273940721299,gg_Ex_DACH2_ZMAT4,0.0018581334595531482,gg_Ex_Pre_KCNH7,0.0012631839513265492,bf_Glut-CACNA1H-2,0.0005344144112312721,bf_Glut-DACH2-HVCra,0.0019381659228410633,bf_Glut-DACH2-4,0.0025897480740395113,gg_Ex_DACH2_ITGA9,0.01086009281187184,bf_Glut-DACH2-LMANco,0.002406341252221194,gg_Ex_SATB2_SOX6,0.014570423696709921,gg_Ex_DACH2_ADAMTS5,0.020977866157858686,bf_Glut-CACNA1H-RA,0.02420940323920569,bf_Glut-CACNA1H-3,0.0038430160881168943,gg_Ex_DACH2_ITGA9,0.0,bf_Glut-CACNA1H-RA,0.0022829867250223415,bf_Glut-DACH2-LMANsh,0.03839135068585325,bf_Glut-DACH2-4,0.0036375944086577323,bf_Glut-DACH2-4,0.003835480736266735,bf_Glut-CACNA1H-RA,0.005207510423441902,bf_Glut-CACNA1H-3,0.009131448842201389
7,bf_Glut-DACH2-1,0.006497578663456735,gg_Ex_DACH2_NR4A3,0.0022045238122259574,gg_Ex_DACH2_LHX2,0.0,gg_Ex_DACH2_LUZP2,0.0019381659228410633,bf_Glut-DACH2-HVCra-Pre,0.025302228628818618,gg_Ex_DACH2_ITGA9,0.0028741536554776135,gg_Ex_DACH2_ITGA9,0.02216600331343784,gg_Ex_DACH2_ITGA9,0.0,gg_Ex_DACH2_LHX2,0.0,bf_Glut-DACH2-LMANsh,0.026863664263961647,gg_Ex_DACH2_ITGA9,0.17832408089163237,gg_Ex_KIAA1217_BCL6,0.080639993422123,gg_Ex_DACH2_ITGA9,0.0,bf_Glut-DACH2-6,2.1929345648877924e-05,gg_Ex_DACH2_GRIK4,0.008930304222279046,bf_Glut-CACNA1H-2,0.013290077418359487,gg_Ex_DACH2_ZMAT4,0.0,gg_Ex_DACH2_RORB,0.039966143074277365,bf_Glut-DACH2-8,0.000882807851606715,gg_Ex_CACNA1H_MCTP2,0.003103815945058911,bf_Glut-DACH2-HVCra,0.0001951808913374684,gg_Ex_Pre_SATB2,0.0010329842596012021,bf_Glut-CACNA1H-RA,0.008930304222279046,bf_Glut-DACH2-1,0.008694459256506196,gg_Ex_DACH2_ITGA9,0.005720791111648673,gg_Ex_BCL6,0.01589957222992434,gg_Ex_DACH2_LUZP2,0.010379557872577666,gg_Ex_SATB2_ZNF385B,0.001829867950483776,gg_Ex_SATB2_FOXP2,0.0008468545893183344,bf_Glut-CACNA1H-3,0.00010989167864992216,bf_Glut-CACNA1H-1,0.0014649881311944108,bf_Glut-DACH2-7,0.0010098906788372844,gg_Ex_DACH2_TAC1,0.0046967031100042834,bf_Glut-DACH2-HVCra,0.0012696587497903287,gg_Ex_Pre_KCNH7,0.009131448842201389,gg_Ex_SATB2_FOXP2,0.00934999925645069,bf_Glut-CACNA1H-1,0.02216600331343784,bf_Glut-DACH2-6,0.003103815945058911,gg_Ex_DACH2_LHX2,0.0,bf_Glut-CACNA1H-4,0.0019911584566225586,bf_Glut-DACH2-HVCra-Pre,0.01495678338617056,bf_Glut-DACH2-6,0.002326465609975175,bf_Glut-CACNA1H-RA,0.002286241791833638,bf_Glut-DACH2-5,0.0010329842596012021,bf_Glut-DACH2-LMANco,0.0012631839513265492
8,bf_Glut-CACNA1H-3,0.00526645926788551,gg_Ex_KIAA1217_BCL6,0.0012714668774658996,gg_Ex_DACH2_LUZP2,0.0,gg_Ex_DACH2_GRIK4,0.0018394722617084802,bf_Glut-DACH2-4,0.020977866157858686,gg_Ex_SATB2_SOX6,0.0005280724858642272,gg_Ex_CACNA1H_PROX1,0.021529868876536774,gg_Ex_DACH2_LHX2,0.0,gg_Ex_DACH2_LUZP2,0.0,bf_Glut-DACH2-HVCra,0.012190826302901973,gg_Ex_CACNA1H_MCTP2,0.1430749207955741,gg_Ex_TSHZ2_NR4A2,0.061743733616365336,gg_Ex_DACH2_LHX2,0.0,gg_Ex_DACH2_LHX2,0.0,gg_Ex_Pre_SATB2,0.005207510423441902,bf_Glut-DACH2-3,0.009177295029468607,gg_Ex_DACH2_LHX2,0.0,gg_Ex_DACH2_MGAT4C,0.03952174133077306,bf_Glut-DACH2-HVCx,0.0007528146859246182,gg_Ex_KIAA1217_BCL6,0.002326465609975175,bf_Glut-DACH2-LMANsh,0.00015212084899250268,gg_Ex_DACH2_ZMAT4,0.00033623141186083384,bf_Glut-DACH2-3,0.006132046673657384,bf_Glut-CACNA1H-RA,0.0051615595851547316,gg_Ex_Pre_KCNH7,0.0004567215473318928,gg_Ex_Pre_KCNH7,0.01316486312265289,gg_Ex_DACH2_ITGA9,0.00581166495735746,gg_Ex_DACH2_MGAT4C,0.0015911631230864233,gg_Ex_DACH2_ITGA9,0.0008464436958109227,bf_Glut-DACH2-HVCra-Pre,6.808574160709805e-05,bf_Glut-DACH2-5,0.00029817005858738933,bf_Glut-DACH2-HVCra-Pre,0.0009742649686676463,gg_Ex_SATB2_SOX6,0.002047054159281441,bf_Glut-DACH2-HVCx,0.0006611888907932583,gg_Ex_SATB2_OVOA,0.006793100305256797,gg_Ex_SATB2_OVOA,0.005400431231141171,bf_Glut-DACH2-HVCx,0.019460725062384672,bf_Glut-DACH2-7,0.0010919438490174847,gg_Ex_DACH2_LUZP2,0.0,bf_Glut-DACH2-HVCra-Pre,0.0018887323032134595,bf_Glut-DACH2-HVCx,0.008607132121893422,bf_Glut-DACH2-1,0.001860815707879837,bf_Glut-DACH2-HVCra,0.0007886618835759047,bf_Glut-DACH2-HVCra-Pre,0.0007909754551067655,bf_Glut-DACH2-3,0.0008361680620814563
